uc_id,urban_code,case_code,case_type,細部計畫ID,case_name,gov_code,gov_date,is_publish,is_map
146,05,67,4,0567,變更草屯都市計畫（部分學校用地為機關用地及部分學校用地（特別管制區）為機關用地（特別管制區））（配合九二一震災災後重建）案,府建都字第09401070082號,094年06月06日,T,
147,05,68,3,0568,變更草屯都市計畫（都市計畫圖重製通盤檢討）案,府建都字第09402456972號,094年11月23日,T,
148,05,69,4,0569,變更草屯都市計劃（二號計劃道路北側部份農業區為工業區）案,投府建都字第94148號,072年10月03日,T,NULL
149,05,70,4,0570,變更草屯都市計劃（九號道路北端部份計劃道路、農業區為農業區、計劃道路）案,投府建都字第22243號,078年03月10日,T,NULL
150,05,71,2,0571,擬定草屯都市計畫（原「廣停四」住宅區）細部計畫案,投府城都字第09101402200號,091年08月12日,T,1
151,05,72,2,0572,草屯鎮中正、中山路側細部計畫案,,,F,NULL
152,05,73,4,0573,變更草屯都市計畫（部分廣場兼停車場（一）用地為社教用地）（配合九二一震災災後重建）案,投府建都字第38673號,082年04月14日,F,NULL
153,05,74,4,0574,變更草屯都市計畫（部分廣場兼停車場（一）用地為社教用地）（配合九二一震災災後重建）案,投府城都字第0910185648-1號,091年10月29日,T,NULL
154,06,01,1,0601,核定竹山都市計畫案,投府建都字第18564號,062年03月21日,T,NULL
155,06,02,4,0602,竹山「市一」公所出售地變更商業區案,投府建都字第14671號,063年03月18日,T,NULL
156,06,03,2,0603,竹山竹圍子段洄瑤市地重劃區細部計畫案,投府建都字第75174號,063年09月17日,T,NULL
157,06,04,4,0604,竹山「機三」等九件變更案,投府建都字第46144號,064年06月25日,T,NULL
158,06,05,4,0605,變更竹山都市計畫(部份機四用地為商業區、住宅區及道路用地)案,投府建都字第15140號,069年03月07日,T,NULL
159,06,06,4,0606,變更竹山都市計畫（部分商業區為市場用地）案,投府建都字第97116號,072年10月05日,T,NULL
160,06,07,3,0607,變更竹山都市計畫（第一次通盤檢討）案,投府建都字第14619號,076年02月25日,T,NULL
161,06,08,4,0608,變更竹山都市計畫（部份農業區、保護區及機關用地為道路用地）案,投府建都字第93579號,078年09月08日,T,NULL
162,06,09,3,0609,變更竹山都市計畫（第一期公共設施保留地專案通盤檢討）案,投府建都字第123302號,078年12月05日,T,NULL
163,06,10,4,0610,變更竹山都市計畫（「機七」機關用地用途增列供戶政事務所使用）案,投府建都字第125450號,086年08月26日,T,NULL
164,06,11,3,0611,變更竹山都市計畫（工業區專案通盤檢討）案,投府建都字第118824號,087年08月17日,T,
165,06,12,4,0612,變更竹山都市計畫（部分農業區為污水處理廠用地）案,府建都字第0920228523-2號,092年12月22日,T,
166,06,13,3,0613,變更竹山都市計畫（都市計畫圖重製通盤檢討）案,府建都字第09401088392號,094年06月11日,T,
168,07,02,1,0702,竹山鎮延平地區主要計畫案,投府建都字第64204號,073年07月01日,T,NULL
169,07,03,4,0703,變更竹山延平地區主要計畫（部份道路用地為農業區及部份住宅區、農業區為道路用地）案,投府建都字第43399號,077年05月04日,T,NULL
170,07,04,4,0704,變更竹山（延平地區）都市計畫（部分農業區為醫療專用區）案,投府建都字第163414號,083年11月28日,T,NULL
175,08,01,1,0801,核定集集都市計畫案,投府建都字第84471號,060年11月04日,T,NULL
176,08,02,4,0802,集集鎮都市計劃「機三」變更為住宅區及「工一」擬變更為機關用地、住宅區、工業區案,投府建都字第25711號,062年04月17日,T,NULL
177,08,03,4,0803,變更集集都市計畫部份農業區為加油站用地案,投府建都字第16167號,070年03月12日,T,NULL
178,08,04,3,0804,變更集集都市計劃（第一期公共設施保留地專案通盤檢討）案,投府建都字第62993號,078年06月22日,T,NULL
179,08,05,4,0805,變更集集都市計畫（部份停車場用地為機關用地）案,投府建都字第52729號,080年05月22日,T,NULL
180,08,06,4,0806,變更集集都市計畫（部份農業區、行水區、住宅區、學校為河川區）案,投府建都字第126636號,081年11月03日,T,NULL
181,08,07,4,0807,變更集集都市計畫（部份工業區、農業區為機關）案,投府建都字第14843號,083年01月25日,T,NULL
182,08,08,4,0808,變更集集都市計畫（部份農業區、行水區為道路用地）案,投府建都字第393號,084年02月10日,T,NULL
183,08,09,3,0809,變更集集都市計畫（第一次通盤檢討）案,投府建都字第144241號,084年10月09日,T,NULL
184,08,10,4,0810,變更集集都市計畫（部分河川區為農業區、道路用地及部分農業區為河川區）案,投府建都字第56635號,087年04月22日,T,NULL
185,08,11,4,0811,變更集集都市計劃（部分農業區為道路用地）案,,087年08月,F,NULL
186,08,12,4,0812,變更集集都市計畫（部分農業區為道路用地）案,投府建都字第178589號,087年12月11日,T,NULL
187,08,13,4,0813,變更集集都市計畫（寺廟保存區（三）及部分農業區為宗教專用區）（配合九二一震災災後重建）案,府建都字第09401131072號,094年06月15日,T,NULL
188,08,14,3,0814,變更集集都市計畫（都市計畫圖重製通盤檢討）案,府建都字第09501349431號,095年07月31日,T,
189,09,01,1,0901,核定水里都市計畫案,府建都第71109號,058年09月19日,T,NULL
190,09,02,4,0902,水里都市計畫「綠四」變更案,府建都第31239號,063年03月30日,T,NULL
191,09,03,4,0903,水里「文三」南面變更為住宅區案,府建都第13944號,064年03月11日,T,NULL
192,09,04,4,0904,水里「公二」北端等八項變更案,府建都第51776號,064年07月04日,T,NULL
193,09,05,2,0905,水里擬定都市計畫南光及北埔地區細部計畫案,府建都第28665號,069年04月11日,T,1
194,09,06,4,0906,變更水里都市計畫（部分工業區、農業區為河川區）案,府建都第42849號,074年05月15日,T,NULL
195,09,07,3,0907,變更水里都市計畫（第一次通盤檢討）案,府建都第16942號,077年02月26日,T,NULL
196,09,08,4,0908,變更水里都市計畫（部分農業區、綠地及停車場用地（停四）為機關用地）案,府建都第61476號,079年06月29日,T,NULL
197,09,09,3,0909,變更水里都市計畫（第一期公共設施保留地專案通盤檢討）案,府建都第86110號,079年08月20日,T,NULL
198,09,10,4,0910,變更水里都市計畫（部分學校用地、工業區、行水區、農業區為道路用地及部分行水區為學校用地）案,府建都第18144號,081年03月20日,T,NULL
199,09,11,3,0911,變更水里都市計畫（第二次通盤檢討）案,府建都第48206號,082年05月13日,T,NULL
200,09,12,4,0912,變更水里都市計畫（部分行水區、農業區、工業區、學校用地為道路用地、部分道路用地為行水區、農業區、垃圾處理場用地、鄰里公園兼兒童遊戲場暨部分行水區為鄰里公園兼兒童遊戲場）案,投府建都字第122206號,084年08月29日,T,NULL
201,09,13,4,0913,變更水里都市計畫（部分住宅區為機關用地）案,投府城都字第89188989號,089年12月11日,T,NULL
202,09,14,6,0914,變更水里都市計畫（都市計畫圖重製檢討）案,府建都字第09500758092號,095年05月05日,T,NULL
203,09,15,3,0915,變更水里都市計畫（第三次通盤檢討）案,府建都字第09502136162號,095年11月15日,T,NULL
204,10,01,1,1001,核定名間都市計畫案,投府建都字第14889號,064年02月27日,T,NULL
205,10,02,3,1002,變更名間都市計畫（通盤檢討）案,投府建都字第11472號,071年02月23日,T,NULL
206,10,03,4,1003,變更名間（部分農業區為道路用地）案,投府建都字第110308號,076年11月06日,T,NULL
207,10,04,3,1004,變更名間都市計畫（第二次通盤檢討）案,投府建都字第127243號,078年12月15日,T,NULL
208,10,05,4,1005,變更名間都市計畫（部份農業區為溝渠用地）案,投府建都字第92358號,083年07月13日,T,NULL
209,10,06,4,1006,變更名間都市計畫（部分農業區為道路用地、部分鐵路用地為鐵路用地兼供道路使用（供高速公路使用）暨部分道路用地為道路用地兼供高速公路使用）案,投府建都字第169108號,084年11月29日,T,NULL
210,10,07,4,1007,變更名間都市計畫（部分農業區為旅遊服務專用區、交通用地）案,投府建都字第178598號,087年12月17日,T,
211,10,08,4,1008,變更名間都市計畫（車籠埔斷層經過地區專案檢討）案,府城都字第09101602730號,091年09月23日,T,NULL
212,10,09,4,1009,變更名間都市計畫（部份農業區為溝渠用地、部分溝渠用地為農業區）案,府城都字第09101847001號,091年10月28日,T,NULL
213,10,10,4,1010,變更名間都市計畫（部分農業區為電路鐵塔專用區）案,府建都字第09401350391號,094年07月20日,T,
214,10,11,4,1011,變更名間都市計畫（地震帶隆起段紀念公園）（配合九二一震災災後重建）案,府建都字第09402154280號,094年11月16日,T,
215,10,12,6,1012,變更名間都市計畫（都市計畫圖重製通盤檢討）案,府建都字第09500182392號,095年01月20日,T,
216,10,13,4,1013,變更名間都市計畫（部分農業區為鐵路用地、部分高速公路用地為高速公路兼鐵路使用暨部分溝渠用地為溝渠用地兼鐵路使用）案,投府城都字第90051250號,090年04月03日,T,NULL
217,11,01,1,1101,核定國姓都市計畫案,投府建都字第95983號,061年12月11日,T,NULL
218,11,02,3,1102,國姓都市計畫（第一次通盤檢討）案,投府建都字第86858號,075年09月17日,T,NULL
219,11,03,3,1103,變更國姓都市計畫（第一期公共設施保留地專案通盤檢討）案,投府建都字第42762號,079年05月14日,T,NULL
220,11,04,6,1104,變更國姓都市計畫（重製專案檢討）案,府建都字第09300667750號,093年04月02日,T,
221,11,05,4,1105,變更國姓都市計畫（部分農業區為機關用地）案,府建都字第09402481212號,094年12月23日,T,
222,12,01,1,1201,核定中寮都市計畫案,投府建都字第94727號,061年12月12日,T,NULL
223,12,02,3,1202,變更中寮都市計畫（第一次通盤檢討）案,投府建都字第74298號,073年07月30日,T,NULL
224,12,03,3,1203,變更中寮都市計劃（第一期公共設施保留地專案通盤檢討）案,投府建都字第77325號,078年07月22日,T,
225,12,04,3,1204,變更中寮都市計畫（第二次通盤檢討）案,投府建都字第7076號,081年01月23日,T,NULL
226,12,05,4,1205,變更中寮都市計畫（部分農業區為電路鐵塔用地）案,府城都字第09101183720號,091年07月12日,T,NULL
227,12,06,4,1206,變更中寮都市計畫（配合九二一震災重建需要）案,府城都字第09101212270號,091年07月27日,T,
228,12,07,4,1207,變更中寮都市計畫（部分商業區為廣場用地）（配合九二一震災重建需要）案,府城都字第09200630342號,092年04月04日,T,NULL
229,12,08,4,1208,變更中寮都市計畫（部分傳統建築專用區、商業區、機關用地、農業區為道路用地；機關用地為商業區；傳統建築專用區、商業區為郵政事業專用區及機關用地為郵政事業專用區）（配合九二一震災重建需要）案,府建都字第0930238891-2號,093年12月25日,T,
230,12,09,3,1209,變更中寮都市計畫（都市計畫圖重製暨第三次通盤檢討）案,府建都字第09500109112號,095年01月12日,T,NULL
231,13,01,1,1301,核定魚池都市計畫案,投府建都字第92175號,062年11月16日,T,NULL
232,13,02,4,1302,南投縣魚池鄉變更擴大都市計畫將三育神學院所需使用土地列為學校用地餘擴大部份列入農業區案,投府建都字第16179號,065年03月16日,T,NULL
233,13,03,3,1303,魚池都市計劃（第一次通盤檢討）案,投府建都字第18069號,075年03月08日,T,NULL
234,13,04,3,1304,變更魚池都市計畫（第二次通盤檢討）案,投府建都字第192923號,086年12月31日,T,
235,13,05,4,1305,變更魚池都市計畫（部分鄰里公園兼兒童遊樂場用地為機關用地）案,投府城都字第90183508號,090年11月29日,T,
236,14,01,1,1401,核定鹿谷都市計畫案,投府建都字第104556號,063年12月19日,T,NULL
237,14,02,4,1402,南投縣鹿谷鄉都市計畫變更案,投府建都字第22948號,065年04月09日,T,NULL
238,14,03,3,1403,變更鹿谷都市計畫（通盤檢討）案,投府建都字第84566號,073年08月27日,T,NULL
239,14,04,4,1404,變更鹿谷（部分保護區、農業區為公墓及道路用地）案,投府建都字第45730號,074年05月15日,T,NULL
240,14,05,3,1405,變更鹿谷都市計畫（第二次通盤檢討）案,投府建都字第35404號,083年03月14日,T,NULL
241,14,06,4,1406,變更鹿谷都市計畫（部分農業區及住宅區為自來水事業用地）（配合九二一震災重建需要）案,府建都字第0920226523-2號,092年12月19日,T,
242,15,01,1,1501,核定霧社都市計畫案,投府建都字第70017號,056年10月12日,T,NULL
243,15,02,3,1502,霧社都市計畫（第一次通盤檢討）案,投府建都字第130392號,075年12月30日,T,NULL
244,15,03,3,1503,變更霧社都市計畫（第二次通盤檢討）案,投府建都字第56634號,087年04月24日,T,NULL
245,15,04,6,1504,變更霧社都市計畫（都市計畫圖重製檢討）案,府建都字第09400281970號,094年02月16日,T,NULL
246,16,01,1,1601,擬定八卦山脈風景特定區計畫案,投府建都字第51497號,069年06月19日,T,NULL
247,16,02,4,1602,變更八卦山脈風景特定區計畫（配合大庄及橫山地區部分地形）案,投府建都字第112548號,074年10月28日,T,NULL
248,16,03,4,1603,變更八卦山脈特定區計畫（1.部分農業區、森林公園、青年活動營區、綠地、保護區、墓地為道路2.部分道路為墓地、保護區、森林公園）案,投府建都字第42031號,076年05月07日,T,NULL
249,16,04,4,1604,變更八卦山脈風景特定區（文山地區及橫山地區）計畫（部分住宅區、農業區為機關用地）案,府建四字第116600號,077年12月14日,T,NULL
250,16,05,4,1605,變更八卦山脈風景特定區計畫（部份農業區為機關用地）案,府建四字第14994號,078年03月02日,T,NULL
251,16,06,4,1606,變更八卦山脈風景特定區（松柏嶺地區）計畫（部份農業區為社教機構用地）案,府建四字第14994號,078年03月02日,T,NULL
252,16,07,3,1607,變更八卦山脈風景特定區（第一次通盤檢討）案,投府建都字第116180號,080年10月24日,T,NULL
253,16,08,4,1608,變更八卦山脈風景特定區計畫（部分青年活動營區為自來水事業用地）案,投府建都字第115649號,081年10月20日,T,NULL
254,16,09,4,1609,變更八封山脈風景特定區（文山及橫山地區）計畫（部份保護區為墓地）案,投府建都字第26519號,087年02月20日,T,NULL
255,16,10,4,1610,變更八卦山脈風景特定區計畫（文山及橫山地區）（部分住宅區為機關用地）案,投府建都字第86687號,088年06月22日,T,NULL
256,16,11,4,1611,變更八卦山脈風景特定區計畫（文山及橫山地區）（部分農業區為電路鐵塔用地）案,府建都字第0930131436-2號,093年07月25日,T,
257,16,12,6,1612,變更八卦山脈風景特定區計畫（都市計畫圖重製）案,府建都字第0930059700-2號,093年03月31日,T,
258,17,01,1,1701,核定溪頭森林遊樂特定區計畫案,投府建都字第35716號,065年05月07日,T,NULL
259,17,02,1,1702,擬定溪頭森林遊樂區特定區主要計畫案,投府建都字第74578號,071年08月25日,T,NULL
260,17,03,2,1703,擬定溪頭森林遊樂特定區細部計畫案,投府建都字第46614號,073年05月10日,T,1
261,17,04,3,1704,變更溪頭森林遊樂特定區主要計畫（第一次通盤檢討）案,投府建都字第95446號,076年10月05日,T,NULL
262,17,05,2,1705,擬定溪頭森林遊樂特定區丙種旅館細部計畫案,投府建都字第15379號,078年02月09日,T,1
263,17,06,2,1706,擬定溪頭森林遊樂特定區（森林大飯店）細部計畫案,投府建都字第116813號,081年10月24日,T,1
264,17,07,2,1707,變更溪頭森林遊樂特定區細部計畫（第一次通盤檢討）案,投府建都字第77962號,086年06月07日,T,1
265,17,08,3,1708,變更溪頭森林遊樂特定區主要計畫（第二次通盤檢討）案,投府建都字第125574號,088年10月26日,T,NULL
266,17,09,6,1709,變更溪頭森林遊樂特定區計畫（都市計畫圖重製）案,府建都字第0930067054-2號,093年04月08日,T,NULL
267,17,10,3,1710,溪頭森林遊樂特定區主要計畫（第二次通盤檢討）變更農業區為丙種旅館區案,投府建都字第46614號,078年02月09日,F,NULL
268,18,01,1,1801,核定日月潭特定區計畫案,投府建都字第12143號,061年04月23日,T,NULL
269,18,02,1,1802,日月潭特定區變更都市計畫案,投府建都字第46885號,066年06月14日,T,NULL
270,18,03,4,1803,變更日月潭特定區計畫（部份特別保護區為機關用地）案,投府建都字第98454號,073年10月13日,T,NULL
271,18,04,4,1804,變更日月潭特定區計畫（部份公園用地變更為旅館區）案,投府建都字第36822號,075年04月26日,T,NULL
272,18,05,3,1805,變更日月潭特定區計畫（通盤檢討）案,投府建都字第107224號,075年10月24日,T,NULL
273,18,06,2,1806,擬定日月潭特定區（德化社市地重劃區）細部計畫暨配合變更（部分主要計畫）案,投府建都字第132201號,083年09月29日,T,1
274,18,07,2,1807,擬定日月潭特定區（德化社市地重劃區）細部計畫暨配合變更主要計畫案,投府建都字第145526號,083年10月28日,T,1
275,18,08,4,1808,變更日月潭特定區計劃（部份保護區及特別保護區為道路用地、部分道路用地為保護區及特別保護區）案,投府建都字第73229號,084年05月24日,T,NULL
276,18,09,4,1809,變更日月潭特定區計畫（機十五用地為觀光文化遊憩專用區及部分機十三、機十四、綠地、停車場用地為道路）案,投府建都字第138154號,084年09月26日,T,NULL
277,18,10,2,1810,擬定日月潭特定區（觀光文化遊憩專用區）細部計畫案,,085年02月,F,NULL
278,18,11,2,1811,擬定日月潭特定區（原「機十五」機關用地變更為觀光文化遊憩專用區）細部計畫案,投府建都字第178422號,086年12月05日,T,1
279,18,12,4,1812,擬定日月潭特定區計畫（部分保護區、特別保護區及水域為電力事業用地）案,投府建都字第183327號,086年12月16日,T,NULL
280,18,13,5,1813,變更日月潭特定區計畫（土地使用分區管制要點通盤檢討）案,投府建都字第17968號,087年01月23日,T,
281,18,14,4,1814,訂正日月潭特定區計畫（寺廟區（五）為保護區、及部分保護區為寺廟區（五））案,投府建都字第17470號,089年01月21日,T,NULL
282,18,15,4,1815,變更日月潭特定區計畫（「機三」機關用地、車站用地及部分商業區為旅遊服務中心用地）案,府建都字第90211472號,091年01月10日,T,NULL
283,18,16,6,1816,變更日月潭特定區計畫（重製專案檢討）案,府建都字第0930064333-2號,093年04月06日,T,NULL
284,18,17,4,1817,變更日月潭特定區計畫（配合魚池鄉災後重建綱要計畫重建方案）案,府建都字第09401860932號,094年09月27日,T,NULL
285,18,18,4,1818,變更日月潭特定區計畫（部分特別保護區為交通用地）案,府建都字第09500299282號,095年02月13日,T,NULL
286,18,19,4,1819,變更日月潭特定區計畫（停車場用地（停二）及部分寺廟區（廟一）為旅遊事業專用區）案,府建都字第09502001782號,095年10月24日,T,NULL
287,19,01,1,1901,核定翠峰風景特定區計畫案,投府建都字第103053號,069年12月01日,T,NULL
288,19,02,3,1902,變更翠峰風景特定區計畫（第一次通盤檢討）案,投府建都字第128894號,075年12月26日,T,NULL
289,19,03,3,1903,變更翠峰風景特定區計畫（第二次通盤檢討）案,投府建都字第139246號,085年10月19日,T,
290,19,04,6,1904,變更翠峰風景特定區計畫（重製專案檢討）案,府建都字第0930035115-2號,093年02月19日,T,NULL
291,20,01,1,2001,核定鳳凰谷風景特定區計畫案,投府建都字第30933號,069年04月07日,T,NULL
292,20,02,4,2002,變更鳳凰谷風景特定區計畫（部分農業區為自來水事業用地）案,投府建都字第23503號,072年03月23日,T,NULL
293,20,03,4,2003,變更鳳凰谷風景特定區計畫（部份住宅區、農業區、墓地為機關用地）案,投府建都字第77878號,074年08月09日,T,NULL
294,20,04,3,2004,變更鳳凰谷風景特定區計畫（第一次通盤檢討）案,投府建都字第6176號,077年01月16日,T,NULL
295,20,05,3,2005,變更鳳凰谷風景特定區計畫（第二次通盤檢討）案,投府建都字第38972號,087年03月21日,T,
296,20,06,6,2006,變更鳳凰谷風景特定區計畫（都市計畫圖重製）案,府建都字第09301010210號,093年06月04日,T,NULL
297,21,01,1,2101,擬定東埔風景特定區計畫修正案,投府建都字第34263號,072年04月29日,T,NULL
298,21,02,4,2102,變更東埔風景特定區計畫（青年活動中心）案,投府建都字第44745號,073年05月14日,T,NULL
299,21,03,1,2103,擬定東埔溫泉風景特定區計畫案,,078年06月,F,NULL
300,21,04,3,2104,變更東埔風景特定區計畫（第一次通盤檢討）案,投府建都字第52210號,082年05月12日,T,NULL
301,21,05,6,2105,變更東埔風景特定區計畫（重製專案檢討）案,府建都字第0930051279-2號,093年03月11日,T,NULL
302,22,01,1,2201,廬山風景特定區案,府建都第126648號,075年12月13日,T,NULL
303,22,02,3,2202,變更廬山風景特定區計畫（第一次通盤檢討）案,府建都第168961號,083年12月21日,T,NULL
304,22,03,6,2203,變更廬山風景特定區計畫（都市計畫圖重製）案,府建都字第09300950602號,093年05月17日,T,NULL
305,23,01,NULL,2301,仁愛鄉紅香溫泉風景區計畫案,,,F,NULL
306,17,11,2,1711,擬定溪頭森林遊樂特定區計畫（車&#36612;寮丙種旅館區）細部計畫案,府建都字第09600833691號,096年04月25日,T,1
308,09,16,4,0916,變更水里都市計畫（部分農業區及垃圾處理場用地為河川區）案,府建都字第09600203672號,096年01月30日,T,NULL
310,08,15,4,0815,變更集集都市計畫（中華電信股份有限公司之用地專案通盤檢討）案,府建都字第09701201072號,097年06月23日,T,NULL
311,10,14,4,1014,變更名間都市計畫（中華電信股份有限公司之用地專案通盤檢討）案,府建都字第09701201052號,097年06月23日,T,NULL
312,11,06,4,1106,變更國姓都市計畫（中華電信股份有限公司之用地專案通盤檢討）案,府建都字第09701135461號,097年06月24日,T,NULL
313,18,20,4,1820,變更日月潭特定區計畫（部分保護區、青年活動中心用地為交通用地）（供日月潭纜車路廊使用）案,府建都字第09701461792號,097年08月05日,T,NULL
314,14,07,4,1407,變更鹿谷都市計畫（中華電信股份有限公司之用地專案通盤檢討）案,府建都字第09701155742號,097年06月24日,T,NULL
315,03,30,1,0330,變更中興新村（含南內轆地區）主要計畫（配合擬定（原機十、機二十一機關用地、5-2道路用地變更為住宅區、廣場用地及道路用地）細部計畫）案,府建都字第09800254642號,098年02月10日,T,
316,03,31,2,0331,擬定中興新村（含南內轆地區）都市計畫（原機十、機二十一機關用地、5-2道路用地變更為住宅區、廣場用地及道路用地）細部計畫案,府建都字第09801104852號,098年05月21日,T,1
317,18,21,4,1821,變更日月潭特定區計畫（部分特別保護區為道路用地）（部分旅館區為道路用地、廣場用地（兼供道路使用）及綠地）（部分道路用地為旅館區）案,府建都字第09800430392號,098年02月28日,T,
318,05,75,4,0575,變更草屯都市計畫(車籠埔斷層經過地區專案檢討)案,,091年07月25日,T,NULL
319,05,76,4,0576,變更草屯都市計畫（部分運動場用地為機關用地）案,府建都字第09801004822號,098年05月12日,T,NULL
320,12,10,4,1210,變更中寮都市計畫（部分農業區、傳統建築專用區為河川區）案,府建都字第09800177702號,098年01月22日,T,NULL
321,01,27,4,0127,變更南投都市計畫（配合南投交流道聯絡道用地取得）案,府建都字第09901923342號,099年09月30日,T,NULL
322,16,13,3,1613,變更八卦山脈風景特定區計畫（第二次通盤檢討）（南投縣部分）案,府建都字第09802256262號,098年11月06日,T,NULL
323,05,77,4,0577,變更草屯都市計畫(部分住宅區為住宅區（指定供受災戶安置使用）)案,府建都字第09901596652號,099年08月09日,T,NULL
324,05,78,2,0578,變更草屯都市計畫（配合行政園區遷移計畫、新社區及虎山溝整治開發計畫地區）細部計畫（部分住宅區為住宅區（指定供受災戶安置使用））案,府建都字第09901917412號,099年09月15日,T,1
325,03,32,4,0332,變更中興新村（含南內轆地區）都市計畫（配合高等研究園區計畫）案,府建都字第09902140662號,099年10月15日,T,NULL
326,02,12,4,0212,變更南投（南崗地區）都市計畫（配合南投交流道聯絡道用地取得）案,府建都字第09901923392號,099年09月30日,T,NULL
327,09,17,4,0917,變更水里都市計畫（部分住宅區及道路用地剔除於市地重劃範圍）（配合莫拉克颱風災後重建）案,府建都字第09900208512號,099年01月22日,T,NULL
328,09,18,4,0918,變更水里都市計畫（部分住宅區剔除於市地重劃範圍）（配合莫拉克颱風災後重建（第2次變更））案,府建都字第09901626692號,099年08月06日,T,NULL
329,05,79,4,0579,變更草屯都市計畫（部分農業區、學校用地（文十二）為道路用地）案,府建都字第09902122322號,099年10月15日,T,NULL
330,22,04,4,2204,變更廬山風景特定區計畫（整體開發地區）案,府建都字第09802041022號,098年09月28日,T,NULL
333,08,16,3,0816,變更集集都市計畫（第二次通盤檢討）【（變更內容明細表新編號第26案及第31案）先行提會討論案】案,府建都字第09902225592號,099年10月29日,T,
334,01,28,4,0128,變更南投都市計畫（部分社教用地為機關用地（供南投縣議會遷建使用））案,府建都字第10000521152號,100年03月12日,T,
335,04,14,4,0414,變更埔里都市計畫（部分農業區為河川區）案,府建都字第10000756491號,100年04月13日,T,
337,02,13,4,0213,變更南投(南崗地區)都市計畫(配合南投交流道聯絡道用地(信義街延伸道路)取得)案,府建都字第10000812762號,100年04月22日,T,
338,01,29,4,0129,變更南投都市計畫（配合南投交流道聯絡道用地（信義街延伸道路）取得）案,府建都字第10000812822號,100年04月22日,T,
339,18,22,4,1822,變更日月潭特定區計畫（部分青年活動中心用地為道路用地）案,府建都字第10000421132號,100年03月05日,T,NULL
340,17,12,1,1712,變更溪頭森林遊樂特定區主要計畫（第三次通盤檢討）（第一階段）說明書,府建都字第10000964402號,100年05月20日,T,NULL
341,22,05,3,2205,變更廬山風景特定區計畫（第二次通盤檢討）案,府建都字第10001592111號,100年08月05日,T,
342,03,33,3,0333,變更中興新村（含南內轆地區）都市計畫（第二次通盤檢討（第二階段）（變更內容明細表新編號第34案及第41案）先行提會討論）案,府建都字第10001300792號,100年06月30日,T,NULL
343,07,05,1,0705,變更竹山（延平地區）都市計畫（第一次通盤檢討）案,投府建都字第45082號,088年03月25日,T,NULL
344,07,06,1,0706,變更竹山（延平地區）都市計畫（車籠埔斷層經過地區專案檢討）案,投府城都字第09101212620號,091年07月25日,T,NULL
345,07,07,1,0707,變更竹山（延平地區）都市計畫（部分農業區、農業區（特別管制區）為河川區）案,府建都字第0930233327-2號,093年12月23日,T,NULL
346,07,08,1,0708,變更竹山（延平地區）都市計畫（都市計畫圖重製通盤檢討）案,府建都字第09401088362號,094年06月14日,T,NULL
348,05,81,4,0581,變更草屯都市計畫(部分廣場兼停車場用地為社教用地)案,府建都字第10000343922號,100年02月21日,T,NULL
349,11,07,4,1107,變更國姓都市計畫（部分農業區為體育場用地）案,府建都字第09802722392號,099年01月18日,T,NULL
350,03,34,3,0334,變更中興新村(含南內轆地區)都市計畫(郵政事業土地專案通盤檢討)案,府建都字第10200280881號,102年02月06日,T,NULL
353,03,35,3,0335,「變更中興新村（含南內轆地區）都市計畫（都市計畫圖重製暨第二次通盤檢討）」案,府建都字第1020117924號,102年06月14日,T,NULL
354,18,23,4,1823,變更日月潭特定區計畫(部份公園用地(公一)為旅遊區、廣場兼停車場用地、部分植物園用地為廣場兼停車場用地)(供日月潭孔雀園土地觀光遊憩設施促參案使用)案,府建都字第10101548681號,101年08月08日,T,NULL
355,18,24,4,1824,變更日月潭特定區計畫(部份保護區為交通用地)案,府建都字第1020173465號,102年09月03日,T,NULL
359,13,06,3,1306,變更魚池都市計畫(第三次通盤檢討暨都市計畫重製)案,府建都字第1030242591號,103年12月09日,T,NULL
360,03,36,5,0336,變更中興新村(含南內轆地區)都市計畫(原機十、機二十一機關用地、5-2道路用地變更為住宅區、廣場用地及道路用地)細部計畫(土地使用分區管制要點)案,府建都字第1030107467號,103年06月12日,T,NULL
361,12,11,3,1211,變更中寮都市計畫(郵政事業土地專案通盤檢討)案,府建都字第10200280871號,102年02月06日,T,NULL
362,11,08,3,1108,變更國姓都市計畫(郵政事業土地專案通盤檢討)案,府建都字第10200280921號,102年02月06日,T,NULL
363,23,02,3,2302,變更竹山（含延平地區）都市計畫（合併通盤檢討）（第一階段)書,府建都字第10201076552號,102年06月20日,T,NULL
364,23,03,3,2303,變更竹山(含延平地區)都市計畫(合併通盤檢討)(第二階段)案,府建都字第10301623461號,103年08月26日,T,NULL
365,05,82,3,0582,變更草屯都市計畫(第二次通盤檢討)【第一階段】案,府建都字第1010094579號,101年05月16日,T,NULL
366,05,83,4,0583,變更草屯都市計畫(部分停車場用地為社教用地）案,府建都字第1010225909號,101年11月19日,T,NULL
367,04,15,4,0415,變更埔里都市計畫（ 部分農業區為學校用地〔文高(職)用地(供壘球場新建使用)〕) 案,府建都字第1020166987號,102年08月26日,T,NULL
368,08,17,3,0817,變更集集都市計畫(第二次通盤檢討)」案,府建都字第1010059843號,101年03月30日,T,NULL
369,08,18,3,0818,變更集集都市計畫(郵政事業土地專案通盤檢討)案,府建都字第10200280851號,102年02月06日,T,NULL
370,08,19,3,0819,變更集集都市計畫(第二次通盤檢討【第二階段】)(變更內容明細表新編號第15案之2)案,府建都字第10301058741號,103年06月16日,T,NULL
