名稱,分類,次分類,定位地址,回報地址,X坐標,Y座標,來源
臺電東勢二次變電所,特殊設施,變電所或高壓電塔,臺中市東勢區中新街西新巷88之1號,臺中市東勢區廣興里16鄰中新街西新巷88之1號,232857.807,2683601.694,TGOS
臺電豐二二次變電所,特殊設施,變電所或高壓電塔,臺中市豐原區水源路600號,臺中市豐原區水源路600號,222471.3967,2683352.401,Google
臺電神岡二次變電所,特殊設施,變電所或高壓電塔,臺中市神岡區中山路1572號,臺中市神岡區神岡里5鄰中山路1572號,215233.59,2683753,TGOS
臺電潭子二次變電所,特殊設施,變電所或高壓電塔,臺中市潭子區中山路二段77號,臺中市潭子區福仁里18鄰中山路二段77號,219991.682,2677832.708,TGOS
臺電栗林二次變電所,特殊設施,變電所或高壓電塔,臺中市潭子區中山路三段305巷48號,臺中市潭子區栗林里8鄰中山路三段305巷48號,220154.989,2680470.392,TGOS
臺電仁化二次變電所,特殊設施,變電所或高壓電塔,臺中市大里區仁化里仁化路290巷21號,臺中市大里區仁化里仁化路290巷21號,220939.9785,2665481.47,Google
臺電萬豐二次變電所,特殊設施,變電所或高壓電塔,臺中市霧峰區溪口里中正路573號,臺中市霧峰區坑口里31鄰中正路573號,218819.878,2660505.856,TGOS
臺電中南二次變電所,特殊設施,變電所或高壓電塔,臺中市南區忠孝路98號,臺中市南區城隍里19鄰忠孝路98號,217495.318,2669309.828,TGOS
臺電大坑一次變電所,特殊設施,變電所或高壓電塔,臺中市北屯區太原路三段1230號,臺中市北屯區廍子里13鄰太原路三段1230號,222458.63,2672826.518,TGOS
台灣中油股份有限公司台中液化天然氣廠,特殊設施,瓦斯槽,臺中市梧棲區南堤路二段88號,臺中市梧棲區草湳里13鄰南堤路二段88號,198312.113,2683219.882,TGOS
臺中市大甲區第二納骨堂(懷德堂),特殊設施,納骨塔,臺中市大甲區頂店里4鄰中山路一段1158巷51號,臺中市大甲區頂店里4鄰中山路一段1158巷49號,213105.495,2694184.62,TGOS
臺中市霧峰區第四公墓納骨塔,特殊設施,納骨塔,臺中市霧峰區六股里六股路41之3號,臺中市霧峰區六股里六股路41之3號,218451.3053,2659127.525,Google
私立五湖園追思寶塔─復活堂(第三樓除外),特殊設施,納骨塔,臺中市潭子區聚興里潭興路一段湳底巷4之7號,臺中市潭子區聚興里11鄰潭興路一段湳底巷4之7號,223091.829,2678025.117,TGOS
臺中市大雅區第四公墓納骨堂,特殊設施,納骨塔,臺中市大雅區橫山里永和路87之3號,臺中市大雅區橫山里10鄰永和路87之4號,212405.651,2678656.602,TGOS
和平區第五公墓納骨塔(先人紀念館),特殊設施,納骨塔,臺中市和平區博愛村15鄰東關路一段452號,臺中市和平區博愛里15鄰東關路一段452號,244075.291,2673968.714,TGOS
五湖園追思寶塔復活堂,特殊設施,納骨塔,臺中市潭子區潭興路一段湳底巷4之7號,臺中市潭子區聚興里11鄰潭興路一段湳底巷4之7號,223091.829,2678025.117,TGOS
臺中寶山紀念墓園,特殊設施,納骨塔,臺中市太平區長龍路二段南國巷225號,臺中市太平區東汴里3鄰長龍路二段南國巷225號,227529.679,2665528.416,TGOS
私立東海花園公墓之懷親園納骨堂,特殊設施,納骨塔,臺中市大肚區沙田路三段538巷400號,臺中市大肚區山陽里3鄰沙田路三段538巷400號,204517.378,2673334.16,TGOS
私立大肚山納骨寶塔,特殊設施,納骨塔,臺中市大肚區清泉路31號,臺中市大肚區清泉路31號,209994.9152,2679925.515,Google
私立金陵山追思寶塔樂園(圓滿教堂、至善園),特殊設施,納骨塔,臺中市霧峰區峰谷路900號,臺中市霧峰區峰谷里4鄰峰谷路900號,221508.689,2658704.162,TGOS
臺中市后里區第一示範公墓納骨堂,特殊設施,納骨塔,臺中市后里區內東路廣益巷80號,臺中市后里區仁里里5鄰內東路廣益巷80號,223561.279,2688932.526,TGOS
臺中市太平區第一花園公墓之懷恩堂,特殊設施,納骨塔,臺中市太平區東汴里山田路17號,臺中市太平區東汴里9鄰山田路17號,228024.815,2667908.799,TGOS
臺中市大甲區納骨堂(懷賢堂),特殊設施,納骨塔,臺中市大甲區中山路一段1158巷48號,臺中市大甲區頂店里4鄰中山路一段1158巷48號,213113.546,2694205.552,TGOS
臺中市大雅區橫山村第四公墓納骨塔,特殊設施,納骨塔,臺中市大雅區永和路87之3號,臺中市大雅區橫山里10鄰永和路87之4號,212405.651,2678656.602,TGOS
臺中市清水區第二公墓納骨堂,特殊設施,納骨塔,臺中市清水區頂湳路52之40號,臺中市清水區頂湳里7鄰頂湳路51之1號,209444.084,2688217.592,TGOS
臺中市神岡區示範公墓納骨堂之陟岵堂,特殊設施,納骨塔,臺中市神岡區神清路344號,臺中市神岡區圳堵里12鄰神清路344號,214326.2,2684977.31,TGOS
臺中市神岡區第一公墓納骨堂之崇本堂,特殊設施,納骨塔,臺中市神岡區神清路344之1號,臺中市神岡區圳堵里12鄰神清路344之1號,214586.579,2685052.569,TGOS
臺中市梧棲區立納骨塔,特殊設施,納骨塔,臺中市梧棲區中正里4鄰臨港四段路250號,臺中市梧棲區中正里4鄰臨港路四段250號,201981.13,2683721.223,TGOS
臺中市烏日區第五公墓納骨堂,特殊設施,納骨塔,臺中市烏日區溪南路二段35巷192號,臺中市烏日區螺潭里13鄰溪南路二段35巷192號,213798.318,2662389.328,TGOS
臺中市烏日區第九公墓納骨堂之功德堂,特殊設施,納骨塔,臺中市烏日區成功西路237號,臺中市烏日區成功西路237號,208157.714,2669655.646,Google
臺中市豐原區第十二公墓納骨堂,特殊設施,納骨塔,臺中市豐原區南陽路58巷400號,臺中市豐原區北陽里18鄰南陽路58巷400號,224125.671,2682174.393,TGOS
臺中市沙鹿區納骨堂,特殊設施,納骨塔,臺中市沙鹿區犁分里中山路24之52號,臺中市沙鹿區犁分里3鄰中山路24之52號,208041.09,2681363.475,TGOS
臺中市大安區第十公墓納骨堂,特殊設施,納骨塔,臺中市大安區永安村五甲南路164號,臺中市大安區永安村五甲南路164號,208442.7245,2698566.598,Google
臺中市東勢區第一公墓公園化納骨堂,特殊設施,納骨塔,臺中市東勢區勢林街62之5號,臺中市東勢區東新里8鄰勢林街62之5號,233375.837,2684450.373,TGOS
臺中市外埔區第一公墓納骨塔之孝思堂,特殊設施,納骨塔,臺中市外埔區甲東路200號,臺中市外埔區大東里27鄰甲東路200號,212868.81,2692867.129,TGOS
臺中市外埔區第二示範公墓納骨塔之懷德堂,特殊設施,納骨塔,臺中市外埔區甲后路505之1號,臺中市外埔區甲后路505之1號,214108.3532,2691787.029,Google
臺中市潭子區第一公墓納骨塔(石牌公園納骨塔),特殊設施,納骨塔,臺中市潭子區潭陽村12鄰潭興路二段332巷2之1號,臺中市潭子區潭陽里6鄰潭興路二段332巷2之3號,220913.788,2678366.188,TGOS
東海七福金寶塔,特殊設施,納骨塔,臺中市西屯區臺灣大道四段1762巷511號,臺中市西屯區臺灣大道四段1762巷511號,209176.1482,2675946.593,Google
臺中軍人忠靈祠(僅限具榮民資格),特殊設施,納骨塔,臺中市大甲區成功路310號,臺中市大甲區成功路310號,214055.0552,2694752.987,Google
大度山無主納骨堂,特殊設施,納骨塔,臺中市西屯區臺灣大道三段210號,臺中市西屯區惠來里25鄰臺灣大道三段210號,214024.027,2673347.907,TGOS
臺中市生命禮儀管理所─大肚山公墓納骨塔,特殊設施,納骨塔,臺中市大肚區瑞井村華山路550號,臺中市大肚區瑞井里13鄰華山路680號,206011.687,2672676.355,TGOS
臺中市生命禮儀管理所第13公墓,特殊設施,納骨塔,臺中市西屯區西平北巷1之12號,臺中市西屯區林厝里3鄰西平北巷1之12號,211650.665,2677436.517,TGOS
私立五湖園追思寶塔慈恩塔(六樓除外),特殊設施,納骨塔,臺中市潭子區潭興路一段湳底巷4之5號,臺中市潭子區聚興里11鄰潭興路一段湳底巷4之5號,222915.538,2678108.015,TGOS
幸福生命企業有限公司五湖園追思寶塔復活堂(3F)慈恩塔(6F),特殊設施,納骨塔,臺中市潭子區潭興路一段湳底巷4之5號,臺中市潭子區聚興里11鄰潭興路一段湳底巷4之5號,222915.538,2678108.015,TGOS
臺中市立骨灰骸存放設施,特殊設施,納骨塔,臺中市西屯區西平北巷1之12號,臺中市西屯區林厝里3鄰西平北巷1之12號,211650.665,2677436.517,TGOS
臺中市神岡區第一公墓環保多元葬(崇璞園),特殊設施,墳墓,臺中市神岡區圳堵里神清路344之1號,臺中市神岡區圳堵里12鄰神清路344之1號,214586.579,2685052.569,TGOS
臺中市太平區第一公墓,特殊設施,墳墓,臺中市太平區合利段773號,臺中市太平區合利段773號,220035.7084,2668388.834,Google
臺中市太平區第二公墓,特殊設施,墳墓,臺中市太平區永成北路66巷30弄,臺中市太平區永成北路66巷30弄,220714.98,2667492.239,Google
臺中市太平區第五公墓,特殊設施,墳墓,臺中市太平區茶寮段227地號等5筆,臺中市太平區茶寮段227地號,223364.7129,2668456.592,Google
臺中市太平區第六公墓,特殊設施,墳墓,臺中市太平區七星段56地號,臺中市太平區七星段56地號,223257.6091,2666772.319,Google
臺中市太平區第七公墓,特殊設施,墳墓,臺中市太平區長龍路一段1巷66號,臺中市太平區長龍路一段1巷66號,224575.7639,2669299.496,Google
臺中市太平區第八公墓,特殊設施,墳墓,臺中市太平區頭汴坑段197之2地號,臺中市太平區頭汴坑段197之2地號,228405.6005,2667741.758,Google
臺中市太平區第一花園公墓,特殊設施,墳墓,臺中市太平區頭汴坑段152地號,臺中市太平區頭汴坑段152地號,227805.5904,2667813.116,Google
臺中市和平區雙崎公墓,特殊設施,墳墓,臺中市和平區雙崎段192地號,臺中市和平區雙崎段192地號,240267.9909,2687144.231,Google
臺中市和平區竹林公墓,特殊設施,墳墓,臺中市和平區達觀段619地號,臺中市和平區達觀段619地號,281326.8744,2690757.557,Google
臺中市和平區雪山公墓,特殊設施,墳墓,臺中市和平區達觀段27地號,臺中市和平區達觀段27地號,243082.1269,2692192.784,Google
臺中市和平區梨山公墓,特殊設施,墳墓,臺中市和平區福壽山段1地號,臺中市和平區福壽山段1地號,276068.3354,2682929.189,Google
臺中市和平區松茂公墓,特殊設施,墳墓,臺中市和平區松茂段77地號,臺中市和平區松茂段77地號,277563.5111,2687368.078,Google
臺中市和平區環山公墓,特殊設施,墳墓,臺中市和平區環山段593地號,臺中市和平區環山段593地號,279858.7778,2690113.938,Google
臺中市和平區和平公墓,特殊設施,墳墓,臺中市和平區南勢段686地號,臺中市和平區南勢段686地號,239291.4938,2674161.166,Google
臺中市和平區南勢公墓,特殊設施,墳墓,臺中市和平區南勢段971地號,臺中市和平區南勢段971地號,238194.2037,2674609.932,Google
臺中市和平區中冷公墓,特殊設施,墳墓,臺中市和平區博愛段982地號,臺中市和平區博愛段982地號,244297.242,2674268.243,Google
臺中市和平區十文溪公墓,特殊設施,墳墓,臺中市和平區谷關段381號,臺中市和平區谷關段381號,281326.8744,2690757.557,Google
臺中市和平區白毛台公墓,特殊設施,墳墓,臺中市和平區上水底寮段1221號,臺中市和平區上水底寮段1221號,281326.8744,2690757.557,Google
私立東海花園公墓,特殊設施,墳墓,臺中市大肚區沙田路三段538巷400號,臺中市大肚區山陽里3鄰沙田路三段538巷400號,204517.378,2673334.16,TGOS
臺中市霧峰區第八公墓,特殊設施,墳墓,臺中市霧峰區南勢西段947地號,臺中市霧峰區南勢西段947地號,244297.242,2674268.243,Google
臺中市大肚山回教公墓,特殊設施,墳墓,臺中市大肚區山陽段455地號,臺中市大肚區山陽段455地號,244297.242,2674268.243,Google
大肚山公墓,特殊設施,墳墓,臺中市大肚區瑞井村華山路550號,臺中市大肚區瑞井里13鄰華山路680號,206011.687,2672676.355,TGOS
臺中市東勢區第二公墓,特殊設施,墳墓,臺中市東勢區中嵙里,臺中市東勢區東勢段中嵙小段,235021.5504,2683262.644,Google
臺中市大雅區第一公墓,特殊設施,墳墓,臺中市大雅區員林里,臺中市大雅區自強段2434地號,214423.658,2681451.172,Google
臺中市大雅區第三公墓,特殊設施,墳墓,臺中市大雅區秀山里,臺中市大雅區上橫山段189地號,211678.366,2679787.867,Google
臺中市大雅區第五公墓,特殊設施,墳墓,臺中市大雅區三和里,臺中市大雅區三和段67地號,216618.3087,2680548.467,Google
臺中市大雅區第七公墓,特殊設施,墳墓,臺中市大雅區上楓里,臺中市大雅區上楓里,216675.4531,2681071.59,Google
臺中市沙鹿區示範公墓,特殊設施,墳墓,臺中市沙鹿區犁分里中山路24之52號,臺中市沙鹿區犁分里3鄰中山路24之52號,208041.09,2681363.475,TGOS
臺中市沙鹿區第四公墓,特殊設施,墳墓,臺中市沙鹿區竹林段竹林小段295地號,臺中市沙鹿區中山路24之52號,207105.0393,2681235.661,Google
臺中市沙鹿區第九公墓,特殊設施,墳墓,臺中市沙鹿區南勢坑段南勢坑小段286之1地號,臺中市沙鹿區南勢坑段南勢坑小段286之1地號,205707.3887,2678946.298,Google
臺中市沙鹿區第十公墓,特殊設施,墳墓,臺中市沙鹿區南勢坑段南勢坑小段188地號,臺中市沙鹿區南勢坑段南勢坑小段188地號,204804.4426,2679028.445,Google
臺中市沙鹿區第十一公墓,特殊設施,墳墓,臺中市沙鹿區南勢坑段南勢坑小段235地號,臺中市沙鹿區南勢坑段南勢坑小段235地號,205733.2288,2678800.993,Google
臺中市東勢區第一公墓,特殊設施,墳墓,臺中市東勢區勢林街62-5號,臺中市東勢區勢林街62-5號,233383.2135,2684455.183,Google
臺中市東勢區第三公墓,特殊設施,墳墓,臺中市東勢區石角小段158之6地號,臺中市東勢區石角小段158之6地號,235335.9422,2682411.768,Google
臺中市東勢區第四公墓,特殊設施,墳墓,臺中市東勢區石角小段1436地號,臺中市東勢區石角小段1436地號,234311.5916,2680450.472,Google
臺中市東勢區第五公墓,特殊設施,墳墓,臺中市東勢區大茅埔段上城小段181地號,臺中市東勢區大茅埔段上城小段181地號,234040.7057,2680599.372,Google
臺中市東勢區第六公墓,特殊設施,墳墓,臺中市東勢區大茅埔段1237地號,臺中市東勢區大茅埔段1237地號,234069.026,2677734.979,Google
臺中市東勢區第七公墓,特殊設施,墳墓,臺中市東勢區石圍墻小段849地號,臺中市東勢區石圍墻小段849地號,229995.131,2688434.63,Google
臺中市東勢區第八公墓,特殊設施,墳墓,臺中市東勢區石壁坑段288之1地號,臺中市東勢區石壁坑段288之1地號,227967.495,2689087.873,Google
臺中市東勢區第九公墓,特殊設施,墳墓,臺中市東勢區埤頭山小段122地號,臺中市東勢區埤頭山小段122地號,224955.215,2686347.117,Google
臺中市霧峰區第一公墓,特殊設施,墳墓,臺中市霧峰區霧峰段霧峰小段30之1地號,臺中市霧峰區霧峰段霧峰小段30之1地號,224955.215,2686347.117,Google
臺中市霧峰區第四公墓,特殊設施,墳墓,臺中市霧峰區萬斗六段六股小段70地號,臺中市霧峰區六股路41之3號,218433.3793,2659136.602,Google
臺中市霧峰區第五公墓,特殊設施,墳墓,臺中市霧峰區萬斗六段1078之1地號,臺中市霧峰區萬斗六段1078之1地號,224955.215,2686347.117,Google
臺中市霧峰區第七公墓,特殊設施,墳墓,臺中市霧峰區丁台段丁台小段432地號,臺中市霧峰區丁台段丁台小段432地號,216791.9253,2659901.845,Google
臺中市外埔區第二示範公墓,特殊設施,墳墓,臺中市外埔區甲后路505-1號,臺中市外埔區甲后路505-1號,214098.8877,2691844.979,Google
臺中市潭子區第八公墓,特殊設施,墳墓,臺中市潭子區聚興段166之2地號,臺中市潭子區聚興段166之2地號,222262.8826,2678186.194,Google
臺中市生命禮儀管理所之十三公墓,特殊設施,墳墓,臺中市西屯區西平北巷1之12號,臺中市西屯區林厝里3鄰西平北巷1之12號,211650.665,2677436.517,TGOS
臺中市后里區第一公墓,特殊設施,墳墓,臺中市后里區圳寮段55地號,臺中市后里區內東路廣益巷80號,223577.7316,2688953.457,Google
臺中市后里區第二公墓,特殊設施,墳墓,臺中市后里區金城段98地號,臺中市后里區金城段98地號,223568.8464,2688925.668,Google
臺中市后里區第三公墓,特殊設施,墳墓,臺中市后里區月眉段月眉小段27地號,臺中市后里區月眉段月眉小段27地號,220127.2396,2691200.662,Google
臺中市后里區第四公墓,特殊設施,墳墓,臺中市后里區四塊厝段519地號,臺中市后里區四塊厝段519地號,216357.0863,2689578.367,Google
臺中市后里區第一示範公墓,特殊設施,墳墓,臺中市后里區內東路廣益巷80號,臺中市后里區仁里里5鄰內東路廣益巷80號,223561.279,2688932.526,TGOS
臺中市新社區第二公墓,特殊設施,墳墓,臺中市新社區大南段大南小段132地號,臺中市新社區大南段大南小段132地號,229838.578,2680712.692,Google
臺中市新社區第三公墓,特殊設施,墳墓,臺中市新社區大南段番社嶺小段213地號,臺中市新社區大南段番社嶺小段213地號,228438.42,2681071.704,Google
臺中市新社區第四公墓,特殊設施,墳墓,臺中市新社區月湖段1070地號,臺中市新社區月湖段1070地號,231840.65,2679473.12,Google
臺中市新社區第五公墓,特殊設施,墳墓,臺中市新社區馬力埔段191之1地號,臺中市新社區協中段794地號,229693.822,2678773.205,Google
臺中市新社區第六公墓,特殊設施,墳墓,臺中市新社區水底寮段上水底寮小段382之3地號,臺中市新社區水底寮段上水底寮小段382之3地號,232644.282,2672844.034,Google
臺中市新社區第七公墓,特殊設施,墳墓,臺中市新社區七分段水井子小段5之2地號,臺中市新社區新水井段4地號,227927.795,2679572.032,Google
臺中市新社區第八公墓,特殊設施,墳墓,臺中市新社區水底寮段上水底寮小段856地號,找不到指定的門牌地址。,,,
臺中市大甲區第一公墓,特殊設施,墳墓,臺中市大甲區中山路一段1158巷47號,臺中市大甲區頂店里4鄰中山路一段1158巷47號,213030.465,2694379.861,TGOS
臺中市大甲區第四公墓,特殊設施,墳墓,臺中市大甲區武曲里橫圳街,臺中市大甲區奉仁段402地號,210685.763,2694576.178,Google
臺中市大甲區第五公墓,特殊設施,墳墓,臺中市大甲區武陵里文曲路文武國小南側,臺中市大甲區武陵段579地號,209353.244,2692244.912,Google
臺中市大甲區第六公墓,特殊設施,墳墓,臺中市大甲區孟春里臨江路段南側,臺中市大甲區九張犁段九張犁小段433之1地號,214083.393,2692244.912,Google
臺中市大甲區第七公墓,特殊設施,墳墓,臺中市大甲區日南里、幸福里中山路二段東側,臺中市大甲區中山段898地號,214621.264,2698945.212,Google
臺中市大甲區第八公墓,特殊設施,墳墓,臺中市大甲區龍泉里臨江路段北側,臺中市大甲區五里牌段327地號,213166.738,2698548.122,Google
臺中市大甲區第十公墓,特殊設施,墳墓,臺中市大甲區建興里如意路,臺中市大甲區西勢段206地號  ,210754.138,2701012.309,Google
臺中市大甲區第十二公墓,特殊設施,墳墓,臺中市大甲區福德里順帆路底,臺中市大甲區福順段329地號  ,211552.582,2703348.267,Google
臺中市清水區第一公墓,特殊設施,墳墓,臺中市清水區清水段清水小段254之2地號,臺中市清水區清水段清水小段254之2地號,207349.624,2684534.561,Google
臺中市清水區第七公墓,特殊設施,墳墓,臺中市清水區楊厝段543地號,臺中市清水區楊厝段1402地號,209794.685,2686827.983,Google
臺中市清水區第八公墓,特殊設施,墳墓,臺中市清水區海風段565地號,臺中市清水區海風段565地號,212644.16,2687476.937,Google
