名稱,分類,次分類,類型,定位地址,回報地址,X坐標,Y座標,定位來源
興隆生態公園,公共建設,公園,里鄰公園,頂坪段665.668.670.671.673,,223385.0191,2667812.672,Opendata
光六教練場,公共建設,公園,里鄰公園,興隆段7.8-5.9-5.12-5.11地號/光興路1266巷2弄底,,223062.8433,2668006.093,Opendata
大元里三角綠地,公共建設,公園,里鄰公園,國光路與中興路口,,218162.1131,2665663.085,Opendata
國興公園,公共建設,公園,里鄰公園,國光路與仁興街,,217472.7426,2667997.597,Opendata
仁堤公園,公共建設,公園,里鄰公園,仁堤一街與仁堤路交叉口,,219305.6657,2665944.32,Opendata
新忠公園,公共建設,公園,里鄰公園,立人高中北側,,218570.0961,2666904.576,Opendata
日新河濱公園,公共建設,公園,里鄰公園,福大路,,218616.7642,2668477.572,Opendata
日新社區公園,公共建設,公園,里鄰公園,日新路、吉隆路口,,218701.5278,2668195.083,Opendata
大明兒童公園,公共建設,公園,里鄰公園,大明路與永大街,,217296.1295,2667845.055,Opendata
永明公園,公共建設,公園,里鄰公園,永明街與永隆三街,,217024.8116,2667050.491,Opendata
國光公園,公共建設,公園,里鄰公園,國光路與興大南街,,217244.4322,2667996.791,Opendata
環河(公6)公園,公共建設,公園,里鄰公園,環河路與永隆六街,,216689.6491,2667574.234,Opendata
十九甲健康公園,公共建設,公園,里鄰公園,甲堤路前400公尺圓環,,218942.3835,2666070.144,Opendata
立德社區公園,公共建設,公園,里鄰公園,立仁五路與甲堤路交叉口,,219506.0946,2666393.868,Opendata
光榮公園,公共建設,公園,里鄰公園,東明路82巷內,,218268.8642,2667627.89,Opendata
東明公園,公共建設,公園,里鄰公園,東明路與東明路147巷,,217979.3399,2667576.152,Opendata
東湖公園,公共建設,公園,里鄰公園,中興路一段,,218934.4367,2664474.474,Opendata
青年公園,公共建設,公園,里鄰公園,公園街與公園街421巷,,218788.8314,2664425.619,Opendata
大德公園,公共建設,公園,里鄰公園,大德街與大德街55巷,,217515.3891,2667307.856,Opendata
金城社區公園,公共建設,公園,里鄰公園,上興街65巷旁,,219356.8286,2665245.931,Opendata
大里公園,公共建設,公園,里鄰公園,東榮路與德芳路,,218220.7647,2667164.063,Opendata
德芳兒童公園,公共建設,公園,里鄰公園,德芳路與德方南三街,,217931.0946,2666599.663,Opendata
大新兒童公園,公共建設,公園,里鄰公園,大裏路與大裏一街口,,217955.224,2666344.108,Opendata
爽文公園,公共建設,公園,里鄰公園,爽文路與永隆二街,,216918.4805,2666745.066,Opendata
進士公園,公共建設,公園,里鄰公園,德芳路二段，樹王路,,216975.3452,2666409.692,Opendata
滿庭芳公園,公共建設,公園,里鄰公園,大里段1665地號,,217090.4883,2666215.835,Opendata
環保公園,公共建設,公園,里鄰公園,德芳路二段與永大街,,217366.3146,2666665.512,Opendata
九二一紀念公園,公共建設,公園,里鄰公園,瑞城國小旁、瑞和宮前,,219831.3642,2664639.229,Opendata
瑞城公園,公共建設,公園,里鄰公園,第三公墓(瑞城墓區)，中興路一段兩側，包含瑞城段898、909、775及910等4筆地號,,219802.6745,2664246.46,Opendata
大元公園,公共建設,公園,里鄰公園,中興路二段110巷16號對面,,218280.6003,2665911.676,Opendata
向學段1190地號綠地,公共建設,公園,里鄰公園,塗城國小對面,,219507.0384,2665360.9,Opendata
鳥竹圍公園,公共建設,公園,里鄰公園,大智路651巷旁,,218217.4002,2668208.337,Opendata
祥興公園,公共建設,公園,里鄰公園,大智路651巷旁,,218217.4002,2668208.337,Opendata
仁慈公園,公共建設,公園,里鄰公園,仁慈街與金山街口,,219579.9261,2665928.671,Opendata
文化公園,公共建設,公園,里鄰公園,文化街、仁德街,,219556.7763,2665609.206,Opendata
長春公園,公共建設,公園,里鄰公園,長春路78巷,,218642.5395,2665036.615,Opendata
成功公園,公共建設,公園,里鄰公園,成功路57巷26弄,,219627.8598,2664662.032,Opendata
瑞城三角公園,公共建設,公園,里鄰公園,瑞城一街與成功路交叉口(瑞城國小前),,219689.7276,2664637.535,Opendata
仁美社區公園,公共建設,公園,里鄰公園,仁愛路160巷旁,,220183.0496,2665851.977,Opendata
塗城社區公園,公共建設,公園,里鄰公園,塗城路1-26,,221917.8607,2664654.353,Opendata
瑞和公園,公共建設,公園,里鄰公園,瑞和街120巷左,,220000.9081,2664470.421,Opendata
擴大大里(草湖)都計/立新綠地1,公共建設,公園,里鄰公園,甲堤十一街.好來一街46巷口,,219436.1167,2667089.419,Opendata
擴大大里(草湖)都計/立新綠地2,公共建設,公園,里鄰公園,甲堤六街.甲興路右,,219406.0591,2666962.674,Opendata
擴大大里(草湖)都計/立新綠地3,公共建設,公園,里鄰公園,甲堤三街.甲興路右,,219394.5326,2666944.425,Opendata
仁化綠地/第三公墓仁化墓區綠美化,公共建設,公園,里鄰公園,仁化路修平駕訓班對面/仁美段1439,,220487.6192,2665448.103,Opendata
綠地,公共建設,公園,里鄰公園,塗城路433巷57-1號旁,,220210.3539,2664515.944,Opendata
義士公園,公共建設,公園,里鄰公園,塗城路與銀聯一橋叉口,,221961.4221,2664625.361,Opendata
和平社區重劃公園,公共建設,公園,里鄰公園,東關路三段崑崙巷34號,,238028.174,2674557.875,Opendata
雙崎社區部落公園,公共建設,公園,里鄰公園,東崎路二段49號對面,,240687.8874,2687328.095,Opendata
兒12,公共建設,公園,里鄰公園,東山路一段138巷與東光路892巷口,,219792.2119,2673791.4,Opendata
狀元公園,公共建設,公園,里鄰公園,雁門路與文昌街交會口,,211731.8201,2693600.319,Opendata
大楊油庫休憩公園,公共建設,公園,里鄰公園,大楊國小鰲海路旁,,210495.7783,2687741.499,Opendata
公2/公館北段307地號,公共建設,公園,里鄰公園,中清路五段東大路二段口,,210876.4125,2682074.177,Opendata
新庄里運動休閒公園,公共建設,公園,里鄰公園,和睦路一段358巷15號前,,215262.4744,2686117.521,Opendata
細鄰公六,公共建設,公園,里鄰公園,民生街與永春東三路間,,212243.7983,2667194.032,Opendata
長春段766號綠地兒三,公共建設,公園,里鄰公園,長春路78巷旁,,218577.0513,2664985.26,Opendata
細公7-2,公共建設,公園,里鄰公園,楓樹西街351巷,,212288.4801,2668252.03,Opendata
豐中段4地號公園,公共建設,公園,里鄰公園,祥順路一段(新坪活動中心旁),,222156.4382,2672327.1,Opendata
十四張圳水岸公園,公共建設,公園,里鄰公園,龍善二街51巷口,,214855.4464,2678656.117,Opendata
回饋公園用地,公共建設,公園,里鄰公園,公館北段564-2.564-3.568-97.568-98.  4 筆,,210432.3175,2682106.642,Opendata
平-(細)公13,公共建設,公園,里鄰公園,長億八街.永吉街,,221281.5862,2667837.908,Opendata
平-(細)兒15,公共建設,公園,里鄰公園,長億九街.太平三街,,221161.2633,2667653.198,Opendata
細公兼兒18,公共建設,公園,里鄰公園,長春街.中山路二段106巷,,212276.1022,2667031.585,Opendata
鯉魚山公園,公共建設,公園,里鄰公園,竹坑南寮登山步道-C步道往前100公尺處,,204280.2357,2674828.708,Opendata
仁化工業區公園,公共建設,公園,里鄰公園,仁化工六路,,222097.9253,2665277.963,Opendata
高鐵新市政生態公園,公共建設,公園,里鄰公園,龍富路三段.龍富九路,,212160.6896,2669891.488,Opendata
肉品市場後方北屯圳邊綠地,公共建設,公園,里鄰公園,肉品市場後方北屯圳邊,,219614.4069,2672322.334,Opendata
萬壽綠地,公共建設,公園,里鄰公園,梅川東路三段與中清路一段口,,217064.3458,2672539.987,Opendata
五權綠地,公共建設,公園,里鄰公園,三民路三段與崇德路一段口,,218080.9024,2672161.116,Opendata
梅豐街綠地,公共建設,公園,里鄰公園,梅豐街69號對面,,219154.6079,2672430.752,Opendata
進化北路綠地,公共建設,公園,里鄰公園,進化北路與崇德路口,,217980.6526,2673131.632,Opendata
一中宿舍綠地,公共建設,公園,里鄰公園,近國豐街與梅豐街口,,219083.3704,2672429.689,Opendata
宏恩公園旁綠地,公共建設,公園,里鄰公園,宏恩一巷35弄,,211195.5887,2676058.206,Opendata
龍吉街綠地,公共建設,公園,里鄰公園,龍吉街與龍富二十二街,,212225.6559,2672617.798,Opendata
中科橋下(2區綠地),公共建設,公園,里鄰公園,中科橋下(2區綠地),,213084.182,2677643.686,Opendata
福和里綠地1,公共建設,公園,里鄰公園,臺灣大道四段671巷74號旁,,211278.3268,2674730.836,Opendata
福和里綠地2,公共建設,公園,里鄰公園,臺灣大道四段671巷50-9號前,,211347.8422,2674887.029,Opendata
市政綠地,公共建設,公園,里鄰公園,環中路-市政路口,,212304.1379,2672975.097,Opendata
博愛街旁園道,公共建設,公園,里鄰公園,博愛街(干城街至干城街),,212557.7712,2672202.598,Opendata
干城街196巷22號與194巷36號旁(西側),公共建設,公園,里鄰公園,干城街196巷22號與194巷36號旁(西側),,212192.7484,2672203.563,Opendata
慈母園,公共建設,公園,里鄰公園,黎明段1075,,212425.167,2672014.781,Opendata
懷德街6號北側,公共建設,公園,里鄰公園,懷德街6號北側,,212401.2991,2672404.468,Opendata
干城街116巷3弄7號左,公共建設,公園,里鄰公園,干城街116巷3弄7號左,,212426.7712,2672352.901,Opendata
干城街136號旁(西側),公共建設,公園,里鄰公園,干城街136號旁(西側),,212412.0063,2672303.102,Opendata
干城街157號旁 2,公共建設,公園,里鄰公園,黎明段1284,,212302.2233,2672214.237,Opendata
干城街157號旁 1,公共建設,公園,里鄰公園,黎明段1276,,212273.1683,2672179.206,Opendata
干城街198巷口 1,公共建設,公園,里鄰公園,黎明段1257,,212261.2689,2672213.903,Opendata
干城街198巷口 2,公共建設,公園,里鄰公園,黎明段1380,,212260.606,2672078.898,Opendata
干城街145巷8弄,公共建設,公園,里鄰公園,黎明段1177,,212288.1852,2672055.457,Opendata
干城街145巷12弄15號旁(南側),公共建設,公園,里鄰公園,干城街145巷12弄15號旁(南側),,212304.1741,2671991.621,Opendata
干城街145巷14弄11號與干城街191號旁,公共建設,公園,里鄰公園,干城街145巷14弄11號與干城街191號旁,,212330.0046,2671960.099,Opendata
細綠22,公共建設,公園,里鄰公園,干城街214巷2弄1號右側,,212359.3668,2671919.044,Opendata
懷德街108號旁(東側),公共建設,公園,里鄰公園,懷德街108號旁(東側),,212439.2391,2671917.503,Opendata
干城街243巷2弄1號南側,公共建設,公園,里鄰公園,干城街243巷2弄1號南側,,212533.3637,2671964.103,Opendata
干城街145巷13弄6號左,公共建設,公園,里鄰公園,干城街145巷13弄6號左,,212376.5783,2671971.494,Opendata
干城街145巷2弄與4弄,公共建設,公園,里鄰公園,干城街145巷2弄與4弄,,212327.2784,2672158.684,Opendata
細綠23,公共建設,公園,里鄰公園,干城街214巷1弄左側,,212393.5804,2671906.327,Opendata
細兒212,公共建設,公園,里鄰公園,干城街210巷16號與212巷19號之間,,212286.0414,2671898.416,Opendata
大通街綠地,公共建設,公園,里鄰公園,公益路-大通路旁,,213599.5009,2671728.204,Opendata
黎明幼稚園旁綠地,公共建設,公園,里鄰公園,干城街198巷33-1,,212170.1955,2672053.333,Opendata
三角綠地,公共建設,公園,里鄰公園,北興街與柳陽東街交叉口,,218403.4535,2673215.632,Opendata
太順綠地,公共建設,公園,里鄰公園,太順路與太和路口,,221942.7457,2672591.771,Opendata
一德新村綠地,公共建設,公園,里鄰公園,太原路三段269巷內,,218818.0014,2673430.793,Opendata
豐南兒童公園,公共建設,公園,里鄰公園,育英路154巷(豐南消防隊旁),,220967.8349,2681738.915,Opendata
豐原大道六段綠帶(翁子里/翁明里),公共建設,公園,里鄰公園,豐原大道6段迴轉道,,222880.6657,2684331.817,Opendata
公老坪綠地,公共建設,公園,里鄰公園,公老坪忠烈祠旁,,225109.9037,2684311.995,Opendata
葫蘆墩段41地號,公共建設,公園,里鄰公園,中正公園東北側往北坑巷登山口路旁,,224642.7687,2683360.247,Opendata
南平里綠地,公共建設,公園,里鄰公園,文化街與第一橫街交會處,,232443.0301,2683065.68,Opendata
下新里綠地,公共建設,公園,里鄰公園,下新庄自辦市地重劃區,,232641.6082,2684525.36,Opendata
火車站日式宿舍,公共建設,公園,里鄰公園,中山路旁,,212066.6413,2693138.454,Opendata
文昌祠後方綠地,公共建設,公園,里鄰公園,文武路.雁門路,,211730.1152,2693570.309,Opendata
銀聯二村綠地,公共建設,公園,里鄰公園,清水國中鰲峰路旁,,205497.5716,2684804.19,Opendata
錦成橋綠帶,公共建設,公園,里鄰公園,文化路二段以西至民生西街北側,,202313.6235,2683393.134,Opendata
成功九甲綠地,公共建設,公園,里鄰公園,成功路、九甲路口,,221403.4497,2689602.343,Opendata
豐興鋼鐵旁,公共建設,公園,里鄰公園,豐興鋼鐵旁,,220674.569,2689486.66,Opendata
外埔聯絡道,公共建設,公園,里鄰公園,甲后路三段88號旁,,217502.7556,2690092.113,Opendata
中正路休憩綠地,公共建設,公園,里鄰公園,中正路57號旁,,220619.6724,2688614.484,Opendata
墩西里休憩綠地,公共建設,公園,里鄰公園,中正路2號對面,,220758.954,2688623.72,Opendata
后里區公所周邊植栽,公共建設,公園,里鄰公園,后里區公所,,220627.0277,2688832.43,Opendata
舊社路88號綠地,公共建設,公園,里鄰公園,舊社路88號旁,,219456.0436,2687442.526,Opendata
和興路休憩綠地,公共建設,公園,里鄰公園,舊社路95-2號西側第二公墓旁,,219121.6073,2687323.75,Opendata
圳寮路33巷停車場,公共建設,公園,里鄰公園,圳寮路33巷,,224836.1841,2689568.676,Opendata
福安路旁休憩綠地,公共建設,公園,里鄰公園,安眉路37-21號旁,,221932.4706,2690890.669,Opendata
公館里活動中心前綠地,公共建設,公園,里鄰公園,三豐路五段352巷163號前,,222896.9138,2691902.618,Opendata
公館堤防,公共建設,公園,里鄰公園,公館堤防,,224080.8401,2691884.667,Opendata
重劃西路,公共建設,公園,里鄰公園,重劃西路.國道1,,222449.7485,2692346.275,Opendata
福安路鐵路高架橋下(福興路~安眉路),公共建設,公園,里鄰公園,福安路橋下(福興路~安眉路),,223694.7283,2691458.428,Opendata
福安路鐵路高架橋下(福興路~山側),公共建設,公園,里鄰公園,福安路橋下(福興路~山側),,223428.0328,2690703.924,Opendata
舊社路128號綠地,公共建設,公園,里鄰公園,舊社路128號旁,,217203.9601,2687774.515,Opendata
舊社路124-1號旁綠地,公共建設,公園,里鄰公園,舊社路124-1號旁綠地,,217365.0704,2687868.725,Opendata
環保公園綠色隧道,公共建設,公園,里鄰公園,環保公園綠色隧道,,220265.6797,2686804.747,Opendata
環保公園連外道路,公共建設,公園,里鄰公園,舊社路通往環保公園,,219882.3976,2687111.125,Opendata
舊社堤防,公共建設,公園,里鄰公園,舊社堤防,,219308.1946,2686859.289,Opendata
高鐵橋下綠地,公共建設,公園,里鄰公園,高鐵橋下替代道路與中山路口,,214651.6624,2683696.42,Opendata
圳堵營區後路邊涼亭,公共建設,公園,里鄰公園,中平路與神清路口,,214822.0184,2685115.628,Opendata
神洲籃球場,公共建設,公園,里鄰公園,神洲路621號底,,218893.0306,2685260.04,Opendata
