名稱,分類,次分類,定位地址,回報地址,X坐標,Y座標,來源
倍蒂雅汽車旅舘,工商活動,大型展示中心或觀光飯店,臺中市北屯區河北路三段151號,臺中市北屯區松竹里11鄰河北路三段151號,217876.081,2675053.794,TGOS
東勢的家,工商活動,大型展示中心或觀光飯店,臺中市東勢區慶福里6鄰東關路四段1078巷51號,臺中市東勢區慶福里6鄰東關路四段1078巷51號,233928.326,2675318.378,TGOS
金家園大旅社,工商活動,大型展示中心或觀光飯店,臺中市東勢區第二橫街7號,臺中市東勢區南平里6鄰第二橫街7號,232750.643,2683236.117,TGOS
論情汽車旅館,工商活動,大型展示中心或觀光飯店,臺中市北區文昌東三街2之8號,臺中市北區梅川里9鄰文昌東三街2之8號,217501.608,2673634.640,TGOS
伴畔旅店 八糎米文旅,工商活動,大型展示中心或觀光飯店,臺中市中區綠川西街135號,臺中市中區綠川里24鄰綠川西街135號,217864.750,2670496.526,TGOS
皇凱賓館,工商活動,大型展示中心或觀光飯店,臺中市中區三民路二段116號,臺中市中區大墩里26鄰三民路二段116號,217525.953,2670911.169,TGOS
伊戀汽車旅館,工商活動,大型展示中心或觀光飯店,臺中市清水區港埠路三段350號,臺中市清水區槺榔里3鄰港埠路三段350號,203781.451,2684889.227,TGOS
巧合大飯店,工商活動,大型展示中心或觀光飯店,臺中市中區建國路163號,臺中市中區綠川里10鄰建國路163號,218002.586,2670368.196,TGOS
中欣飯店,工商活動,大型展示中心或觀光飯店,臺中市中區建國路180號,臺中市中區綠川里16鄰建國路180號,218029.755,2670320.075,TGOS
帶月山丘,工商活動,大型展示中心或觀光飯店,臺中市東勢區東崎路三段192巷70號,臺中市東勢區中嵙里10鄰東崎路三段192巷70號,237216.461,2684843.510,TGOS
大甲大飯店,工商活動,大型展示中心或觀光飯店,臺中市大甲區蔣公路73號,臺中市大甲區大甲里8鄰蔣公路73號,211866.179,2693300.890,TGOS
台中金典酒店,工商活動,大型展示中心或觀光飯店,臺中市西區健行路1049號,臺中市西區忠明里22鄰健行路1049號,215774.573,2672315.330,TGOS
簡愛汽車旅館,工商活動,大型展示中心或觀光飯店,臺中市北區山西路一段86號,臺中市北區賴厝里2鄰山西路一段86號,217018.728,2673486.592,TGOS
統一大飯店,工商活動,大型展示中心或觀光飯店,臺中市沙鹿區日新街92號,臺中市沙鹿區洛泉里11鄰日新街92號,205466.665,2681341.509,TGOS
東平旅社,工商活動,大型展示中心或觀光飯店,臺中市東勢區豐勢路480號,臺中市東勢區東安里13鄰豐勢路480號,232584.937,2683494.697,TGOS
赫絲珀HSR高鐵行旅,工商活動,大型展示中心或觀光飯店,臺中市烏日區新興路255號,臺中市烏日區烏日里20鄰新興路255號,211758.317,2666604.751,TGOS
庄園,工商活動,大型展示中心或觀光飯店,臺中市后里區太平里公館路20之20號,臺中市后里區太平里5鄰公舘路20之20號,215785.570,2689473.305,TGOS
情人谷民宿,工商活動,大型展示中心或觀光飯店,臺中市豐原區東陽里東陽路清谷巷1號,臺中市豐原區東陽里4鄰東陽路清谷巷1號,225380.620,2680000.220,TGOS
台中萬楓酒店,工商活動,大型展示中心或觀光飯店,臺中市西屯區環中路二段1155號,臺中市西屯區西墩里8鄰環中路二段1155號,213028.310,2675236.123,TGOS
和昕商旅,工商活動,大型展示中心或觀光飯店,臺中市中區自由路二段135號,臺中市中區公園里10鄰自由路二段135號,217882.016,2670792.825,TGOS
豪爵大飯店台中館,工商活動,大型展示中心或觀光飯店,臺中市西區五權路1之23號,臺中市西區公民里24鄰五權路1之23號,215999.801,2670408.497,TGOS
荷米旅居,工商活動,大型展示中心或觀光飯店,臺中市中區中山路320號,臺中市中區中華里15鄰中山路320號,217112.409,2671004.884,TGOS
迷你屋旅舍,工商活動,大型展示中心或觀光飯店,臺中市沙鹿區興安路46之1號,臺中市沙鹿區興安里13鄰興安路46號之1,204961.774,2680852.963,TGOS
風緻精品時尚旅館,工商活動,大型展示中心或觀光飯店,臺中市大里區永隆路428號,臺中市大里區永隆里8鄰永隆路428號,217108.590,2667599.669,TGOS
樂府大飯店,工商活動,大型展示中心或觀光飯店,臺中市中區建國路89號,臺中市中區綠川里4鄰建國路89號,217742.266,2670155.338,TGOS
鴻賓大旅社,工商活動,大型展示中心或觀光飯店,臺中市豐原區三民路35號,臺中市豐原區豐原里9鄰三民路35號,221728.530,2683156.509,TGOS
臺中逢甲智選假日酒店,工商活動,大型展示中心或觀光飯店,臺中市西屯區福星北三街33巷28號,臺中市西屯區西平里3鄰福星北三街33巷28號,214006.073,2675350.791,TGOS
宇春商旅,工商活動,大型展示中心或觀光飯店,臺中市西屯區廣吉一街102號,臺中市西屯區港尾里10鄰廣吉一街102號,215264.872,2676620.325,TGOS
星月文旅,工商活動,大型展示中心或觀光飯店,臺中市后里區月眉北路482號,臺中市后里區月眉里11鄰月眉北路482號,219742.633,2691891.708,TGOS
好望角大飯店,工商活動,大型展示中心或觀光飯店,臺中市和平區梨山里民族街52號,臺中市和平區梨山里19鄰民族街52號,275905.202,2683139.819,TGOS
圖格旅旅館,工商活動,大型展示中心或觀光飯店,臺中市中區成功路339號,臺中市中區大誠里11鄰成功路339號,217255.981,2671125.379,TGOS
幸福農莊,工商活動,大型展示中心或觀光飯店,臺中市新社區龍安21之3號,臺中市新社區中和里1鄰龍安21之3號,233190.193,2673808.327,TGOS
鳥人創意旅店,工商活動,大型展示中心或觀光飯店,臺中市北屯區經貿三路二段55號,臺中市北屯區新平里15鄰經貿三路二段55號,215558.265,2675976.188,TGOS
飛花落院民宿,工商活動,大型展示中心或觀光飯店,臺中市新社區中興里中興嶺街一段111號,臺中市新社區中興里13鄰中興嶺街一段111號,228187.633,2678201.473,TGOS
佛羅倫斯別墅旅館,工商活動,大型展示中心或觀光飯店,臺中市沙鹿區中山路121之1號,臺中市沙鹿區竹林里10鄰中山路121號之1,206381.728,2681383.094,TGOS
奇異果快捷旅店-成功店,工商活動,大型展示中心或觀光飯店,臺中市中區成功路165號,臺中市中區光復里15鄰成功路165號,217638.380,2670764.279,TGOS
橄欖樹農莊,工商活動,大型展示中心或觀光飯店,臺中市新社區南華街31號,臺中市新社區協成里3鄰南華街31號,229969.899,2674654.915,TGOS
流星花園民宿,工商活動,大型展示中心或觀光飯店,臺中市豐原區南嵩里水源路坪頂巷12號,臺中市豐原區南嵩里14鄰水源路坪頂巷12號,225909.459,2684106.560,TGOS
車王大飯店,工商活動,大型展示中心或觀光飯店,臺中市北區精武路590號,臺中市北區大湖里4鄰精武路590號,217367.719,2671576.253,TGOS
台中商務旅館－八仙山莊,工商活動,大型展示中心或觀光飯店,臺中市和平區東關路一段200號,臺中市和平區博愛里2鄰東關路一段200號,250146.576,2677263.154,TGOS
安可旅店,工商活動,大型展示中心或觀光飯店,臺中市中區中山路3之1號,臺中市中區綠川里6鄰中山路3之1號,217876.883,2670255.739,TGOS
臺中公園智選假日飯店,工商活動,大型展示中心或觀光飯店,臺中市中區自由路二段94號,臺中市中區公園里8鄰自由路二段94號,218016.247,2670875.475,TGOS
順天環匯酒店,工商活動,大型展示中心或觀光飯店,臺中市西屯區臺灣大道三段818號,臺中市西屯區潮洋里1鄰臺灣大道三段818號,212970.242,2674178.634,TGOS
永豐棧酒店,工商活動,大型展示中心或觀光飯店,臺中市西屯區臺灣大道二段689號,臺中市西屯區何南里24鄰臺灣大道二段689號,214986.701,2672636.023,TGOS
旅巷輕旅,工商活動,大型展示中心或觀光飯店,臺中市中區成功路10號,臺中市中區綠川里16鄰成功路10號,218080.565,2670380.497,TGOS
國際知客會館,工商活動,大型展示中心或觀光飯店,臺中市西屯區福星北三街33巷52號,臺中市西屯區西平里3鄰福星北三街33巷52號,214009.823,2675399.049,TGOS
采岩汽車旅館,工商活動,大型展示中心或觀光飯店,臺中市北屯區崇德路三段111號,臺中市北屯區仁和里7鄰崇德路三段111號,218081.274,2675554.844,TGOS
水雲端旗艦概念旅館（精品商務館）,工商活動,大型展示中心或觀光飯店,臺中市西屯區青海南街159號,臺中市西屯區潮洋里1鄰青海南街159號,212902.312,2674360.649,TGOS
信東旅館,工商活動,大型展示中心或觀光飯店,臺中市清水區中興街35之1號,臺中市清水區文昌里7鄰中興街35之1號,206922.980,2685164.290,TGOS
嵩夏汽車旅館,工商活動,大型展示中心或觀光飯店,臺中市大里區大明路480號,臺中市大里區永隆里30鄰大明路480號,217002.826,2667816.618,TGOS
海德堡汽車旅館,工商活動,大型展示中心或觀光飯店,臺中市沙鹿區北勢東路660巷1號,臺中市沙鹿區北勢里26鄰北勢東路660巷1號,206643.043,2680546.757,TGOS
愛麗西施旅館,工商活動,大型展示中心或觀光飯店,臺中市北區進化路632號,臺中市北區錦洲里17鄰進化路632號,218968.171,2672795.808,TGOS
花田民宿,工商活動,大型展示中心或觀光飯店,臺中市新社區興中街17之6號,臺中市新社區大南里18鄰興中街17之6號,230245.334,2679728.299,TGOS
怡達汽車旅館,工商活動,大型展示中心或觀光飯店,臺中市東區旱溪東路一段429號,臺中市東區十甲里14鄰旱溪東路一段429號,219689.709,2670621.955,TGOS
花洲大旅社,工商活動,大型展示中心或觀光飯店,臺中市中區平等街132號,臺中市中區光復里25鄰平等街132號,217707.337,2670882.594,TGOS
伊麗莎白酒店,工商活動,大型展示中心或觀光飯店,臺中市西區中美街471號,臺中市西區忠明里1鄰中美街471號,215550.763,2672252.230,TGOS
福爾摩沙ㄤ婿文旅,工商活動,大型展示中心或觀光飯店,臺中市北區成功路469號,臺中市北區六合里6鄰成功路469號,216934.339,2671433.191,TGOS
松之戀,工商活動,大型展示中心或觀光飯店,臺中市新社區崑山里食水嵙6之7號,臺中市新社區崑山里3鄰食水嵙6之7號,229202.287,2681482.296,TGOS
柚子民宿,工商活動,大型展示中心或觀光飯店,臺中市后里區墩北里九甲六路582號,臺中市后里區墩北里13鄰九甲六路582號,220174.848,2690104.782,TGOS
馬告的傳奇民宿,工商活動,大型展示中心或觀光飯店,臺中市和平區東關路一段裡冷巷5之8號,臺中市和平區博愛里15鄰東關路一段裡冷巷5之8號,245136.787,2673384.350,TGOS
奇異果快捷旅店-捷運文心店,工商活動,大型展示中心或觀光飯店,臺中市西屯區文心路三段362號,臺中市西屯區何源里32鄰文心路三段362號,215673.533,2674076.473,TGOS
麻雀巢行旅,工商活動,大型展示中心或觀光飯店,臺中市中區中山路175巷15號,臺中市中區中山路175巷15號,217389.1961,2670622.041,Google
悅河精品旅館,工商活動,大型展示中心或觀光飯店,臺中市西屯區經貿路二段488號,臺中市西屯區港尾里10鄰經貿路二段488號,215010.391,2676697.635,TGOS
回行旅,工商活動,大型展示中心或觀光飯店,臺中市西屯區至善路188號,臺中市西屯區上石里6鄰至善路188號,213712.274,2674517.484,TGOS
傳思文旅,工商活動,大型展示中心或觀光飯店,臺中市南區忠孝路150號,臺中市南區城隍里2鄰忠孝路150號,217699.587,2669399.799,TGOS
頭等艙飯店綠園道館,工商活動,大型展示中心或觀光飯店,臺中市西區美村路一段22號,臺中市西區忠明里2鄰美村路一段22號,215596.413,2672219.439,TGOS
閒情驛棧民宿,工商活動,大型展示中心或觀光飯店,臺中市石岡區梅子里豐勢路梅子巷17之10號,臺中市石岡區梅子里9鄰豐勢路梅子巷17之10號,229836.185,2684921.916,TGOS
米卡沙旅店,工商活動,大型展示中心或觀光飯店,臺中市東區復興路四段149巷5弄8號,臺中市東區新庄里26鄰復興路四段149巷5弄8號,218057.507,2670130.895,TGOS
集賢大飯店,工商活動,大型展示中心或觀光飯店,臺中市中區中山路17號,臺中市中區綠川里6鄰中山路17號,217842.426,2670273.316,TGOS
喜佳美商務飯店,工商活動,大型展示中心或觀光飯店,臺中市南屯區大墩路329號,臺中市南屯區文心里6鄰大墩路329號,214394.787,2671100.322,TGOS
羅馬假期汽車旅館,工商活動,大型展示中心或觀光飯店,臺中市大里區勝利二路62號,臺中市大里區國光里16鄰勝利二路62號,218115.340,2666201.549,TGOS
清新溫泉飯店,工商活動,大型展示中心或觀光飯店,臺中市烏日區溫泉路2號,臺中市烏日區學田里2鄰溫泉路2號,208185.427,2670221.588,TGOS
花國大旅社,工商活動,大型展示中心或觀光飯店,臺中市中區成功路26號,臺中市中區綠川里15鄰成功路26號,218038.807,2670422.416,TGOS
惜福居民宿,工商活動,大型展示中心或觀光飯店,臺中市東勢區東關路五段808巷206號,臺中市東勢區上城里8鄰東關路五段808巷206號,234841.524,2678758.052,TGOS
西苑旅店,工商活動,大型展示中心或觀光飯店,臺中市中區成功路114號,臺中市中區繼光里21鄰成功路114號,217852.595,2670605.836,TGOS
朗舍行館,工商活動,大型展示中心或觀光飯店,臺中市中區市府路66號,臺中市中區公園里20鄰市府路66號,217609.943,2670613.825,TGOS
夢樓旅店,工商活動,大型展示中心或觀光飯店,臺中市西屯區河南路二段311號,臺中市西屯區逢甲里11鄰河南路二段311號,214107.488,2674234.492,TGOS
楓采休閒商務汽車旅館,工商活動,大型展示中心或觀光飯店,臺中市豐原區永康路211巷25弄76號,臺中市豐原區南陽里19鄰永康路211巷25弄76號,222270.717,2681659.524,TGOS
國賓大旅社,工商活動,大型展示中心或觀光飯店,臺中市豐原區三民路37號,臺中市豐原區三民路37號,221718.7050,2683163.841,Google
二八樹巷旅宿,工商活動,大型展示中心或觀光飯店,臺中市西屯區櫻城一街85號,臺中市西屯區逢福里10鄰櫻城一街85號,214618.201,2674173.166,TGOS
太吉利旅社,工商活動,大型展示中心或觀光飯店,臺中市北區五常街30號,臺中市北區五常里9鄰五常街31之1號,217579.696,2672042.841,TGOS
述夏汽車旅館,工商活動,大型展示中心或觀光飯店,臺中市北屯區軍功路二段267號,臺中市北屯區軍功里35鄰軍功路二段267號,221481.505,2675198.407,TGOS
雲閒居民宿,工商活動,大型展示中心或觀光飯店,臺中市新社區中興街112之5號,臺中市新社區中和里7鄰中興街112之5號,232186.048,2671295.691,TGOS
東南亞旅社,工商活動,大型展示中心或觀光飯店,臺中市大甲區中山路一段943號,臺中市大甲區中山路一段943號,212067.3675,2693197.232,Google
君瑞精品旅店,工商活動,大型展示中心或觀光飯店,臺中市東區復興路四段100號,臺中市東區新庄里9鄰復興路四段100號,218041.606,2670045.367,TGOS
星享道酒店,工商活動,大型展示中心或觀光飯店,臺中市西屯區福星北路18號,臺中市西屯區西平里24鄰福星北路18號,213936.276,2675344.680,TGOS
優勝美地汽車旅館中華會館,工商活動,大型展示中心或觀光飯店,臺中市北區中華路二段197號,臺中市北區錦平里19鄰中華路二段197號,217681.894,2671918.092,TGOS
THE LIN HOTEL TAICHUNG林酒店,工商活動,大型展示中心或觀光飯店,臺中市西屯區朝富路99號,臺中市西屯區潮洋里8鄰朝富路99號,213130.293,2673384.074,TGOS
禾口三一景觀民宿,工商活動,大型展示中心或觀光飯店,臺中市新社區華豐一街42之3號,臺中市新社區協成里13鄰華豐一街42之3號,231631.470,2676383.986,TGOS
葉綠宿 川閱,工商活動,大型展示中心或觀光飯店,臺中市中區綠川西街123號,臺中市中區綠川里24鄰綠川西街123號,217869.986,2670459.176,TGOS
銀河別舘,工商活動,大型展示中心或觀光飯店,臺中市中區光復路151號,臺中市中區大墩里27鄰光復路151號,217587.437,2670960.955,TGOS
南北旅社,工商活動,大型展示中心或觀光飯店,臺中市中區建國路159巷15號,臺中市中區綠川里10鄰建國路159巷15號,217975.026,2670372.217,TGOS
台中福華大飯店,工商活動,大型展示中心或觀光飯店,臺中市西屯區安和路129號,臺中市西屯區福安里12鄰安和路129號,211861.413,2675017.714,TGOS
麗緹汽車旅館,工商活動,大型展示中心或觀光飯店,臺中市北屯區綏遠路二段91號,臺中市北屯區平德里3鄰綏遠路二段91號,217620.776,2674060.563,TGOS
新驛旅店台中車站店,工商活動,大型展示中心或觀光飯店,臺中市東區復興路四段133號,臺中市東區新庄里26鄰復興路四段133號,218066.565,2670108.708,TGOS
沐蘭汽車旅館,工商活動,大型展示中心或觀光飯店,臺中市西屯區市政路245號,臺中市西屯區潮洋里8鄰市政路245號,212962.810,2672956.555,TGOS
達斯旅店,工商活動,大型展示中心或觀光飯店,臺中市西屯區西平里逢甲路19巷16號,臺中市西屯區西平里25鄰逢甲路19巷16號,213992.815,2674790.776,TGOS
谷野民宿,工商活動,大型展示中心或觀光飯店,臺中市和平區東關路一段裡冷巷36號,臺中市和平區東關路一段裡冷巷36號,245694.3722,2672879.608,Google
寶麗旅宿,工商活動,大型展示中心或觀光飯店,臺中市后里區安眉路116巷103號,臺中市后里區月眉里8鄰安眉路116巷103號,219438.374,2690653.327,TGOS
承億文旅台中鳥日子,工商活動,大型展示中心或觀光飯店,臺中市西區忠明南路98號,臺中市西區忠誠里4鄰忠明南路98號,215181.193,2672125.080,TGOS
星河商旅,工商活動,大型展示中心或觀光飯店,臺中市中區綠川西街135號,臺中市中區綠川里24鄰綠川西街135號,217864.750,2670496.526,TGOS
波波的家,工商活動,大型展示中心或觀光飯店,臺中市和平區東關路一段松鶴二巷52號,臺中市和平區博愛里9鄰東關路一段松鶴二巷52號,248060.880,2674601.748,TGOS
谷關溫泉飯店,工商活動,大型展示中心或觀光飯店,臺中市和平區東關路一段溫泉巷6號,臺中市和平區博愛里2鄰東關路一段溫泉巷6號,250856.497,2677553.592,TGOS
余舍行旅,工商活動,大型展示中心或觀光飯店,臺中市西屯區環中路二段1129號,臺中市西屯區西墩里8鄰環中路二段1129號,213059.170,2675314.450,TGOS
木佃軒民宿,工商活動,大型展示中心或觀光飯店,臺中市新社區中和街一段6巷9號,臺中市新社區中和街一段6巷9號,228730.3705,2679213.127,Google
紅磚小屋,工商活動,大型展示中心或觀光飯店,臺中市外埔區甲后路四段598號,臺中市外埔區大東里10鄰甲后路四段598號,213597.484,2692812.055,TGOS
黎安商旅商務旅館,工商活動,大型展示中心或觀光飯店,臺中市西屯區西墩里13鄰上安北街18號,臺中市西屯區西墩里29鄰上安北街18號,213094.215,2674336.453,TGOS
皇星商旅,工商活動,大型展示中心或觀光飯店,臺中市西屯區臺灣大道三段556巷1弄8號,臺中市西屯區上安里1鄰臺灣大道三段556巷1弄8號,213508.831,2673778.558,TGOS
桂之旅,工商活動,大型展示中心或觀光飯店,臺中市西屯區惠來路三段188號,臺中市西屯區惠來里24鄰惠來路三段188號,214305.977,2673876.358,TGOS
儷金商務旅館,工商活動,大型展示中心或觀光飯店,臺中市北區太原路一段520號,臺中市北區明新里12鄰太原路一段520號,216626.600,2673306.686,TGOS
碧根逢甲酒店,工商活動,大型展示中心或觀光飯店,臺中市西屯區福星路427號,臺中市西屯區西平里2鄰福星路427號,213962.076,2674903.916,TGOS
明治溫泉大旅社,工商活動,大型展示中心或觀光飯店,臺中市和平區東關路一段溫泉巷17號,臺中市和平區博愛里2鄰東關路一段溫泉巷17號,251008.595,2677606.257,TGOS
神木谷假期大飯店,工商活動,大型展示中心或觀光飯店,臺中市和平區東關路一段溫泉巷7號,臺中市和平區博愛里2鄰東關路一段溫泉巷7號,250958.496,2677650.342,TGOS
台中兆品酒店(品臻樓),工商活動,大型展示中心或觀光飯店,臺中市北屯區后庄路306號,臺中市北屯區后庄路306號,216230.6181,2676245.62,Google
威汀城市酒店,工商活動,大型展示中心或觀光飯店,臺中市大雅區民生路一段100號,臺中市大雅區大雅里13鄰民生路一段100號,214263.310,2680135.205,TGOS
川賦商旅,工商活動,大型展示中心或觀光飯店,臺中市豐原區向陽路77之1號,臺中市豐原區南村里19鄰向陽路77號,221963.402,2683000.740,TGOS
武陵國民賓館,工商活動,大型展示中心或觀光飯店,臺中市和平區平等里武陵路3之1號,臺中市和平區平等里5鄰武陵路3之1號,281272.577,2693405.662,TGOS
梨山賓館,工商活動,大型展示中心或觀光飯店,臺中市和平區梨山里中正路91號,臺中市和平區梨山里24鄰中正路91號,275543.690,2683209.478,TGOS
長榮桂冠酒店(台中),工商活動,大型展示中心或觀光飯店,臺中市西屯區臺灣大道二段666號,臺中市西屯區何明里1鄰臺灣大道二段666號,215168.734,2672686.398,TGOS
龍谷大飯店,工商活動,大型展示中心或觀光飯店,臺中市和平區博愛村東關路一段138號,臺中市和平區博愛村東關路一段138號,250455.7544,2677523.776,Google
天閣酒店台中THE Tango,工商活動,大型展示中心或觀光飯店,臺中市南屯區大墩路525號,臺中市南屯區惠中里17鄰大墩路525號,214390.747,2671531.441,TGOS
十興商旅,工商活動,大型展示中心或觀光飯店,臺中市西區忠明南路325號,臺中市西區昇平里6鄰忠明南路325號,215195.435,2671094.214,TGOS
博客創意旅店,工商活動,大型展示中心或觀光飯店,臺中市北區錦新街40號,臺中市北區新北里18鄰錦新街40號,218236.303,2671999.839,TGOS
鳳凰山民宿,工商活動,大型展示中心或觀光飯店,臺中市后里區仁里里圳寮路47巷7號,臺中市后里區仁里里4鄰圳寮路47巷7號,224416.742,2688975.264,TGOS
夏都汽車旅館,工商活動,大型展示中心或觀光飯店,臺中市北區太原路二段68號,臺中市北區賴福里9鄰太原路二段68號,217229.053,2673333.828,TGOS
香富大飯店,工商活動,大型展示中心或觀光飯店,臺中市東區建成路700號,臺中市東區振興里29鄰建成路700號,218393.984,2669615.589,TGOS
日月千禧酒店,工商活動,大型展示中心或觀光飯店,臺中市西屯區市政路77號,臺中市西屯區惠來里58鄰市政路77號,213618.851,2672442.788,TGOS
海頓汽車旅館,工商活動,大型展示中心或觀光飯店,臺中市北屯區松竹南街1號,臺中市北屯區松竹里11鄰松竹南街1號,217997.723,2675055.490,TGOS
法格斯-石光,工商活動,大型展示中心或觀光飯店,臺中市外埔區水頭二路32號,臺中市外埔區六分里9鄰水頭二路32號,218398.777,2690967.268,TGOS
雲河概念旅館,工商活動,大型展示中心或觀光飯店,臺中市南屯區黎明路二段708號,臺中市南屯區三義里1鄰黎明路二段708號,212820.825,2672718.302,TGOS
小西城旅店,工商活動,大型展示中心或觀光飯店,臺中市西區五權路96號,臺中市西區後龍里24鄰五權路96號,216794.429,2671342.703,TGOS
風自然親子時尚旅宿,工商活動,大型展示中心或觀光飯店,臺中市后里區月湖東路358巷102號,臺中市后里區月眉里2鄰月湖東路358巷102號,220963.488,2691000.361,TGOS
悄悄話旅宿,工商活動,大型展示中心或觀光飯店,臺中市后里區安眉路116巷101號,臺中市后里區月眉里8鄰安眉路116巷101號,219434.035,2690661.186,TGOS
悅樂旅店,工商活動,大型展示中心或觀光飯店,臺中市中區中山路55號,臺中市中區繼光里8鄰中山路55號,217727.777,2670374.247,TGOS
挪威森林行旅1號館,工商活動,大型展示中心或觀光飯店,臺中市中區建國路184號,臺中市中區綠川里16鄰建國路184號,218037.049,2670326.367,TGOS
LA VIDA HOTEL 逢甲商旅,工商活動,大型展示中心或觀光飯店,臺中市西屯區西屯路二段275之2號,臺中市西屯區上石里1鄰西屯路二段275之2號,213825.356,2674487.358,TGOS
璽朵精品旅館,工商活動,大型展示中心或觀光飯店,臺中市西屯區朝馬二街46號,臺中市西屯區潮洋里6鄰朝馬二街46號,213027.584,2673720.831,TGOS
心媞休閒旅館,工商活動,大型展示中心或觀光飯店,臺中市北區北平路一段2號,臺中市北區北平路一段2號,216190.0719,2674058.914,Google
大雪山莊園,工商活動,大型展示中心或觀光飯店,臺中市和平區雪山路22號,臺中市和平區博愛里3鄰雪山路22號,250754.851,2683242.393,TGOS
紅點文旅,工商活動,大型展示中心或觀光飯店,臺中市中區民族路206號,臺中市中區中華里14鄰民族路206號,217041.089,2670920.085,TGOS
旅幸福-台中館,工商活動,大型展示中心或觀光飯店,臺中市中區繼光街166號,臺中市中區繼光里14鄰繼光街166號,217973.326,2670669.944,TGOS
馨舍民宿,工商活動,大型展示中心或觀光飯店,臺中市新社區協成里華豐街178號,臺中市新社區協成里16鄰華豐街178號,231334.266,2678233.117,TGOS
福泰桔子商務旅館,工商活動,大型展示中心或觀光飯店,臺中市中區公園路17號,臺中市中區公園里10鄰公園路17號,217879.027,2670834.939,TGOS
台中港酒店,工商活動,大型展示中心或觀光飯店,臺中市梧棲區大智路二段388號,臺中市梧棲區頂寮里30鄰大智路二段388號,202644.950,2683906.370,TGOS
雅曼妮商務汽車旅館,工商活動,大型展示中心或觀光飯店,臺中市后里區民生路348號,臺中市后里區墩北里14鄰民生路348號,220458.359,2689209.140,TGOS
和樂商務旅館,工商活動,大型展示中心或觀光飯店,臺中市西屯區朝馬路21號,臺中市西屯區潮洋里6鄰朝馬路21號,213155.231,2673656.004,TGOS
東山旅社,工商活動,大型展示中心或觀光飯店,臺中市東勢區豐勢路中盛巷30號,臺中市東勢區中寧里11鄰豐勢路中盛巷30號,232582.970,2683584.080,TGOS
山頂上民宿,工商活動,大型展示中心或觀光飯店,臺中市東勢區茂興里東蘭路197之57號,臺中市東勢區茂興里15鄰東蘭路197之57號,229850.893,2687606.054,TGOS
背包41青年旅館,工商活動,大型展示中心或觀光飯店,臺中市中區繼光街59號,臺中市中區繼光街59號,217661.0293,2670396.951,Google
水舞行館,工商活動,大型展示中心或觀光飯店,臺中市西屯區龍富路五段200號,臺中市西屯區龍潭里6鄰龍富路五段200號,212246.848,2672365.713,TGOS
皇星商旅(中港館),工商活動,大型展示中心或觀光飯店,臺中市西屯區臺灣大道三段552號,臺中市西屯區上安里1鄰臺灣大道三段552號,213456.380,2673763.393,TGOS
雀客旅館台中自由,工商活動,大型展示中心或觀光飯店,臺中市中區自由路二段52之1號,臺中市中區公園里6鄰自由路二段52之1號,217797.326,2670651.040,TGOS
新瑞士大旅店,工商活動,大型展示中心或觀光飯店,臺中市和平區梨山里中正路11號,臺中市和平區梨山里14鄰中正路11號,276316.745,2683489.509,TGOS
伯達行旅,工商活動,大型展示中心或觀光飯店,臺中市西屯區上墩路1號,臺中市西屯區西墩里17鄰上墩路1號,213160.609,2675337.557,TGOS
映夜行館,工商活動,大型展示中心或觀光飯店,臺中市西屯區市政北七路192號,臺中市西屯區惠來里5鄰市政北七路192號,213474.814,2673424.850,TGOS
香草House民宿,工商活動,大型展示中心或觀光飯店,臺中市新社區中興街20號,臺中市新社區中和里4鄰中興街20號,233878.151,2669263.325,TGOS
若茵民宿,工商活動,大型展示中心或觀光飯店,臺中市和平區中坑路中坑巷2之12號,臺中市和平區中坑里3鄰中坑路中坑巷2之17號,239853.714,2682783.588,TGOS
黑金文旅,工商活動,大型展示中心或觀光飯店,臺中市中區中山路175巷20號,臺中市中區大墩里6鄰中山路175巷20號,217350.367,2670648.216,TGOS
戀真會館,工商活動,大型展示中心或觀光飯店,臺中市中區光復路42之3號,臺中市中區繼光里14鄰光復路42之3號,217954.226,2670655.654,TGOS
皇冠文旅,工商活動,大型展示中心或觀光飯店,臺中市北區三民路三段125號,臺中市北區錦平里1鄰三民路三段125號,217813.435,2671529.941,TGOS
五都大飯店,工商活動,大型展示中心或觀光飯店,臺中市豐原區三豐路一段2號,臺中市豐原區豐原里5鄰三豐路一段2號,221886.989,2683276.464,TGOS
福爾摩沙草悟道酒店,工商活動,大型展示中心或觀光飯店,臺中市西區向上路一段95號,臺中市西區昇平里24鄰向上路一段95號,215787.250,2671297.034,TGOS
芭蕾城市渡假旅店,工商活動,大型展示中心或觀光飯店,臺中市南屯區向上路三段221號,臺中市南屯區三厝里1鄰向上路三段221號,212513.703,2671092.086,TGOS
愛萊時尚旅館,工商活動,大型展示中心或觀光飯店,臺中市西區五權路2之55號,臺中市西區安龍里11鄰五權路2之55號,216136.192,2670656.015,TGOS
怡東商務旅館,工商活動,大型展示中心或觀光飯店,臺中市北區文昌一街10號,臺中市北區賴旺里24鄰文昌一街10號,216967.478,2674135.514,TGOS
金采商旅,工商活動,大型展示中心或觀光飯店,臺中市中區綠川西街135號,臺中市中區綠川里24鄰綠川西街135號,217864.750,2670496.526,TGOS
馥格堡酒店,工商活動,大型展示中心或觀光飯店,臺中市西區美村路一段22號,臺中市西區忠明里2鄰美村路一段22號,215596.413,2672219.439,TGOS
