名稱,分類,次分類,污染類別,定位地址,回報地址,X坐標,Y座標,來源
大里區詹厝園段176-31(部分)地號,特殊設施,環境污染,土壤污染,大里區詹厝園段176-31(部分)地號,,215711,2665194,EPA
大里區詹厝園段176-36(部分)地號,特殊設施,環境污染,土壤污染,大里區詹厝園段176-36(部分)地號,,215401,2665192,EPA
大里區詹厝園段176-40(部分)地號-62,特殊設施,環境污染,土壤污染,大里區詹厝園段176-40(部分)地號-62,,215731,2665250,EPA
臺中市大里區詹厝園段176-32(部分)地號,特殊設施,環境污染,土壤污染,臺中市大里區詹厝園段176-32(部分)地號,,215661,2665199,EPA
大里區詹厝園段176-40(部分)地號-63,特殊設施,環境污染,土壤污染,大里區詹厝園段176-40(部分)地號-63,,215661,2665199,EPA
大里區詹厝園段176-29(部分)地號,特殊設施,環境污染,土壤污染,大里區詹厝園段176-29(部分)地號,,215624,2665252,EPA
大里區詹厝園段176-30(部分)地號,特殊設施,環境污染,土壤污染,大里區詹厝園段176-30(部分)地號,,215653,2665251,EPA
大里區詹厝園段176-44(部分)地號,特殊設施,環境污染,土壤污染,大里區詹厝園段176-44(部分)地號,,215650,2665086,EPA
大里區詹厝園段176-46(部分)地號,特殊設施,環境污染,土壤污染,大里區詹厝園段176-46(部分)地號,,215710,2665127,EPA
大里區詹厝園段176-48(部分)地號,特殊設施,環境污染,土壤污染,大里區詹厝園段176-48(部分)地號,,215670,2665027,EPA
大里區詹厝園段176-50(部分)地號,特殊設施,環境污染,土壤污染,大里區詹厝園段176-50(部分)地號,,215695,2665014,EPA
大里區詹厝園段176-51(部分)地號,特殊設施,環境污染,土壤污染,大里區詹厝園段176-51(部分)地號,,215659,2664977,EPA
大里區詹厝園段176-163(部分)地號,特殊設施,環境污染,土壤污染,大里區詹厝園段176-163(部分)地號,,215713,2664994,EPA
大里區詹厝園段176-52(部分)地號,特殊設施,環境污染,土壤污染,大里區詹厝園段176-52(部分)地號,,215770,2664976,EPA
大里區詹厝園段176-53(部分)地號,特殊設施,環境污染,土壤污染,大里區詹厝園段176-53(部分)地號,,215823,2664967,EPA
大里區詹厝園段176-58(部分)地號-72,特殊設施,環境污染,土壤污染,大里區詹厝園段176-58(部分)地號-72,,215933,2664980,EPA
大里區詹厝園段176-58(部分)地號-73,特殊設施,環境污染,土壤污染,大里區詹厝園段176-58(部分)地號-73,,215933,2664980,EPA
大里區詹厝園段176-59(部分)地號-74,特殊設施,環境污染,土壤污染,大里區詹厝園段176-59(部分)地號-74,,216036,2665040,EPA
大里區詹厝園段176-59(部分)地號-75,特殊設施,環境污染,土壤污染,大里區詹厝園段176-59(部分)地號-75,,216058,2665049,EPA
大里區詹厝園段176-60(部分)地號,特殊設施,環境污染,土壤污染,大里區詹厝園段176-60(部分)地號,,216110,2665013,EPA
大里區詹厝園段176-61(部分)地號,特殊設施,環境污染,土壤污染,大里區詹厝園段176-61(部分)地號,,216013,2664942,EPA
大里區詹厝園段176-62(部分)地號,特殊設施,環境污染,土壤污染,大里區詹厝園段176-62(部分)地號,,216128,2664961,EPA
大里區詹厝園段176-64(部分)地號,特殊設施,環境污染,土壤污染,大里區詹厝園段176-64(部分)地號,,216134,2665051,EPA
臺中市大里區詹厝園段176-65(部分)地號,特殊設施,環境污染,土壤污染,臺中市大里區詹厝園段176-65(部分)地號,,216177,2665003,EPA
大里區詹厝園段176-66(部分)地號-79,特殊設施,環境污染,土壤污染,大里區詹厝園段176-66(部分)地號-79,,216167,2664991,EPA
大里區詹厝園段176-66(部分)地號-80,特殊設施,環境污染,土壤污染,大里區詹厝園段176-66(部分)地號-80,,216222,2665011,EPA
大里區詹厝園段259(部分)地號,特殊設施,環境污染,土壤污染,大里區詹厝園段259(部分)地號,,215171,2664937,EPA
大里區詹厝園段256-13(部分)地號-143,特殊設施,環境污染,土壤污染,大里區詹厝園段256-13(部分)地號-143,,215597,2664839,EPA
大里區詹厝園段176-66(部分)地號-81,特殊設施,環境污染,土壤污染,大里區詹厝園段176-66(部分)地號-81,,216212,2665008,EPA
大里區詹厝園段256-40(部分)地號,特殊設施,環境污染,土壤污染,大里區詹厝園段256-40(部分)地號,,215414,2664797,EPA
大里區詹厝園段256-32(部分)地號,特殊設施,環境污染,土壤污染,大里區詹厝園段256-32(部分)地號,,215663,2664796,EPA
大里區詹厝園段256-15(部分)地號,特殊設施,環境污染,土壤污染,大里區詹厝園段256-15(部分)地號,,215536,2664846,EPA
大里區詹厝園段256-14(部分)地號,特殊設施,環境污染,土壤污染,大里區詹厝園段256-14(部分)地號,,215590,2664769,EPA
臺中市大里區詹厝園段5-22(部分)地號,特殊設施,環境污染,土壤污染,臺中市大里區詹厝園段5-22(部分)地號,,217218,2665253,EPA
大里區詹厝園段256-3(部分)地號,特殊設施,環境污染,土壤污染,大里區詹厝園段256-3(部分)地號,,215665,2664757,EPA
大里區詹厝園段255-3(部分)地號,特殊設施,環境污染,土壤污染,大里區詹厝園段255-3(部分)地號,,215304,2664821,EPA
大里區詹厝園段250-4(部分)地號,特殊設施,環境污染,土壤污染,大里區詹厝園段250-4(部分)地號,,215167,2664773,EPA
大里區詹厝園段9001-3(部分)地號,特殊設施,環境污染,土壤污染,大里區詹厝園段9001-3(部分)地號,,217077,2665205,EPA
大里區詹厝園段250-3(部分)地號,特殊設施,環境污染,土壤污染,大里區詹厝園段250-3(部分)地號,,215223,2664749,EPA
大里區詹厝園段249-12(部分)地號,特殊設施,環境污染,土壤污染,大里區詹厝園段249-12(部分)地號,,215419,2664739,EPA
大里區詹厝園段249-4(部分)地號,特殊設施,環境污染,土壤污染,大里區詹厝園段249-4(部分)地號,,215464,2664707,EPA
大里區詹厝園段8(部分)地號,特殊設施,環境污染,土壤污染,大里區詹厝園段8(部分)地號,,216950,2665070,EPA
臺中市大里區詹厝園段8-1地號,特殊設施,環境污染,土壤污染,臺中市大里區詹厝園段8-1地號,,216968,2665013,EPA
臺中市大里區詹厝園段12(部分)地號,特殊設施,環境污染,土壤污染,臺中市大里區詹厝園段12(部分)地號,,216950,2665070,EPA
大里區詹厝園段249(部分)地號,特殊設施,環境污染,土壤污染,大里區詹厝園段249(部分)地號,,215628,2664623,EPA
大里區詹厝園段248-3(部分)地號,特殊設施,環境污染,土壤污染,大里區詹厝園段248-3(部分)地號,,215703,2664601,EPA
臺中市大里區詹厝園段12-1(部分)地號,特殊設施,環境污染,土壤污染,臺中市大里區詹厝園段12-1(部分)地號,,216950,2665070,EPA
大里區詹厝園段248(部分)地號,特殊設施,環境污染,土壤污染,大里區詹厝園段248(部分)地號,,215758,2664588,EPA
臺中市大里區詹厝園段12-2(部分)地號,特殊設施,環境污染,土壤污染,臺中市大里區詹厝園段12-2(部分)地號,,216950,2665070,EPA
臺中市大里區詹厝園段10-1(部分)地號-5,特殊設施,環境污染,土壤污染,臺中市大里區詹厝園段10-1(部分)地號-5,,216811,2664905,EPA
大里區詹厝園段無地號國有地(部分)-5,特殊設施,環境污染,土壤污染,大里區詹厝園段無地號國有地(部分)-5,,216811,2664905,EPA
大里區詹厝園段10-1地號(部分)-6,特殊設施,環境污染,土壤污染,大里區詹厝園段10-1地號(部分)-6,,216788,2664913,EPA
大里區詹厝園段無地號國有地(部分)-6,特殊設施,環境污染,土壤污染,大里區詹厝園段無地號國有地(部分)-6,,216788,2664913,EPA
大里區詹厝園段241-16(部分)地號,特殊設施,環境污染,土壤污染,大里區詹厝園段241-16(部分)地號,,216067,2664664,EPA
大里區詹厝園段241-7(部分)地號,特殊設施,環境污染,土壤污染,大里區詹厝園段241-7(部分)地號,,216006,2664668,EPA
大里區詹厝園段222(部分)地號,特殊設施,環境污染,土壤污染,大里區詹厝園段222(部分)地號,,216338,2664792,EPA
大里區詹厝園段220-1(部分)地號,特殊設施,環境污染,土壤污染,大里區詹厝園段220-1(部分)地號,,216246,2664750,EPA
大里區詹厝園段10-1地號(部分)-7,特殊設施,環境污染,土壤污染,大里區詹厝園段10-1地號(部分)-7,,216758,2664911,EPA
大里區詹厝園段152地號,特殊設施,環境污染,土壤污染,大里區詹厝園段152地號,,216758,2664911,EPA
大里區詹厝園段207-1(部分)地號-120,特殊設施,環境污染,土壤污染,大里區詹厝園段207-1(部分)地號-120,,216145,2664515,EPA
大里區詹厝園段國有無地號(部分)-7,特殊設施,環境污染,土壤污染,大里區詹厝園段國有無地號(部分)-7,,216758,2664911,EPA
大里區詹厝園段206-2(部分)地號,特殊設施,環境污染,土壤污染,大里區詹厝園段206-2(部分)地號,,216028,2664473,EPA
大里區詹厝園段20(部分)地號,特殊設施,環境污染,土壤污染,大里區詹厝園段20(部分)地號,,217158,2664853,EPA
大里區詹厝園段206-1(部分)地號,特殊設施,環境污染,土壤污染,大里區詹厝園段206-1(部分)地號,,216016,2664495,EPA
大里區詹厝園段48(部分)地號,特殊設施,環境污染,土壤污染,大里區詹厝園段48(部分)地號,,217158,2664853,EPA
大里區詹厝園段50-2(部分) ,特殊設施,環境污染,土壤污染,大里區詹厝園段50-2(部分) ,,217158,2664853,EPA
大里區詹厝園段國有無地號(部分)-8,特殊設施,環境污染,土壤污染,大里區詹厝園段國有無地號(部分)-8,,217158,2664853,EPA
大里區詹厝園段206(部分)地號-115,特殊設施,環境污染,土壤污染,大里區詹厝園段206(部分)地號-115,,216194,2664549,EPA
大里區詹厝園段32(部分) ,特殊設施,環境污染,土壤污染,大里區詹厝園段32(部分) ,,216586,2664648,EPA
大里區詹厝園段123地號,特殊設施,環境污染,土壤污染,大里區詹厝園段123地號,,216586,2664648,EPA
大里區詹厝園段205-8(部分)地號,特殊設施,環境污染,土壤污染,大里區詹厝園段205-8(部分)地號,,216088,2664601,EPA
大里區詹厝園段205-7(部分)地號,特殊設施,環境污染,土壤污染,大里區詹厝園段205-7(部分)地號,,216101,2664615,EPA
大里區詹厝園段204(部分)地號-109,特殊設施,環境污染,土壤污染,大里區詹厝園段204(部分)地號-109,,216091,2664643,EPA
大里區詹厝園段203(部分)地號,特殊設施,環境污染,土壤污染,大里區詹厝園段203(部分)地號,,216075,2664700,EPA
大里區詹厝園段207-1(部分)地號-119,特殊設施,環境污染,土壤污染,大里區詹厝園段207-1(部分)地號-119,,216104,2664501,EPA
大里區詹厝園段206(部分)地號-114,特殊設施,環境污染,土壤污染,大里區詹厝園段206(部分)地號-114,,216142,2664535,EPA
大里區詹厝園段204(部分)地號-108,特殊設施,環境污染,土壤污染,大里區詹厝園段204(部分)地號-108,,216158,2664658,EPA
大里區詹厝園段202-1(部分)地號,特殊設施,環境污染,土壤污染,大里區詹厝園段202-1(部分)地號,,216068,2664664,EPA
大里區詹厝園段201-7(部分)地號,特殊設施,環境污染,土壤污染,大里區詹厝園段201-7(部分)地號,,215903,2664818,EPA
大里區詹厝園段201-4(部分)地號,特殊設施,環境污染,土壤污染,大里區詹厝園段201-4(部分)地號,,215816,2664724,EPA
大里區詹厝園段201-1(部分)地號,特殊設施,環境污染,土壤污染,大里區詹厝園段201-1(部分)地號,,215923,2664759,EPA
大里區詹厝園段200(部分)地號,特殊設施,環境污染,土壤污染,大里區詹厝園段200(部分)地號,,215786,2664750,EPA
大里區詹厝園段199(部分)地號,特殊設施,環境污染,土壤污染,大里區詹厝園段199(部分)地號,,215697,2664777,EPA
大里區詹厝園段190(部分)地號-100,特殊設施,環境污染,土壤污染,大里區詹厝園段190(部分)地號-100,,216170,2664763,EPA
大里區詹厝園段190(部分)地號-99,特殊設施,環境污染,土壤污染,大里區詹厝園段190(部分)地號-99,,216172,2664774,EPA
大里區詹厝園段190(部分)地號-98,特殊設施,環境污染,土壤污染,大里區詹厝園段190(部分)地號-98,,216038,2664797,EPA
大里區詹厝園段176-156(部分)地號,特殊設施,環境污染,土壤污染,大里區詹厝園段176-156(部分)地號,,215436,2665241,EPA
大里區詹厝園段34(部分)地號 ,特殊設施,環境污染,土壤污染,大里區詹厝園段34(部分)地號 ,,216591,2664597,EPA
大里區詹厝園段176-139(部分)地號-94,特殊設施,環境污染,土壤污染,大里區詹厝園段176-139(部分)地號-94,,216059,2665124,EPA
大里區詹厝園段176-127(部分)地號,特殊設施,環境污染,土壤污染,大里區詹厝園段176-127(部分)地號,,215353,2665129,EPA
大里區詹厝園段176-120(部分)地號,特殊設施,環境污染,土壤污染,大里區詹厝園段176-120(部分)地號,,216000,2665219,EPA
大里區詹厝園段35-1(部分)地號 ,特殊設施,環境污染,土壤污染,大里區詹厝園段35-1(部分)地號 ,,216591,2664597,EPA
大里區詹厝園段176-117(部分)地號-90,特殊設施,環境污染,土壤污染,大里區詹厝園段176-117(部分)地號-90,,216112,2665137,EPA
大里區詹厝園段90-1(部分)地號,特殊設施,環境污染,土壤污染,大里區詹厝園段90-1(部分)地號,,216591,2664597,EPA
大里區詹厝園段176-117(部分)地號-89,特殊設施,環境污染,土壤污染,大里區詹厝園段176-117(部分)地號-89,,216095,2665166,EPA
大里區詹厝園段91(部分)地號,特殊設施,環境污染,土壤污染,大里區詹厝園段91(部分)地號,,216591,2664597,EPA
大里區詹厝園段國有無地號(部分)-12,特殊設施,環境污染,土壤污染,大里區詹厝園段國有無地號(部分)-12,,216591,2664597,EPA
大里區詹厝園段176-117(部分)地號-88,特殊設施,環境污染,土壤污染,大里區詹厝園段176-117(部分)地號-88,,216076,2665178,EPA
大里區詹厝園段176-117(部分)地號-87,特殊設施,環境污染,土壤污染,大里區詹厝園段176-117(部分)地號-87,,216055,2665194,EPA
大里區詹厝園段84-1(部分)地號,特殊設施,環境污染,土壤污染,大里區詹厝園段84-1(部分)地號,,216683,2664526,EPA
大里區詹厝園段176-114地號,特殊設施,環境污染,土壤污染,大里區詹厝園段176-114地號,,215940,2665222,EPA
大里區詹厝園段84-3(部分)地號-14,特殊設施,環境污染,土壤污染,大里區詹厝園段84-3(部分)地號-14,,216691,2664505,EPA
大里區詹厝園段176-80(部分)地號,特殊設施,環境污染,土壤污染,大里區詹厝園段176-80(部分)地號,,216120,2664986,EPA
大里區詹厝園段85(部分)地號,特殊設施,環境污染,土壤污染,大里區詹厝園段85(部分)地號,,216673,2664524,EPA
大里區詹厝園段85-3(部分)地號-14,特殊設施,環境污染,土壤污染,大里區詹厝園段85-3(部分)地號-14,,216678,2664504,EPA
