狀態	通報日期	裁處日期	編號	KML檔編號	縣市	行政區	地段地號	追蹤日期
已裁罰追蹤中	110/05/31	111/09/02	269	6	臺中市	后里區	舊社新段969地號	111/12/31
已裁罰追蹤中	111/08/04	111/09/05	270	6	臺中市	大甲區	福順段193地號	112/03/15
已裁罰追蹤中	111/07/25	111/09/05	271	6	臺中市	潭子區	新田段265地號	112/03/08
已裁罰追蹤中	111/07/05	111/09/05	272	6	臺中市	烏日區	溪南西段150地號	112/03/01
已裁罰追蹤中	110/02/26	111/09/05	273	6	臺中市	大安區	安重段402-1、403地號	110/07/30
已裁罰追蹤中	110/06/03	111/09/06	274	6	臺中市	神岡區	宋厝段66地號(重測前：下溪洲段後壁厝小段119-139地號)	
已裁罰追蹤中	111/07/26	111/09/07	275	6	臺中市	潭子區	嘉仁段18地號	112/03/08
已裁罰追蹤中	111/07/22	111/09/07	276	6	臺中市	太平區	福利段25地號	112/03/08
已裁罰追蹤中	111/07/08	111/09/07	277	6	臺中市	烏日區	溪南東段2270地號等3筆地號	112/03/10
已裁罰追蹤中	111/08/10	111/09/12	278	6	臺中市	烏日區	溪尾南段388地號	112/03/10
已裁罰追蹤中	111/07/05	111/09/12	279	6	臺中市	烏日區	溪南東段2272地號	112/03/10
已裁罰追蹤中	111/06/23	111/09/14	280	6	臺中市	潭子區	聚興段新興小段294-2地號(重測後新潭段856地號)	112/03/16
已裁罰追蹤中	111/08/22	111/09/16	281	6	臺中市	大甲區	甲全段143地號	112/04/01
已裁罰追蹤中	111/08/10	111/09/16	282	6	臺中市	大安區	安農段430地號	112/04/01
已裁罰追蹤中	111/07/13	111/09/16	283	6	臺中市	龍井區	"遊園南段113,114地號等2筆地號"	112/03/15
已裁罰追蹤中	111/07/01	111/09/16	284	6	臺中市	大安區	安行段543地號	112/03/15
已裁罰追蹤中	110/08/26	111/09/16	285	6	臺中市	霧峰區	五福北段520地號	111/01/20
已裁罰追蹤中	110/07/26	111/09/16	286	6	臺中市	大甲區	甲惠段326地號	111/04/13
已裁罰追蹤中	111/08/15	111/09/20	287	6	臺中市	神岡區	豐工段7地號	112/02/01
已裁罰追蹤中	111/07/29	111/09/26	288	6	臺中市	后里區	后安段665地號	112/12/31
已裁罰追蹤中	111/08/11	111/09/27	289	6	臺中市	清水區	海風段1137-1地號	
已裁罰追蹤中	111/06/07	111/09/27	290	6	臺中市	后里區	新店段68地號	112/03/31
已裁罰追蹤中	106/11/15	111/09/27	291	6	臺中市	清水區	海風段1137-1地號	
已裁罰追蹤中	111/07/19	111/09/28	292	6	臺中市	太平區	永隆段55-4地號	111/10/07
已裁罰追蹤中	110/07/14	111/09/30	293	6	臺中市	大安區	安地段499、500地號	111/02/11
已裁罰追蹤中	110/07/05	111/09/30	294	6	臺中市	神岡區	溪洲段320地號	
已裁罰追蹤中	111/08/22	111/10/05	295	6	臺中市	烏日區	北里段646地號	112/04/10
已裁罰追蹤中	111/08/17	111/10/05	296	6	臺中市	大里區	光正段1114地號	112/04/10
已裁罰追蹤中	111/08/10	111/10/05	297	6	臺中市	烏日區	溪尾南段395地號	112/04/01
已裁罰追蹤中	111/08/22	111/10/11	298	7	臺中市	烏日區	北里段646-1地號	112/04/15
已裁罰追蹤中	111/09/19	111/10/13	299	7	臺中市	神岡區	建國段570-1地號	
已裁罰追蹤中	111/09/19	111/10/13	300	7	臺中市	后里區	新中社段198地號	
已裁罰追蹤中	111/09/07	111/10/13	301	7	臺中市	烏日區	溪尾北段440地號土地等12筆	112/04/20
已裁罰追蹤中	111/07/12	111/10/13	302	7	臺中市	外埔區	三崁段1211地號	112/04/14
已裁罰追蹤中	111/09/26	111/10/20	303	7	臺中市	大里區	涼傘樹段478地號等2筆地號	112/04/20
已裁罰追蹤中	111/07/14	111/10/20	304	7	臺中市	大里區	仁美段1451地號	112/02/20
已裁罰追蹤中	111/09/13	111/10/21	305	7	臺中市	大肚區	溪洲段1352-1地號	112/04/25
已裁罰追蹤中	111/09/20	111/10/24	306	7	臺中市	大甲區	義和段11地號	112/05/01
已裁罰追蹤中	111/09/29	111/10/25	307	7	臺中市	大安區	新龜?段911地號	112/05/01
已裁罰追蹤中	111/08/19	111/10/25	308	7	臺中市	神岡區	建國段370地號	112/04/01
已裁罰追蹤中	111/09/23	111/10/27	309	7	臺中市	烏日區	溪尾南段232地號	112/05/01
已裁罰追蹤中	111/11/16	111/11/29	310	7	臺中市	霧峰區	"五福北段853,854,867地號等3筆地號"	
已裁罰追蹤中	111/09/08	111/11/29	311	7	臺中市	烏日區	五張犁東段82地號等4筆地號	112/05/01
已裁罰追蹤中	111/10/25	111/11/30	312	7	臺中市	后里區	"枋寮段1003,1005地號等2筆地號"	111/12/30
已裁罰追蹤中	111/10/31	111/12/01	313	7	臺中市	大里區	"西湖北段855,856,857,858,859地號等5筆地號"	
已裁罰追蹤中	111/12/01	111/12/02	314	7	臺中市	外埔區	永豐段383地號	
已裁罰追蹤中	111/11/14	111/12/02	315	7	臺中市	外埔區	永豐段367地號	
已裁罰追蹤中	111/11/17	111/12/08	316	7	臺中市	大甲區	"福順段510-5,511,511-1,518-1地號等4筆地號"	
已裁罰追蹤中	111/11/01	111/12/12	317	7	臺中市	烏日區	溪尾北段687-1地號	112/06/15
已裁罰追蹤中	111/09/05	111/12/20	318	7	臺中市	太平區	新頭汴段76地號	112/06/02
已裁罰追蹤中	111/11/01	111/12/22	319	7	臺中市	大甲區	新興段132地號	112/06/30
已裁罰追蹤中	111/12/09	111/12/23	320	7	臺中市	霧峰區	新厝段69地號	
已裁罰追蹤中	111/07/15	111/12/23	321	7	臺中市	大安區	福東段251地號	112/06/30
已裁罰追蹤中	111/11/21	111/12/26	322	7	臺中市	烏日區	溪南東段238地號	112/07/01
已裁罰追蹤中	111/10/14	111/12/27	323	7	臺中市	石岡區	新國校段58、59地號	112/03/27
已裁罰追蹤中	111/10/13	111/12/28	324	7	臺中市	清水區	東山段1092地號	112/06/25
已裁罰追蹤中	111/08/25	111/12/28	325	7	臺中市	大肚區	瑞井段78地號	112/06/25
