名稱,分類,定位地址,回報地址,X坐標,Y座標,來源
頭張(昌平路),站牌,,,218540.0764,2674617.662,Opendata
民俗公園(昌平路),站牌,,,218548.9541,2674405.295,Opendata
昌平文心路口,站牌,,,218576.8155,2674143.851,Opendata
頂二分埔,站牌,,,218619.1851,2674000.898,Opendata
下二分埔,站牌,,,218710.7001,2673800.79,Opendata
昌平北屯路口,站牌,,,218930.2815,2673462.702,Opendata
北屯國小(北屯路),站牌,,,218813.1903,2673122.768,Opendata
監理站,站牌,,,218723.5538,2672867.499,Opendata
寶覺寺,站牌,,,218488.2893,2672554.407,Opendata
新民高中(三民路),站牌,,,218342.8555,2672423.122,Opendata
三民錦中街口,站牌,,,218188.0191,2672255.494,Opendata
一心市場,站牌,,,218053.6591,2672080.255,Opendata
中友百貨,站牌,,,217972.2171,2671867.095,Opendata
國立臺中科技大學,站牌,,,217873.9474,2671628.611,Opendata
臺中公園(三民路),站牌,,,217707.9604,2671166.077,Opendata
光復國小(三民路),站牌,,,217609.7069,2671023.586,Opendata
第二市場(三民路),站牌,,,217475.0287,2670868.429,Opendata
美榮藥局,站牌,,,217313.2969,2670710.492,Opendata
臺中州廳,站牌,,,217323.0105,2670465.873,Opendata
民權繼光街口,站牌,,,217591.1641,2670230.837,Opendata
臺中火車站,站牌,,,217874.6084,2670178.585,Opendata
干城站,站牌,,,218063.3683,2670659.996,Opendata
干城站,站牌,,,218063.3683,2670659.996,Opendata
臺中火車站,站牌,,,217934.3391,2670345.352,Opendata
第一廣場,站牌,,,217828.4616,2670460.107,Opendata
彰化銀行(臺灣大道),站牌,,,217742.5339,2670546.866,Opendata
第二市場(臺灣大道),站牌,,,217492.6071,2670777.802,Opendata
中區公所(興中街),站牌,,,217453.2556,2671049.047,Opendata
臺中公園(三民路),站牌,,,217707.8838,2671145.743,Opendata
國立臺中科技大學,站牌,,,217892.1791,2671628.635,Opendata
中友百貨,站牌,,,218003.3722,2671938.238,Opendata
一心市場,站牌,,,218082.0902,2672147.011,Opendata
三民錦中街口,站牌,,,218188.0191,2672255.494,Opendata
新民高中(三民路),站牌,,,218313.9599,2672375.194,Opendata
寶覺寺,站牌,,,218490.1141,2672534.099,Opendata
監理站,站牌,,,218724.2959,2672899.984,Opendata
北屯國小(北屯路),站牌,,,218813.1903,2673122.768,Opendata
昌平北屯路口,站牌,,,218930.2798,2673461.964,Opendata
下二分埔,站牌,,,218707.4734,2673798.212,Opendata
頂二分埔,站牌,,,218621.4996,2673976.896,Opendata
昌平文心路口,站牌,,,218576.8155,2674143.851,Opendata
民俗公園(昌平路),站牌,,,218546.9122,2674400.87,Opendata
頭張(昌平路),站牌,,,218540.0764,2674617.662,Opendata
頂頭張(昌平路),站牌,,,218565.4405,2674830.691,Opendata
松竹國小,站牌,,,218462.9225,2675049.883,Opendata
三分埔,站牌,,,218392.8112,2675142.718,Opendata
光照寺,站牌,,,218233.3386,2675483.054,Opendata
八二三紀念公園,站牌,,,218196.6195,2675795.456,Opendata
南四張犁,站牌,,,218099.7314,2676009.607,Opendata
仁美里(昌平路),站牌,,,217878.4627,2676248.961,Opendata
四民市場,站牌,,,217753.507,2676326.216,Opendata
四張犁(昌平路),站牌,,,217721.7621,2676363.058,Opendata
四民頂街(昌平路),站牌,,,217792.1151,2676609.874,Opendata
東寶社區(昌平路),站牌,,,216929.1403,2677595.076,Opendata
東員寶,站牌,,,216874.6233,2678161.957,Opendata
西員寶,站牌,,,216795.8932,2678406.578,Opendata
馬岡厝,站牌,,,216373.0952,2678833.297,Opendata
昌平雅潭路口,站牌,,,216250.3615,2679007.546,Opendata
三和國小,站牌,,,216336.7874,2679370.42,Opendata
三和,站牌,,,216436.6228,2679667.553,Opendata
頂三和,站牌,,,216564.2015,2680145.48,Opendata
誼豐廠,站牌,,,216671.586,2680374.706,Opendata
花眉,站牌,,,216813.9997,2680688.133,Opendata
頂花眉,站牌,,,217213.7808,2681188.025,Opendata
社南,站牌,,,217371.1938,2681496.772,Opendata
頂社南,站牌,,,217645.5629,2681838.81,Opendata
社口國小,站牌,,,217969.4893,2682276.986,Opendata
神岡國中,站牌,,,217653.0505,2682449.593,Opendata
福隆新村,站牌,,,217450.6921,2682637.893,Opendata
福華公司,站牌,,,217122.4974,2682858.162,Opendata
電信局,站牌,,,216884.0689,2683074.906,Opendata
中山溝心路口,站牌,,,216719.3466,2683326.147,Opendata
北庄,站牌,,,216321.3536,2683560.776,Opendata
庄頭,站牌,,,215775.2859,2683650.799,Opendata
神岡區公所,站牌,,,215619.8213,2683605.767,Opendata
神岡,站牌,,,215405.9986,2683530.865,Opendata
神岡農會,站牌,,,215332.9761,2683690.638,Opendata
神圳國中,站牌,,,215337.1134,2683928.968,Opendata
圳前里,站牌,,,215240.5553,2684302.775,Opendata
圳前活動中心,站牌,,,215327.8919,2684628.794,Opendata
三民路口,站牌,,,215535.227,2685018.958,Opendata
圳堵三民橋頭,站牌,,,215514.2627,2685165.425,Opendata
頂車站,站牌,,,215382.9256,2685431.11,Opendata
福德祠,站牌,,,215137.2526,2685950.776,Opendata
新庄,站牌,,,214901.3501,2686112.985,Opendata
新庄車庫,站牌,,,214716.0606,2686189.534,Opendata
庄尾,站牌,,,214420.0576,2686364.158,Opendata
和睦路807巷口,站牌,,,213921.9566,2686586.04,Opendata
永進公司,站牌,,,213602.6038,2686824.393,Opendata
頂舊庄,站牌,,,212964.328,2687166.206,Opendata
舊庄,站牌,,,212722.7152,2687394.108,Opendata
下舊庄,站牌,,,212488.4867,2687494.516,Opendata
良逸公司,站牌,,,211979.8364,2687467.079,Opendata
海風里,站牌,,,211364.4822,2687472.513,Opendata
楊厝里,站牌,,,210976.1585,2687090.925,Opendata
忠義宮,站牌,,,210695.0923,2687247.756,Opendata
大楊國小,站牌,,,210443.7418,2687428.764,Opendata
南清宮,站牌,,,210604.5481,2687869.337,Opendata
南清宮,站牌,,,210604.5481,2687869.337,Opendata
大楊國小,站牌,,,210443.7418,2687428.764,Opendata
忠義宮,站牌,,,210695.0923,2687247.756,Opendata
楊厝里,站牌,,,210976.1585,2687090.925,Opendata
海風里,站牌,,,211364.4822,2687472.513,Opendata
良逸公司,站牌,,,211979.8364,2687467.079,Opendata
下舊庄,站牌,,,212488.4867,2687494.516,Opendata
舊庄,站牌,,,212722.7152,2687394.108,Opendata
頂舊庄,站牌,,,212964.328,2687166.206,Opendata
永進公司,站牌,,,213602.6038,2686824.393,Opendata
和睦路807巷口,站牌,,,213921.9566,2686586.04,Opendata
庄尾,站牌,,,214420.0576,2686364.158,Opendata
新庄車庫,站牌,,,214716.0606,2686189.534,Opendata
新庄,站牌,,,214901.3501,2686112.985,Opendata
福德祠,站牌,,,215137.2526,2685950.776,Opendata
頂車站,站牌,,,215382.9256,2685431.11,Opendata
圳堵三民橋頭,站牌,,,215514.2627,2685165.425,Opendata
三民路口,站牌,,,215535.227,2685018.958,Opendata
圳前活動中心,站牌,,,215327.8919,2684628.794,Opendata
圳前里,站牌,,,215240.5553,2684302.775,Opendata
神圳國中,站牌,,,215337.1134,2683928.968,Opendata
神岡農會,站牌,,,215332.9761,2683690.638,Opendata
神岡,站牌,,,215405.9986,2683530.865,Opendata
神岡區公所,站牌,,,215619.8213,2683605.767,Opendata
庄頭,站牌,,,215775.2859,2683650.799,Opendata
北庄,站牌,,,216321.3536,2683560.776,Opendata
中山溝心路口,站牌,,,216719.3466,2683326.147,Opendata
電信局,站牌,,,216884.0689,2683074.906,Opendata
福華公司,站牌,,,217122.4974,2682858.162,Opendata
福隆新村,站牌,,,217450.6921,2682637.893,Opendata
神岡國中,站牌,,,217653.0505,2682449.593,Opendata
社口國小,站牌,,,217969.4893,2682276.986,Opendata
頂社南,站牌,,,217645.5629,2681838.81,Opendata
社南,站牌,,,217371.1938,2681496.772,Opendata
頂花眉,站牌,,,217213.7808,2681188.025,Opendata
花眉,站牌,,,216813.9997,2680688.133,Opendata
誼豐廠,站牌,,,216671.586,2680374.706,Opendata
頂三和,站牌,,,216564.2015,2680145.48,Opendata
三和,站牌,,,216436.6228,2679667.553,Opendata
三和國小,站牌,,,216336.7874,2679370.42,Opendata
昌平雅潭路口,站牌,,,216237.171,2679000.606,Opendata
馬岡厝,站牌,,,216373.0952,2678833.297,Opendata
西員寶,站牌,,,216795.8932,2678406.578,Opendata
東員寶,站牌,,,216874.6233,2678161.957,Opendata
東寶社區(昌平路),站牌,,,216929.1403,2677595.076,Opendata
四民頂街(四平路),站牌,,,217719.0849,2676615.467,Opendata
四張犁(后庄路),站牌,,,217690.394,2676373.429,Opendata
四民市場,站牌,,,217749.7787,2676321.794,Opendata
仁美里(昌平路),站牌,,,217889.1499,2676257.797,Opendata
南四張犁,站牌,,,218090.1003,2676018.674,Opendata
八二三紀念公園,站牌,,,218187.646,2675798.798,Opendata
光照寺,站牌,,,218231.2835,2675472.721,Opendata
三分埔,站牌,,,218403.714,2675143.237,Opendata
松竹國小,站牌,,,218471.6242,2675042.818,Opendata
頂頭張(昌平路),站牌,,,218568.5615,2674849.918,Opendata
頭張(昌平路),站牌,,,218540.0764,2674617.662,Opendata
民俗公園(昌平路),站牌,,,218548.9541,2674405.295,Opendata
昌平文心路口,站牌,,,218576.8155,2674143.851,Opendata
頂二分埔,站牌,,,218619.1851,2674000.898,Opendata
下二分埔,站牌,,,218710.7001,2673800.79,Opendata
昌平北屯路口,站牌,,,218930.2815,2673462.702,Opendata
北屯國小(北屯路),站牌,,,218813.1903,2673122.768,Opendata
監理站,站牌,,,218723.5538,2672867.499,Opendata
寶覺寺,站牌,,,218488.2893,2672554.407,Opendata
新民高中(三民路),站牌,,,218342.8555,2672423.122,Opendata
三民錦中街口,站牌,,,218203.1599,2672287.024,Opendata
一心市場,站牌,,,218053.6591,2672080.255,Opendata
中友百貨,站牌,,,217972.2171,2671867.095,Opendata
國立臺中科技大學,站牌,,,217873.9474,2671628.611,Opendata
臺中公園(三民路),站牌,,,217707.9604,2671166.077,Opendata
光復國小(三民路),站牌,,,217609.7069,2671023.586,Opendata
第二市場(三民路),站牌,,,217475.0287,2670868.429,Opendata
美榮藥局,站牌,,,217313.2969,2670710.492,Opendata
臺中州廳,站牌,,,217323.0105,2670465.873,Opendata
民權繼光街口,站牌,,,217591.1641,2670230.837,Opendata
臺中火車站,站牌,,,217782.882,2670155.977,Opendata
干城站,站牌,,,218063.3683,2670659.996,Opendata
道禾六藝文化館,站牌,,,216829.3238,2669976.535,Opendata
地方法院,站牌,,,217046.7232,2669887.651,Opendata
臺中女中,站牌,,,217257.9846,2670089.838,Opendata
民權繼光街口,站牌,,,217591.1641,2670230.837,Opendata
臺中火車站,站牌,,,217944.8828,2670338.219,Opendata
第一廣場,站牌,,,217827.4087,2670466.434,Opendata
彰化銀行(臺灣大道),站牌,,,217742.5339,2670546.866,Opendata
第二市場(臺灣大道),站牌,,,217492.6071,2670777.802,Opendata
中區公所(興中街),站牌,,,217453.2556,2671049.047,Opendata
臺中公園(三民路),站牌,,,217707.8838,2671145.743,Opendata
國立臺中科技大學,站牌,,,217895.4685,2671636.218,Opendata
中友百貨,站牌,,,218003.3722,2671938.238,Opendata
一心市場,站牌,,,218082.0902,2672147.011,Opendata
三民錦中街口,站牌,,,218188.0191,2672255.494,Opendata
新民高中(三民路),站牌,,,218313.9599,2672375.194,Opendata
寶覺寺,站牌,,,218490.1141,2672534.099,Opendata
監理站,站牌,,,218724.2959,2672899.984,Opendata
北屯國小(北屯路),站牌,,,218829.953,2673121.07,Opendata
北屯,站牌,,,218963.0901,2673364.061,Opendata
三光國中,站牌,,,219150.71,2673664.896,Opendata
大坑口,站牌,,,219246.7786,2673841.521,Opendata
聯安醫院,站牌,,,219397.6403,2673908.754,Opendata
東光國小,站牌,,,219817.5051,2673850.081,Opendata
東山旱溪西路口,站牌,,,219977.823,2673825.561,Opendata
玫瑰新村,站牌,,,220199.6825,2673833.216,Opendata
水景里,站牌,,,220365.1445,2673916.857,Opendata
三和社區,站牌,,,220482.1682,2674000.599,Opendata
水景頭,站牌,,,220643.4501,2674113.6,Opendata
大華新村,站牌,,,220982.3446,2674294.906,Opendata
建功國小,站牌,,,221277.7197,2674484.428,Opendata
軍功里,站牌,,,221517.2937,2674545.783,Opendata
和平里(東山路),站牌,,,221779.5806,2674538.798,Opendata
東山建和路口,站牌,,,221999.4032,2674545.194,Opendata
正覺寺,站牌,,,222256.0505,2674595.082,Opendata
圓山新村,站牌,,,222753.8424,2674651.156,Opendata
台電東山所,站牌,,,223034.2865,2674661.511,Opendata
梨仔園,站牌,,,223137.1878,2674719.461,Opendata
逢甲橋,站牌,,,223297.8826,2674806.097,Opendata
大坑圓環,站牌,,,223566.7575,2674869.289,Opendata
大坑橋,站牌,,,223533.7974,2674732.561,Opendata
樂達利山莊,站牌,,,223376.0047,2674567.653,Opendata
中臺科技大學,站牌,,,223115.8018,2674424.72,Opendata
花園新城,站牌,,,222994.0153,2674144.935,Opendata
國際青年之家,站牌,,,222914.1581,2673907.906,Opendata
?子景賢路口,站牌,,,222901.5349,2673564.851,Opendata
?子巷口,站牌,,,222904.5896,2673301.591,Opendata
?子太原路口,站牌,,,222893.4263,2672989.073,Opendata
朝聖宮(部子坑),站牌,,,223326.5393,2672896.775,Opendata
華盛頓中學,站牌,,,224010.3395,2672618.004,Opendata
大興十九街口,站牌,,,223816.2057,2672500.042,Opendata
大興十五街口,站牌,,,223330.349,2672435.602,Opendata
屯區藝文中心,站牌,,,223082.3077,2672387.339,Opendata
大興五街口,站牌,,,222900.6562,2671983.444,Opendata
大興一街口,站牌,,,222884.0569,2671805.167,Opendata
叉路口(中山路),站牌,,,222841.2041,2671715.541,Opendata
國軍臺中總醫院,站牌,,,222557.6078,2671681.752,Opendata
國軍臺中總醫院,站牌,,,222557.6078,2671681.752,Opendata
叉路口(中山路),站牌,,,222841.2041,2671715.541,Opendata
大興一街口,站牌,,,222884.0569,2671805.167,Opendata
大興五街口,站牌,,,222900.6562,2671983.444,Opendata
屯區藝文中心,站牌,,,223082.3077,2672387.339,Opendata
大興十五街口,站牌,,,223330.349,2672435.602,Opendata
大興十九街口,站牌,,,223816.2057,2672500.042,Opendata
華盛頓中學,站牌,,,224010.3395,2672618.004,Opendata
朝聖宮(部子坑),站牌,,,223326.5393,2672896.775,Opendata
?子太原路口,站牌,,,222893.4263,2672989.073,Opendata
?子巷口,站牌,,,222904.5896,2673301.591,Opendata
?子景賢路口,站牌,,,222901.5349,2673564.851,Opendata
國際青年之家,站牌,,,222913.0668,2673905.74,Opendata
花園新城,站牌,,,222994.0153,2674144.935,Opendata
中臺科技大學,站牌,,,223206.3594,2674493.398,Opendata
樂達利山莊,站牌,,,223415.9908,2674581.237,Opendata
大坑橋,站牌,,,223539.1928,2674721.845,Opendata
大坑圓環,站牌,,,223566.7575,2674869.289,Opendata
逢甲橋,站牌,,,223283.8525,2674822.921,Opendata
梨仔園,站牌,,,223152.1168,2674737.523,Opendata
台電東山所,站牌,,,223043.9797,2674683.089,Opendata
圓山新村,站牌,,,222740.1395,2674658.196,Opendata
正覺寺,站牌,,,222323.1495,2674615.994,Opendata
東山建和路口,站牌,,,222012.811,2674563.81,Opendata
和平里(東山路),站牌,,,221777.0497,2674543.419,Opendata
軍功里,站牌,,,221529.6239,2674533.391,Opendata
建功國小,站牌,,,221298.5299,2674475.157,Opendata
大華新村,站牌,,,221006.0797,2674309.809,Opendata
水景頭,站牌,,,220654.6368,2674118.377,Opendata
三和社區,站牌,,,220481.9955,2674000.6,Opendata
水景里,站牌,,,220367.5508,2673935.495,Opendata
玫瑰新村,站牌,,,220223.9347,2673846.825,Opendata
東山旱溪西路口,站牌,,,219974.9779,2673830.336,Opendata
東光國小,站牌,,,219817.5051,2673850.081,Opendata
聯安醫院,站牌,,,219407.3006,2673912.241,Opendata
大坑口,站牌,,,219199.7895,2673806.368,Opendata
三光國中,站牌,,,219101.6864,2673624.395,Opendata
北屯,站牌,,,218941.8981,2673352.11,Opendata
北屯國小(北屯路),站牌,,,218817.4139,2673116.483,Opendata
監理站,站牌,,,218719.4933,2672869.354,Opendata
寶覺寺,站牌,,,218488.2893,2672554.407,Opendata
新民高中(三民路),站牌,,,218342.8555,2672423.122,Opendata
三民錦中街口,站牌,,,218203.1599,2672287.024,Opendata
一心市場,站牌,,,218062.2369,2672098.804,Opendata
中友百貨,站牌,,,217972.2171,2671867.095,Opendata
國立臺中科技大學,站牌,,,217880.1776,2671624.326,Opendata
臺中公園(三民路),站牌,,,217691.645,2671186.714,Opendata
光復國小(三民路),站牌,,,217614.9476,2671022.079,Opendata
第二市場(三民路),站牌,,,217464.1238,2670868.454,Opendata
第二信用,站牌,,,217384.0593,2670717.691,Opendata
中山自由路口,站牌,,,217602.122,2670521.902,Opendata
彰化銀行(自由路),站牌,,,217689.7588,2670548.135,Opendata
臺中火車站,站牌,,,217944.8828,2670338.219,Opendata
民權繼光街口,站牌,,,217579.6855,2670233.521,Opendata
臺中女中,站牌,,,217276.1401,2670117.816,Opendata
地方法院,站牌,,,217058.1498,2669906.342,Opendata
光明國中(貴和街),站牌,,,216900.2938,2669813.345,Opendata
道禾六藝文化館,站牌,,,216801.9237,2669950.905,Opendata
草湖,站牌,,,219220.7023,2664288.987,Opendata
中興東南路口,站牌,,,219320.0549,2663983.129,Opendata
中正吉峰路口,站牌,,,219466.5609,2663462.913,Opendata
霧峰農工,站牌,,,219466.9619,2663117.747,Opendata
甲寅,站牌,,,219420.6729,2662774.965,Opendata
中正草湖路口,站牌,,,219400.2886,2662610.767,Opendata
霧峰,站牌,,,219362.3145,2662163.43,Opendata
霧峰郵局,站牌,,,219329.0113,2661893.889,Opendata
教育部國教署,站牌,,,219288.6221,2661611.713,Opendata
霧峰國小,站牌,,,219255.6563,2661415.093,Opendata
省議會,站牌,,,219173.4795,2661177.048,Opendata
八德橋,站牌,,,218899.4202,2660625.666,Opendata
坑口里(光復新村),站牌,,,218692.3814,2660081.673,Opendata
光復國中小(柳豐路),站牌,,,218462.367,2659826.569,Opendata
六股(中正路),站牌,,,218648.8847,2659679.638,Opendata
六股里新活動中心,站牌,,,218877.8286,2659583.45,Opendata
山腳,站牌,,,219130.8216,2659506.817,Opendata
峰谷里一鄰,站牌,,,219468.5136,2659416.275,Opendata
坑口橋,站牌,,,219759.2559,2659487.755,Opendata
峰谷社區,站牌,,,220169.433,2659670.738,Opendata
峰谷里三鄰,站牌,,,220505.076,2659275.885,Opendata
仙峰宮,站牌,,,220883.7218,2659260.491,Opendata
新峰橋,站牌,,,220961.1858,2659490.691,Opendata
瑪利亞霧峰家園,站牌,,,221273.7864,2659460.823,Opendata
峰谷里活動中心,站牌,,,221444.0267,2659397.465,Opendata
峰谷里公園,站牌,,,221620.74,2659161.108,Opendata
峰谷里六鄰,站牌,,,221798.5183,2659049.232,Opendata
峰谷國小,站牌,,,222032.7087,2658967.593,Opendata
牛城福德祠,站牌,,,222801.2186,2658867.45,Opendata
峰谷里11鄰,站牌,,,223177.7931,2658977.639,Opendata
牛城福德祠,站牌,,,222811.3179,2658877.57,Opendata
福天宮,站牌,,,221607.6443,2659378.866,Opendata
大臺中山莊,站牌,,,221893.3875,2659240.862,Opendata
復興六街口,站牌,,,222239.5453,2659307.965,Opendata
復興八街口,站牌,,,222552.1583,2659334.274,Opendata
復興八街口,站牌,,,222552.1583,2659334.274,Opendata
復興六街口,站牌,,,222239.5453,2659307.965,Opendata
大臺中山莊,站牌,,,221893.3875,2659240.862,Opendata
福天宮,站牌,,,221594.9488,2659388.194,Opendata
牛城福德祠,站牌,,,222811.3179,2658877.57,Opendata
峰谷里11鄰,站牌,,,223177.7931,2658977.639,Opendata
牛城福德祠,站牌,,,222801.2186,2658867.45,Opendata
峰谷國小,站牌,,,222018.9995,2658979.027,Opendata
峰谷里六鄰,站牌,,,221798.5183,2659049.232,Opendata
峰谷里公園,站牌,,,221620.74,2659161.108,Opendata
峰谷里活動中心,站牌,,,221444.0267,2659397.465,Opendata
瑪利亞霧峰家園,站牌,,,221308.4566,2659454.108,Opendata
新峰橋,站牌,,,220961.1858,2659490.691,Opendata
仙峰宮,站牌,,,220883.7218,2659260.491,Opendata
峰谷里三鄰,站牌,,,220525.5038,2659267.869,Opendata
峰谷社區,站牌,,,220169.433,2659670.738,Opendata
坑口橋,站牌,,,219747.663,2659488.776,Opendata
峰谷里一鄰,站牌,,,219483.5849,2659424.66,Opendata
山腳,站牌,,,219114.9784,2659517.816,Opendata
六股里新活動中心,站牌,,,218877.8286,2659583.45,Opendata
六股(峰谷路),站牌,,,218875.2822,2659581.795,Opendata
六股(中正路),站牌,,,218666.3293,2659657.007,Opendata
光復國中小(柳豐路),站牌,,,218462.367,2659826.569,Opendata
坑口里(光復新村),站牌,,,218692.3814,2660081.673,Opendata
八德橋,站牌,,,218941.9468,2660679.176,Opendata
省議會,站牌,,,219168.3148,2661140.068,Opendata
霧峰國小,站牌,,,219266.9535,2661466.456,Opendata
教育部國教署,站牌,,,219288.6221,2661611.713,Opendata
霧峰郵局,站牌,,,219329.0113,2661893.889,Opendata
霧峰,站牌,,,219346.3269,2662105.865,Opendata
中正草湖路口,站牌,,,219405.1556,2662509.199,Opendata
甲寅,站牌,,,219420.6729,2662774.965,Opendata
霧峰農工,站牌,,,219458.7754,2663093.621,Opendata
中正吉峰路口,站牌,,,219466.5609,2663462.913,Opendata
中興東南路口,站牌,,,219328.991,2663977.683,Opendata
草湖,站牌,,,219220.6092,2664311.827,Opendata
朝馬轉運站(朝富路),站牌,,,213223.2803,2673613.094,Opendata
老虎城2,站牌,,,213262.3842,2673386.401,Opendata
河南市政北七路口,站牌,,,213352.2067,2673373.199,Opendata
河南臺灣大道口,站牌,,,213573.7815,2673721.098,Opendata
河南青海路口,站牌,,,213771.8889,2673975.136,Opendata
青海河南路口,站牌,,,213910.9347,2674016.801,Opendata
青海弘孝路口,站牌,,,214094.4128,2673808.929,Opendata
臺中市後備指揮部,站牌,,,214272.4487,2673665.315,Opendata
青海文心路口,站牌,,,214689.3455,2673414.418,Opendata
何厝國小,站牌,,,214975.4214,2673263.975,Opendata
漢口西屯路口,站牌,,,215378.5051,2673214.7,Opendata
頂何厝(西屯路),站牌,,,215564.149,2673225.14,Opendata
西屯太原路口,站牌,,,215765.3794,2673184.636,Opendata
西屯忠明路口,站牌,,,215907.8227,2672964.342,Opendata
西屯健行路口,站牌,,,216045.316,2672754.471,Opendata
植物園(健行路),站牌,,,216222.7309,2672707.866,Opendata
健行民權路口,站牌,,,216533.7607,2672698.603,Opendata
健行國小,站牌,,,216803.0665,2672706.721,Opendata
健行尚德街口,站牌,,,217294.7471,2672686.311,Opendata
健行學士路口,站牌,,,217491.878,2672683.091,Opendata
中國醫藥大學,站牌,,,217616.8201,2672394.299,Opendata
中山堂,站牌,,,217664.3343,2672254.276,Opendata
五權學士路口,站牌,,,217862.1761,2672099.699,Opendata
莒光新城,站牌,,,218280.8784,2672122.57,Opendata
臺灣體大體育場,站牌,,,218376.8684,2671952.576,Opendata
臺中一中,站牌,,,218240.4334,2671608.222,Opendata
臺灣體大游泳池,站牌,,,218113.9193,2671294.859,Opendata
臺中公園(雙十路),站牌,,,218105.62,2671006.224,Opendata
立體停車場(自由路),站牌,,,218250.3584,2670900.291,Opendata
自由富台東街口,站牌,,,218561.0556,2670874.121,Opendata
明功堂醫院,站牌,,,218692.1679,2670868.953,Opendata
建成樂業路口,站牌,,,219157.6022,2670356.198,Opendata
新建國市場(1號門),站牌,,,219031.6377,2669996.716,Opendata
新建國市場(3號門),站牌,,,218825.0356,2669915.433,Opendata
建成大振街口,站牌,,,218732.7964,2669751.871,Opendata
大智忠孝路口,站牌,,,218485.2302,2669717.347,Opendata
新時代購物中心,站牌,,,218290.1515,2670126.634,Opendata
臺中火車站(東站),站牌,,,218116.3616,2670098.194,Opendata
臺中家商,站牌,,,217849.3614,2669980.176,Opendata
第三市場,站牌,,,217835.9217,2669789.715,Opendata
臺中國小,站牌,,,217985.3562,2669484.814,Opendata
興大附農(臺中路),站牌,,,217933.9732,2669176.082,Opendata
東峰國中,站牌,,,218081.4577,2669054,Opendata
仁和大智路口,站牌,,,218468.1766,2669052.142,Opendata
大智喬城路口,站牌,,,218521.9446,2668761.635,Opendata
大智喬城路口,站牌,,,218518.4078,2668771.057,Opendata
仁和大智路口,站牌,,,218468.1766,2669052.142,Opendata
東峰國中,站牌,,,218081.4577,2669054,Opendata
興大附農(臺中路),站牌,,,217933.9732,2669176.082,Opendata
臺中國小,站牌,,,217985.3562,2669484.814,Opendata
第三市場,站牌,,,217835.9217,2669789.715,Opendata
臺中家商,站牌,,,217849.3614,2669980.176,Opendata
臺中火車站(東站),站牌,,,218116.3616,2670098.194,Opendata
新時代購物中心,站牌,,,218291.9876,2670115.925,Opendata
大智忠孝路口,站牌,,,218476.7952,2669731.578,Opendata
建成大振街口,站牌,,,218732.7964,2669751.871,Opendata
新建國市場(3號門),站牌,,,218826.765,2669962.609,Opendata
新建國市場(1號門),站牌,,,219031.6377,2669996.716,Opendata
建成樂業路口,站牌,,,219157.6022,2670356.198,Opendata
明功堂醫院,站牌,,,218692.1679,2670868.953,Opendata
自由富台東街口,站牌,,,218561.0556,2670874.121,Opendata
立體停車場(自由路),站牌,,,218250.3584,2670900.291,Opendata
臺中公園(雙十路),站牌,,,218105.62,2671006.224,Opendata
臺灣體大游泳池,站牌,,,218113.9193,2671294.859,Opendata
臺中一中,站牌,,,218231.1383,2671618.949,Opendata
臺灣體大體育場,站牌,,,218378.061,2671954.198,Opendata
莒光新城,站牌,,,218318.7951,2672114.18,Opendata
五權學士路口,站牌,,,217875.5027,2672092.47,Opendata
中山堂,站牌,,,217664.3343,2672254.276,Opendata
中國醫藥大學,站牌,,,217602.0475,2672422.353,Opendata
健行學士路口,站牌,,,217501.4485,2672691.154,Opendata
健行尚德街口,站牌,,,217294.7471,2672686.311,Opendata
健行國小,站牌,,,216803.1529,2672700.186,Opendata
健行民權路口,站牌,,,216533.7607,2672698.603,Opendata
植物園(健行路),站牌,,,216211.8408,2672700.693,Opendata
西屯健行路口,站牌,,,216037.6191,2672765.343,Opendata
西屯忠明路口,站牌,,,215900.7319,2672973.662,Opendata
西屯太原路口,站牌,,,215760.5929,2673180.218,Opendata
頂何厝(西屯路),站牌,,,215562.315,2673239.912,Opendata
漢口西屯路口,站牌,,,215378.5051,2673214.7,Opendata
何厝國小,站牌,,,214977.4455,2673260.647,Opendata
青海文心路口,站牌,,,214699.0923,2673411.182,Opendata
臺中市後備指揮部,站牌,,,214352.2637,2673604.312,Opendata
青海弘孝路口,站牌,,,214094.4128,2673808.929,Opendata
河南青海路口,站牌,,,213771.8889,2673975.136,Opendata
河南臺灣大道口,站牌,,,213573.7815,2673721.098,Opendata
秋紅谷(河南路),站牌,,,213459.787,2673575.799,Opendata
老虎城2,站牌,,,213262.3842,2673386.401,Opendata
黎明環河路口,站牌,,,212963.4103,2673633.224,Opendata
朝馬轉運站(朝富路),站牌,,,213221.5309,2673592.794,Opendata
軍福公園,站牌,,,221085.6543,2675017.605,Opendata
葳格高級中學,站牌,,,220759.7195,2675017.607,Opendata
舊社橋頭,站牌,,,220514.2586,2674971.709,Opendata
旱溪西南興二路口,站牌,,,220464.9956,2674684.855,Opendata
新移民家庭服務中心,站牌,,,220415.8422,2674305.081,Opendata
旱溪西太原路口,站牌,,,220062.6353,2673521.039,Opendata
金母橋,站牌,,,219905.4685,2672716.986,Opendata
十甲旺市場,站牌,,,219440.5519,2671383.761,Opendata
育英國中,站牌,,,219480.9827,2670442.071,Opendata
建成樂業路口,站牌,,,219157.6022,2670356.198,Opendata
新建國市場(8號門),站牌,,,219083.753,2669971.499,Opendata
新建國市場(6號門),站牌,,,218894.3921,2669826.644,Opendata
