"編號","基準地編號","土地標示","地價(元/m²)","面積(m²)","形狀及寬深比(m)","使用分區或編定用地","建蔽率(%)","容積率(%)","地上建物門牌","地上建物型態及建物名稱","較去年漲跌(%)","geometry"
"119","D10BA0001","臺南市鹽水區朝琴段75地號","66900","84.72","長方形4.8:17.7","住宅區","60","180","臺南市鹽水區朝琴路85號","透天住家用","2.79","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.26965537156444,23.32161840201195],[120.2695809760425,23.32175919198779],[120.26962310660342,23.32177916375612],[120.26969768135984,23.321641354449465],[120.26965537156444,23.32161840201195]]]}"
"120","D10BB0001","臺南市鹽水區朝琴段670地號","67500","101.39","長方形4.5:22.5","商業區","80","240","臺南市鹽水區三福路76號","透天商行","0","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.26604443995481,23.321035991061372],[120.26600012849859,23.321039395458666],[120.26602063421005,23.321240225219032],[120.26606396799122,23.32123681623841],[120.26606475068021,23.321236729605616],[120.26606187736364,23.3212080012041],[120.26604443995481,23.321035991061372]]]}"
"121","D10BB0002","臺南市鹽水區朝琴段361地號","80800","57.48","長方形3.8:15.1","商業區","80","240","臺南市鹽水區朝琴路3之1號","透天銀樓","0.38","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.26790788280128,23.32088993589631],[120.26787110298604,23.32089283421885],[120.26786138314723,23.321025076249],[120.26789331519124,23.32103253961995],[120.26789502235953,23.32102433042347],[120.26790214732011,23.32099095322991],[120.26790788280128,23.32088993589631]]]}"
"122","D10BD0003","臺南市鹽水區竹圍尾段38-1地號","32100","4346","梯形43.5:100.0","乙種工業區","70","210","臺南市鹽水區五福路156號","透天台灣銅業科技(股)公司","2.91","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.27285835991884,23.306791930071505],[120.27237840272258,23.30679004011691],[120.27231965542256,23.3070391953606],[120.27226937076036,23.30725130142162],[120.27230394527307,23.307266688091836],[120.27235764408634,23.307037115111463],[120.2727051627794,23.307018181042558],[120.27270282614566,23.306989598753255],[120.27279813483155,23.306985068105938],[120.27282892523935,23.30698275298719],[120.27285670865473,23.30698146144934],[120.27285835991884,23.306791930071505]],[[120.27285865108189,23.306656016339005],[120.2728589031226,23.30679217910667],[120.27285965589351,23.306792184403974],[120.27285841588895,23.30698069911857],[120.27288171769933,23.306979226961573],[120.27286938561915,23.30679199836493],[120.27286873060216,23.306791995327007],[120.27285865108189,23.306656016339005]],[[120.27282064165313,23.306112955363407],[120.27257155703083,23.30612717686801],[120.27252775079877,23.306159056786882],[120.27237947540159,23.306789287488186],[120.2728575458801,23.30679168519814],[120.2728584687381,23.306631651967],[120.27282064165313,23.306112955363407]]]}"
"123","D10BF0004","臺南市鹽水區鹽水段1616-2地號","11900","505","長方形13.8:36.6","農業區","0","0"," ","素地","1.55","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.27331980044592,23.31111442406748],[120.27318611381526,23.311132722776605],[120.27320900263501,23.311462611777625],[120.27334293335632,23.311457568242634],[120.27331980044592,23.31111442406748]]]}"
"124","D11BA0001","臺南市柳營區柳南段8地號","38400","96.18","長方形4.0:24.0","住宅區","60","200","臺南市柳營區中山西路二段87號","透天愛迪兒安親才藝班","3.25","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.31533410867128,23.276531683136902],[120.31525757676535,23.276741567019567],[120.31529476779602,23.276751301058965],[120.31537010689298,23.276545294842556],[120.31533410867128,23.276531683136902]]]}"
"125","D11BB0001","臺南市柳營區柳中段1066地號","70500","78.23","長方形5.6:14.0","商業區","80","320","臺南市柳營區柳營路二段6號","透天住家用","2.64","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.31265290550694,23.27681126983746],[120.31263917187893,23.276858978227317],[120.31277176887993,23.27688637794433],[120.3127858989945,23.276837587681953],[120.31275202536723,23.276829041474706],[120.31271599074837,23.27682256268949],[120.31265290550694,23.27681126983746]]]}"
"126","D11BB0002","臺南市柳營區柳南段164地號","75900","77.9","長方形4.0:19.5","商業區","80","320","中山西路二段137號","透天正飲行","2.45","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.31379999933586,23.276475679162978],[120.31377786147937,23.276561276797256],[120.31375671952466,23.276643266793112],[120.31379791230387,23.276654102279974],[120.31383564110104,23.276482517179968],[120.31379999933586,23.276475679162978]]]}"
"127","D11BD0003","臺南市柳營區人和段746地號、人和段747地號","19900","134.55","長方形7.0:19.2","乙種工業區","70","210","臺南市柳營區柳營路三段299號","透天長輝工業有限公司","3.63","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.31247550816155,23.293484495106483],[120.3123889003436,23.29352158974609],[120.31232314675069,23.29355245480448],[120.31230776489691,23.29355906952808],[120.31233992768264,23.29361600892925],[120.31234521897662,23.293613594040753],[120.31239450615904,23.293591144941576],[120.31248034265111,23.293551970030407],[120.31247550816155,23.293484495106483]]]}"
"128","D11BF0004","臺南市柳營區士林段553地號","13100","395.71","長方形11.3:35.0","農業區","0","0"," ","素地","0.7","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.3114095906465,23.282286285958964],[120.31138932666352,23.282387152004844],[120.31173553507345,23.282466780191257],[120.31172601948138,23.28235928189804],[120.3114095906465,23.282286285958964]]]}"
"129","D12BA0002","臺南市白河區永安段406-2地號","39900","80","長方形4.5:17.8","住宅區","60","180","臺南市白河區三民路445號","透天偉傑代書事務所","1.54","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.41304931162696,23.352097523998886],[120.41301286576311,23.352108470777527],[120.41302050221331,23.35212712018585],[120.41307756073455,23.352271383480016],[120.41311755217811,23.35225815816367],[120.41305302374408,23.352097619186736],[120.41305084891825,23.352097556852645],[120.41304931162696,23.352097523998886]]]}"
"130","D12BB0001","臺南市白河區永安段28地號","65300","127","長方形4.9:25.8","商業區","80","300","臺南市白河區中山路93號","透天年代眼鏡公司","0.93","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.41552342049022,23.350457955026798],[120.4154708951567,23.35048650235222],[120.4154120311486,23.350518897156487],[120.4154120395295,23.35051698372856],[120.41530495916119,23.350575917341363],[120.41531916194761,23.350595060728732],[120.41533338658468,23.350615691439135],[120.4154107155787,23.350569842272144],[120.41541070581349,23.350572071745248],[120.4155453414799,23.35049300106415],[120.41552342049022,23.350457955026798]]]}"
"131","D12BD0003","臺南市白河區新興段22地號","16000","2704","長方形27.2:99.2","乙種工業區","70","210","臺南市白河區中山路535號","透天康美運動科技有限公司","2.72","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.42178566702697,23.358654862935772],[120.42097267282442,23.359143885320233],[120.42112247374534,23.35934664838605],[120.42193471267422,23.358858291581164],[120.42178566702697,23.358654862935772]]]}"
"132","D12BF0004","臺南市白河區永安段605地號","10100","2268","長方形30.6:74.0","農業區","0","0"," ","素地","0.91","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.41007652674948,23.35302318103462],[120.4097656479465,23.353039282698056],[120.4097256331532,23.353049481105867],[120.40965557098872,23.35304700546296],[120.40953310677396,23.353050008401944],[120.4095331233416,23.353047590230155],[120.40948770386868,23.35304963938401],[120.40939923453331,23.353059291012553],[120.40933806785847,23.353098708259314],[120.40934573059009,23.353165231388047],[120.40932604645421,23.353421438464856],[120.40932760344295,23.35342144343674],[120.40932726265507,23.35342485639402],[120.409344645116,23.35342019838808],[120.40934157613476,23.353420186808375],[120.40952883567485,23.353370310803083],[120.40952882620249,23.353372230545496],[120.40959440108277,23.35335531816635],[120.40976556578289,23.353311048400144],[120.40988131008673,23.353280879379984],[120.4100409006611,23.35323617738787],[120.41003618863303,23.35320939199661],[120.41003755167823,23.35316322673607],[120.41005144693685,23.353134789447356],[120.4100619094535,23.35310367175846],[120.41007652674948,23.35302318103462]]]}"
"133","D13BA0001","臺南市後壁區頭前段993地號","26700","72.55","長方形4.2:17.3","住宅區","60","150","臺南市後壁區後壁里後壁170之43號","透天住家用","0.57","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.36427807325539,23.364551944737606],[120.36427512315889,23.364592197233854],[120.3644334310987,23.364601879252568],[120.36443641083441,23.364561554633426],[120.36427807325539,23.364551944737606]]]}"
"134","D13BA0002","臺南市後壁區頭前段504地號","34500","99.61","長方形5.2:19.2","住宅區","60","150","臺南市後壁區後壁134號","透天住家用","0.88","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.36289648340532,23.365626405209465],[120.36284931931787,23.36563865642063],[120.36289166214691,23.365808465133252],[120.36294178950878,23.365796307244167],[120.36289648340532,23.365626405209465]]]}"
"135","D13BB0001","臺南市後壁區頭前段444地號","39300","77.16","長方形4.2:18.4","商業區","80","240","臺南市後壁區後壁里後壁131之7號","透天自助餐","0.78","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.36245656258893,23.365740639048262],[120.36241712528839,23.365750880844224],[120.36246160577005,23.36591127112322],[120.36250147790282,23.36590215080008],[120.36245656258893,23.365740639048262]]]}"
"136","D13BD0004","臺南市後壁區下茄苳段2449-8地號","13400","662","長方形23.2:28.5","甲種工業區","60","210","臺南市後壁區後壁42之18號","透天廠房","0.91","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.35889843894704,23.35965008332341],[120.35873549249358,23.35969149165073],[120.35862581623755,23.359720252266804],[120.35869115154306,23.359924359014865],[120.3589593858808,23.359853008936636],[120.35889843894704,23.35965008332341]]]}"
"137","D13BF0003","臺南市後壁區下茄苳段1887-17地號","9500","141","長方形6.2:22.8","農業區","0","0"," ","素地","0","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.36048041068572,23.36294884063865],[120.36024686819181,23.362956617115987],[120.36026374977655,23.363010286902533],[120.36047623337042,23.363002882161165],[120.36048041068572,23.36294884063865]]]}"
"138","D14BA0003","臺南市東山區東中段998地號","20900","87.84","長方形4.6:19.1","住宅區","60","200","臺南市東山區東仁街80號","透天住家用","1.32","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.40116955514033,23.32010304801684],[120.40113293310344,23.32011491801211],[120.40112793924399,23.320116524333674],[120.40118968508494,23.320280384406228],[120.40119477672602,23.320278778456444],[120.40123237980046,23.32026618979366],[120.40116955514033,23.32010304801684]]]}"
"139","D14BA0004","臺南市東山區東正段537地號","23000","88.24","長方形4.4:20.0","住宅區","60","200","臺南市東山區東山里118之3號","透天住家用","1.2","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.40466269322512,23.324223124663533],[120.4046608126941,23.32440380838524],[120.40470383313692,23.324404513634267],[120.4047058129979,23.324223469087308],[120.40466269322512,23.324223124663533]]]}"
"140","D14BB0001","臺南市東山區東中段219地號","52600","83.74","長方形4.3:19.5","商業區","80","320","臺南市東山區達雲路一段15號","透天早安美芝城","2.35","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.40366618849741,23.32236528995656],[120.40364306688979,23.322397439169833],[120.40371310652293,23.322434638522587],[120.40373544485442,23.322446552862093],[120.4038089956784,23.32248575213949],[120.40383241099863,23.32245351371879],[120.4037592496846,23.32241467713566],[120.4037011107278,23.32238384411012],[120.40366618849741,23.32236528995656]]]}"
"141","D14BD0005","臺南市東山區東安段264地號","8100","2007.5","長方形25.4:79.0","乙種工業區","70","210"," ","素地","1.13","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.40810511286043,23.319973267176724],[120.40786293595654,23.32001325837905],[120.40799398190018,23.3207143037125],[120.4082400071405,23.320688774921916],[120.40810511286043,23.319973267176724]]]}"
"142","D14BF0006","臺南市東山區東山段2433地號","1900","2300","長方形23.0:100.0","農業區","0","0"," ","素地","0","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.39689487597096,23.31948054843273],[120.396685313292,23.31954917367692],[120.39700186034787,23.32040503503436],[120.39721251640354,23.32033684342905],[120.39689487597096,23.31948054843273]]]}"
"143","D15BA0004","臺南市麻豆區中興段478地號、中興段479地號","78000","142","長方形5.2:27.7","住宅區","60","200","臺南市麻豆區中興里興國路40之5號","透天柏榮牙醫診所","1.57","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.24753154150031,23.18080154865959],[120.24752494240009,23.180846305863962],[120.24778394054682,23.18086975734538],[120.24779250510576,23.180822842321895],[120.24753154150031,23.18080154865959]]]}"
"144","D15BA0005","臺南市麻豆區保安段352-3地號","85000","94.34","長方形5.1:17.3","「住三」住宅區","60","180","臺南市麻豆區大埕里忠孝路23之25號","透天清原芋圓","1.08","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.25064939743686,23.185239751969082],[120.25059958148236,23.18523984892211],[120.25060015516716,23.185406897408132],[120.2506499711835,23.18540680045653],[120.25064939743686,23.185239751969082]]]}"
"145","D15BB0001","臺南市麻豆區保安段750地號","123000","90.92","長方形4.2:21.6","商業區","80","300","臺南市麻豆區興中路56號","透天邦妮服飾店","1","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.25004271106876,23.1834004428995],[120.25000275008703,23.183402510015327],[120.25000294265087,23.18359575270952],[120.25004552980081,23.18359568470389],[120.25004271106876,23.1834004428995]]]}"
"146","D15BD0006","臺南市麻豆區麻工段213地號","36900","702.12","長方形26.2:26.1","乙種工業區","70","270"," ","素地","3.39","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.22770050106486,23.17877546930547],[120.22763055097394,23.179003024353367],[120.22789301027753,23.179055132318478],[120.22795098922134,23.178825197743716],[120.22770050106486,23.17877546930547]]]}"
"147","D15BF0007","臺南市麻豆區五王段874-1地號","12400","787.64","梯形28.0:28.3","農業區","0","0"," ","素地","1.23","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.25693818292014,23.18938878600154],[120.25687919293433,23.18963715555776],[120.25717939071438,23.18968155454951],[120.25719807556631,23.18944816594551],[120.25693818292014,23.18938878600154]]]}"
"148","D16BA0001","臺南市下營區營平段436-3地號","34800","108.98","長方形4.8:22.6","住宅區","60","200","臺南市下營區營前里中正南路87號","透天住家用","0.88","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.26343971217467,23.23319463575812],[120.26342632980779,23.233236598437855],[120.26364194745693,23.233280121856932],[120.26365004807417,23.233253358911494],[120.26365467579906,23.23323802967412],[120.26343971217467,23.23319463575812]]]}"
"149","D16BA0003","臺南市下營區營中段909地號","55700","79.86","長方形4.8:16.6","住宅區","60","200","臺南市下營區仁里里17鄰下營137之3號","透天住家用","0","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.26073115662098,23.233724889103605],[120.26068263308707,23.233847179176543],[120.26067527084984,23.23386572817488],[120.26071980878525,23.23388161368118],[120.26072759664251,23.233862073388533],[120.26075375462057,23.23379638617287],[120.26076969491335,23.233740782492593],[120.26077091030253,23.233736553163762],[120.26073115662098,23.233724889103605]]]}"
"150","D16BB0002","臺南市下營區營中段699地號","76800","91.14","長方形5.7:16.4","商業區","80","320","臺南市下營區中山路一段11號","透天羊肉羹小吃店","0.4","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.26141438632416,23.23487494110131],[120.26136798766804,23.235028403708398],[120.26141441737009,23.235037976953517],[120.26146660902731,23.234891864843867],[120.26141438632416,23.23487494110131]]]}"
"151","D16BD0004","臺南市下營區下營段2270地號、下營段2270-1地號","16400","2376","長方形23.9:98.2","乙種工業區","70","210","臺南市下營區公園路145號","透天威舜股份有限公司","3.43","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.2550555363904,23.231951717794104],[120.25482200289815,23.231964130339776],[120.25483802720238,23.232258127303623],[120.25487028183532,23.232830510310432],[120.25510430330247,23.232818474781492],[120.2550555363904,23.231951717794104]]]}"
"153","D16BF0005","臺南市下營區十六甲段950地號","3600","1929","長方形24.2:81.7","農業區","0","0"," ","素地","0","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.27328151987837,23.240717913464202],[120.27320571744029,23.24150381567113],[120.27342403374806,23.241523598687277],[120.27344216709756,23.24152527542673],[120.27350233982143,23.24084067202359],[120.27348490760802,23.24083097993217],[120.27328151987837,23.240717913464202]]]}"
"154","D17BA0002","臺南市六甲區光明段822地號","41100","77.41","長方形4.3:18.2","住宅區","60","180","臺南市六甲區中山路229號","透天住家用","0.74","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.34650604227267,23.231612099779184],[120.34646491028825,23.231621121358305],[120.34651980012124,23.23177669378587],[120.34656010424831,23.23176712694767],[120.34650604227267,23.231612099779184]]]}"
"155","D17BA0003","臺南市六甲區民權段131地號","79000","80.4","長方形4.7:17.1","住宅區","60","180","臺南市六甲區中山路13號(未登記)","透天詠彩影印(未登記)","0.38","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.35126568688845,23.23049116617196],[120.3512213314172,23.230502135230367],[120.3512775957811,23.230647300112498],[120.35132245786019,23.23063664918254],[120.35126568688845,23.23049116617196]]]}"
"156","D17BB0001","臺南市六甲區民生段888地號","54100","69.24","長方形4.1:16.9","商業區","80","240","臺南市六甲區中正路426號","透天早安美芝城","0","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.35103326075824,23.227736052483998],[120.35087831952323,23.227779127318524],[120.35089045448991,23.227815622809423],[120.35104504768245,23.227771788000695],[120.35103326075824,23.227736052483998]]]}"
"157","D17BB0004","臺南市六甲區民族段454地號、民族段455地號","79300","90.51","長方形4.1:22.1","「商(附二)」商業區","80","240","臺南市六甲區復興街108號","透天瑪吉咖啡好茶","0.77","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.3519851104712,23.23068505671331],[120.35194657399389,23.230692934591968],[120.35195855607431,23.230840147082322],[120.35199738726261,23.230835999836483],[120.3519851104712,23.23068505671331]]]}"
"158","D17BD0005","臺南市六甲區七甲段58-11地號","18200","1170","長方形27.2:41.5","乙種工業區","60","210"," ","素地","2.21"," "
"159","D17BF0006","臺南市六甲區二甲段194地號","4000","1618","長方形38.9:41.4","農業區","0","0"," ","素地","0.76","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.34314104150877,23.232195705395732],[120.3430108345815,23.232225005507402],[120.3427705833451,23.232279069038157],[120.34286996159166,23.232641442755103],[120.34310734655966,23.232586177847516],[120.34323830510766,23.232555505526154],[120.34323600356895,23.232546999525656],[120.34314104150877,23.232195705395732]]]}"
"160","D18BA0002","臺南市官田區隆田段916地號","42400","80.69","長方形4.5:18.0","住宅區","60","180","臺南市官田區隆田里13鄰勝利路81號","透天住家用","0.72","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.3165779436677,23.194405695767692],[120.31646813721184,23.194538069209983],[120.31649970823794,23.194567048378307],[120.3166022414185,23.19444344764489],[120.3165779436677,23.194405695767692]]]}"
"161","D18BB0001","臺南市官田區隆田段605地號、隆田段606地號","48100","123.93","長方形4.6:28.0","商業區","80","260","臺南市官田區隆田里文化街38號","透天住家用","0.63","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.31806286914488,23.193589471163765],[120.31806366205555,23.193629595206428],[120.31820057906371,23.19364064528411],[120.31820253193025,23.193640807256152],[120.31820285423242,23.193598430527235],[120.31806286914488,23.193589471163765]]]}"
"163","D18BB0003","臺南市官田區隆田段315地號","55700","74.18","長方形4.2:18.0","第二種商業區","80","260","臺南市官田區中山路一段27號","透天住家用","1.1","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.31845232066671,23.192414937207005],[120.31845060963249,23.192571375812378],[120.31845056038188,23.192575889732556],[120.31849118428926,23.192576424154318],[120.31849123352475,23.192571912943073],[120.31849295496629,23.19241533893034],[120.31847987579893,23.19241521005004],[120.31845232066671,23.192414937207005]]]}"
"164","D18BD0004","臺南市官田區二鎮段二鎮小段808地號","22900","1650","長方形30.0:55.0","甲種工業區","60","210","臺南市官田區實踐街1鄰8號","透天統興食品廠股份有限公司","2.16","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.32449782854586,23.204065918532148],[120.32449676272677,23.204079330830233],[120.32449474154437,23.204079317636268],[120.32447394273775,23.20433553956941],[120.32500910391134,23.2043713130029],[120.32503040237886,23.204100208862695],[120.32473436537389,23.204080901748956],[120.32471007700111,23.204080741503244],[120.32449782854586,23.204065918532148]]]}"
"165","D18BF0005","臺南市官田區嘉南段27-2地號","4600","692","長方形16.0:43.0","農業區","0","0"," ","素地","0","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.35873552537478,23.21206754869024],[120.35857675167154,23.212070053633674],[120.35856273302156,23.21245865021476],[120.3586535381603,23.212456984254707],[120.35872140142799,23.212459061587342],[120.35873552537478,23.21206754869024]]]}"
"166","D19BA0002","臺南市大內區石城段477地號、石城段478地號","18800","72.8","長方形5.6:14.0","住宅區","60","200","臺南市大內區石仔瀨122之35號","透天住家用","1.14","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.35595630564657,23.119423313114893],[120.35592832883147,23.11946742883231],[120.35601561768844,23.119513098739553],[120.35605343017298,23.119504927242957],[120.35606967543933,23.11948253543794],[120.35595630564657,23.119423313114893]]]}"
"167","D19BA0003","臺南市大內區公所段916地號","22000","46.75","長方形3.5:13.5","住宅區","60","200","臺南市大內區內庄98號(未登記)","透天住家用","0.97","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.36197792270661,23.117506276842775],[120.36195996517469,23.11752145624976],[120.36195509605241,23.117529166420173],[120.36204211836852,23.117598364674357],[120.36205254507905,23.11760666045056],[120.36207853601871,23.117585607756805],[120.36197792270661,23.117506276842775]]]}"
"168","D19BB0001","臺南市大內區公所段646地號","24200","113.79","長方形4.3:27.4","商業區","80","320","臺南市大內區內庄22之4號","透天東昇五金行","1.14","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.36079097141233,23.118023237870847],[120.36077279709498,23.11804498122281],[120.36097146316801,23.118210271336803],[120.36100230108856,23.11818419960233],[120.3609877085454,23.118171155053897],[120.36087661698824,23.118071788118797],[120.36086715147113,23.118081123131375],[120.36079097141233,23.118023237870847]]]}"
"169","D19BD0004","臺南市大內區大內段1480-1地號、大內段1482地號","13500","7483","長方形41.6:147.2","乙種工業區","70","210","臺南市大內區石湖里石子瀨400號","透天燴豐窯業開發股份有限公司","1.59","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.35107980487008,23.123613354391967],[120.35094072863326,23.123854167336276],[120.35158016307817,23.124168977323052],[120.35172808487003,23.12424300712921],[120.35221157683961,23.12447506025939],[120.35232968495005,23.124313274512037],[120.35206978545725,23.124173419367633],[120.3520637283442,23.124168715943227],[120.35107980487008,23.123613354391967]]]}"
"171","D19BF0005","臺南市大內區石城段13地號","3100","456","長方形11.6:32.7","農業區","0","0"," ","素地","0","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.35278179767631,23.121869162893933],[120.3526543458063,23.122148404421974],[120.35275204984585,23.122202805921777],[120.35291323534042,23.12194765980848],[120.35278179767631,23.121869162893933]]]}"
"172","D20BA0004","臺南市佳里區佳里段937-7地號、佳里段940-12地號","78700","81","長方形4.6:17.6","「住二」住宅區","60","240","臺南市佳里區忠仁里延平路249號","透天明生電器行","1.56","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.17812935310117,23.160095292129125],[120.17812502456486,23.16013695972905],[120.17813435196909,23.16013822381488],[120.17813093188225,23.160095508956346],[120.17812935310117,23.160095292129125]]]}"
"173","D20BA0005","臺南市佳里區佳里段995-14地號","78700","78","梯形4.2:18.6","「住二」住宅區","60","240","臺南市佳里區中山路204號","透天蘇稔然內科診所","1.96","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.1771384198959,23.159413824545254],[120.17713825431981,23.15945419639491],[120.17727548893697,23.159466567121648],[120.17727635318556,23.159457456846557],[120.17727885254781,23.1594307052536],[120.17722174734097,23.159423841383504],[120.1771384198959,23.159413824545254]],[[120.17712149887173,23.159406780427112],[120.17710834182627,23.159415198914505],[120.17707568549282,23.159436092402274],[120.17707343185027,23.159448672835662],[120.17710293596106,23.159451252380535],[120.17712539394815,23.159453216299955],[120.17713154893657,23.15945375412316],[120.17713159651329,23.159408399857504],[120.17712149887173,23.159406780427112]]]}"
"174","D20BB0003","臺南市佳里區佳里段1634-59地號","103000","69","長方形4.6:15.0","商業區","80","320","臺南市佳里區東寧里光復路264號","透天上雅禮品行","2.1","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.17486541472752,23.162600638784586],[120.17486607202387,23.162640480339924],[120.17490031515678,23.162641476909922],[120.17490044019459,23.16260130173397],[120.17486541472752,23.162600638784586]],[[120.17501586502628,23.162599396859303],[120.17490785688248,23.16260011793277],[120.17490769059951,23.162640968329278],[120.17501650235893,23.16264011330784],[120.17501620483924,23.162621085750136],[120.17501586502628,23.162599396859303]]]}"
"175","D20BB0006","臺南市佳里區佳里段1053-10地號","104000","134","長方形4.1:32.5","商業區","80","320","臺南市佳里區東寧里中山路378號","透天金百萬銀樓","2.08","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.1770469495662,23.162604762660635],[120.17703181780603,23.162605782547605],[120.17698888359634,23.16260867445979],[120.1769280419708,23.1626127731016],[120.17672948451654,23.16262614995375],[120.17673598523989,23.162668245215233],[120.17705179112903,23.16263807127466],[120.1770469495662,23.162604762660635]]]}"
"176","D20BD0007","臺南市佳里區建南段858地號","27300","100.24","長方形4.6:21.9","「工(乙)八」工業區","70","210","臺南市佳里區成功路178號","透天邱師傅生煎包","0","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.17367489789481,23.150803863942848],[120.17347025682191,23.150861756079742],[120.17348514080956,23.1509028299391],[120.17368824227457,23.150841227447955],[120.17367489789481,23.150803863942848]]]}"
"177","D20BF0008","臺南市佳里區佳東段1075地號","11100","1484.18","長方形20.8:71.2","農業區","0","0"," ","素地","0","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.1839756341566,23.155391654759732],[120.18394804195596,23.155585908022157],[120.18403819503466,23.15558941799998],[120.18464783659762,23.15561315311577],[120.18466422255669,23.155432513024444],[120.1839756341566,23.155391654759732]]]}"
"178","D21BA0002","臺南市西港區港南段170地號","36300","88.72","長方形4.4:20.0","住宅區","60","200","臺南市西港區慶安里慶安路95之7號","透天住家用","2.56","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.20086796266988,23.12068178594895],[120.20084200800912,23.120860628810217],[120.20088503152242,23.1208659035583],[120.20091088903555,23.120686969896802],[120.2008821083903,23.1206835733067],[120.20086796266988,23.12068178594895]]]}"
"179","D21BA0003","臺南市西港區港安段1010地號、港安段1011地號、港安段1012地號","35700","972.73","長方形20.0:48.7","住宅區","60","200","臺南市西港區中山路351號","透天郵局","2.61","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.2025146763365,23.123114626207986],[120.20251479551109,23.123146827744687],[120.20251494960401,23.123188649103074],[120.20251505202538,23.123216251582374],[120.20251164480531,23.123230107124925],[120.20250162225157,23.12327085754474],[120.20249575515311,23.123294714905196],[120.20251556161202,23.123295221395175],[120.20257207474751,23.123297854906053],[120.20273889251996,23.123300413868552],[120.2029780693943,23.123305550646045],[120.20298549077857,23.123194573476628],[120.20269150769121,23.12318711891496],[120.20269686534554,23.123142899058305],[120.20298848849876,23.123149872124063],[120.20299011613938,23.12312555356099],[120.2027285618892,23.12311885890578],[120.20268462918148,23.123136787115936],[120.20263191756244,23.12311702491808],[120.2025146763365,23.123114626207986]]]}"
"180","D21BB0001","臺南市西港區慶安段778地號","53800","88.44","長方形3.5:22.6","商業區","80","320","臺南市西港區西港里中山路350號","透天千日好診所","0","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.20329657422012,23.121975877484875],[120.20329082284466,23.122007453399842],[120.20347948261487,23.12205075681479],[120.20350444175624,23.122056571739396],[120.20351345157694,23.122018781575772],[120.20329657422012,23.121975877484875]]]}"
