編號,基準地編號,土地標示,地價(元/m²),面積(m²),形狀及寬深比(m),使用分區或編定用地,建蔽率(%),容積率(%),地上建物門牌,地上建物型態及建物名稱,較去年漲跌(%)
16,D01BA0023,臺南市東區竹篙厝段1935-25地號,133000,93,長方形4.5:20.7,「住五」住宅區,60,210,臺南市東區崇明路259號,透天文雄眼鏡行,0.23
17,D01BA0024,臺南市東區新東段1088-30地號,175000,83,長方形4.0:20.6,「住五」住宅區,60,210,臺南市東區東寧路256號,透天得恩堂眼鏡行,2.85
18,D01BB0005,臺南市東區育樂段1583地號,232000,64,長方形4.5:14.2,「商四」商業區,80,320,臺南市東區北門路一段96號,透天電腦伊甸園,1.59
19,D01BB0011,臺南市東區東安段978-3地號,117000,129,長方形4.7:27.4,「商四」商業區,80,320,臺南市東區東門路二段33號,透天住商不動產,2.65
20,D01BB0012,臺南市東區東寧段602-5地號,188000,87,長方形4.9:18.3,商四(1)中心商業區,80,320,臺南市東區長榮路二段160號,透天長興牙醫,0.16
21,D02BA0001,臺南市南區鹽埕段2164-2地號,88000,112,長方形5.0:22.4,「住二」住宅區,60,150,臺南市南區夏林路76號,透天RECORDS路口牛肉麵店,2.11
22,D02BA0002,臺南市南區新興段209-35地號,113000,109,長方形4.8:22.9,「住五-1」住宅區,60,200,臺南市南區金華路二段205號,透天皇家御櫃,1.64
23,D02BA0003,臺南市南區公英段103地號,103000,88,長方形5.0:17.6,「住六」住宅區,60,220,臺南市南區大同路二段344號,透天巧味鹽酥雞大王,3.02
24,D02BA0006,臺南市南區中和段1410地號、中和段1410-1地號,39300,73,長方形4.9:14.9,「住三」住宅區,60,165,臺南市南區灣裡路346號,透天波波洗衣店,0.78
25,D02BA0008,臺南市南區鹽埕段93-112地號,115000,96,長方形5.0:19.2,「住六」住宅區,60,220,臺南市南區健康路二段49號,透天住家用,0.53
26,D02BA0009,臺南市南區大忠段387地號,51100,83.09,長方形4.3:19.3,「住四」住宅區,60,180,臺南市南區國民路132號,透天慶仁中醫診所,1.81
27,D02BA0010,臺南市南區桶盤淺段375-2地號,42000,84,長方形4.3:19.6,「住二」住宅區,60,150,臺南市南區永成路三段115號,透天住家用,2.21
28,D02BA0011,臺南市南區鹽埕段289-56地號,73500,100,長方形4.3:23.3,「住五-1」住宅區,60,200,臺南市南區新興路388號,透天夾寶夾物店,2.97
29,D02BA0012,臺南市南區鹽埕段230-339地號,66900,89,長方形4.2:21.2,「住四」住宅區,60,180,臺南市南區大成路二段68號,透天住家用,1.38
30,D02BA0013,臺南市南區新興段247-48地號,80500,84,長方形4.4:19.1,「住五-1」住宅區,60,200,臺南市南區建南路209號,透天正發汽車修配廠,0.76
31,D02BB0004,臺南市南區鹽埕段3-614地號,222000,75,長方形4.5:16.6,「商一」商業區,80,320,臺南市南區西門路一段695號,透天4.EVER髮廊,2.81
32,D02BB0005,臺南市南區鹽埕段3-346地號,161000,102,長方形4.5:22.7,「商一」商業區,80,320,臺南市南區西門路一段591號,透天大立眼鏡行,2.9
33,D02BD0007,臺南市南區鹽埕段3001地號,28200,5004,長方形50.0:100.0,乙種工業區,70,210,臺南市南區中華西路一段47號,透天通吉企業公司,2.31
34,D04BA0002,臺南市北區東豐段346-5地號,82900,97,長方形4.5:21.4,住七住宅區,60,270,臺南市北區勝利路266號,透天老友小吃店,2.62
35,D04BA0004,臺南市北區小北段407地號,98300,97.1,長方形4.5:21.7,住四,60,180,臺南市北區西門路四段27號,透天永昌香料行,1.25
36,D04BA0006,臺南市北區仁愛段42-150地號,99800,88,長方形4.3:20.5,住三住宅區,60,165,臺南市北區東豐路361號,透天住家用,2.48
37,D04BA0007,臺南市北區大興段235-1地號、大興段236-1地號,78700,73.19,長方形4.0:18.3,住四住宅區,60,180,臺南市北區文賢路875號,透天喬瓦尼服飾店,2.77
38,D04BA0010,臺南市北區光賢段534-3地號,59900,107.49,長方形4.3:24.9,住四住宅區,60,180,臺南市北區賢北街8號,透天住家用,2.06
39,D04BA0011,臺南市北區延平段1102-1地號,95900,91,長方形4.8:19.0,住四住宅區,60,180,臺南市北區公園路764號,透天住家用,2.92
40,D04BA0013,臺南市北區北元段159地號,121000,171.98,長方形5.8:29.7,住四住宅區,60,180,臺南市北區海安路三段933號,透天住家用,2.56
41,D04BA0014,臺南市北區北元段980-65地號,152000,91.29,長方形4.5:20.3,住四住宅區,60,180,臺南市北區和緯路二段492號,透天LG科昌電器,1
42,D04BB0003,臺南市北區自強段258地號,129000,89,長方形4.6:19.4,商四(1)商業區,80,320,臺南市北區成功路72、76號,透天心心藥局,1.43
43,D04BB0005,臺南市北區北安段563地號,76200,82.63,長方形4.6:18.0,商五(19),60,360,臺南市北區北安路一段97號,透天弘昌鈑金材料行,2.86
44,D04BB0008,臺南市北區開元段975地號,105000,136,長方形4.5:30.2,商四(1)商業區,80,320,臺南市北區開元路341號,透天佑昇照相館,2.96
45,D06BA0001,臺南市安南區新順段1000地號,47200,97.41,長方形4.4:22.1,「住六」住宅區,60,240,臺南市安南區安和路三段97號,透天?酥雞大王,2.63
46,D06BA0003,臺南市安南區新淵段438地號,48700,132.36,長方形5.1:25.95,「住六」住宅區,60,240,臺南市安南區安中路三段210號,透天住家用,2.55
47,D06BA0004,臺南市安南區安中段265地號,43600,91.39,長方形4.3:21.2,「住四-2」住宅區,60,200,臺南市安南區同安路141號,透天住家用,2.86
48,D06BA0005,臺南市安南區溪墘段974地號,87100,142.44,長方形4.9:29.1,「住一」住宅區,50,120,臺南市安南區海佃路一段196號,透天陳昱成耳鼻喉科診所,2.49
49,D06BA0007,臺南市安南區公塭段1-2地號,18600,169.88,長方形5.6:30.0,「住三」住宅區,60,165,臺南市安南區十二佃路85號,透天住家用,0.82
50,D06BA0008,臺南市安南區長安段61地號,26900,89.16,長方形4.3:20.7,「住四」住宅區,60,180,臺南市安南區長和路四段423號,透天住家用,1.95
51,D06BA0012,臺南市安南區頂安段150-5地號,42700,88.69,長方形4.2:21.1,「住四」住宅區,60,180,臺南市安南區安中路一段418號,透天住家用,2.17
52,D06BA0013,臺南市安南區天馬段27地號,46600,78.1,長方形5.0:15.6,「住三-1」住宅區,55,165,臺南市安南區安中路四段31號,透天住家用,2.67
53,D06BA0014,臺南市安南區淵東段833地號,33300,120.94,長方形4.5:26.8,「住三-1」住宅區,55,165,臺南市安南區本原街三段159號,透天捷誠電腦,2.8
54,D06BA0016,臺南市安南區海佃段1259地號,49600,96.95,長方形4.8:20.2,「住一」住宅區,50,120,臺南市安南區國安街60號,透天東方美早餐店,1.23
55,D06BA0018,臺南市安南區新淵段34-4地號,54800,86.13,長方形4.6:18.7,「住四」住宅區,60,180,臺南市安南區海佃路三段310號,透天住家用,1.69
56,D06BA0019,臺南市安南區溪東段102地號,45400,97.88,長方形4.7:21.0,「住一」住宅區,50,120,臺南市安南區北安路二段67號,透天住家用,2.04
57,D06BA0020,臺南市安南區外塭段877-34地號,48100,93,長方形4.2:22.1,「住三-1」住宅區,55,165,臺南市安南區安和路五段254號,透天鳳慈素食,1.92
58,D06BA0021,臺南市安南區州南段97地號,48100,89,長方形3.7:24.0,「住三-1」住宅區,55,165,臺南市安南區安和路四段592號,透天電腦彩券行,1.92
59,D06BA0022,臺南市安南區佃西段321地號,24400,111.63,長方形4.5:24.8,「住三」住宅區,60,165,臺南市安南區公學路四段336號,透天住家用,2.15
60,D06BA0023,臺南市安南區新順段1171-2地號,43300,113.99,長方形4.6:24.7,「住六」住宅區,60,240,臺南市安南區北安路三段426號,透天住家用,2.14
61,D06BA0024,臺南市安南區海東段1480地號,38100,94.6,長方形5.0:18.9,「住一」住宅區,50,120,臺南市安南區大安街32號,素地住家用,1.61
62,D06BA0025,臺南市安南區海北段848地號,46000,101.13,長方形4.9:20.7,「住五」住宅區,60,210,臺南市安南區海佃路二段776號,透天昱豐空調技術公司,2.7
63,D06BA0027,臺南市安南區城南段26地號,34200,101.42,長方形3.8:26.6,「住三-1」住宅區,55,165,臺南市安南區城西街一段23號,透天一吉餅店,1.8
64,D06BA0029,臺南市安南區安東段1197地號,53200,89.05,長方形4.2:21.0,「住一」住宅區,50,120,臺南市安南區安和路一段72號,透天住家用,2.33
65,D06BA0030,臺南市安南區安西段2102-3地號,53500,107.53,長方形4.8:22.3,「住四-1」住宅區,50,180,臺南市安南區北安路二段206號,透天住家用,2.31
66,D06BA0031,臺南市安南區和館段44-822地號,45700,122.48,長方形5.0:24.5,「住一-1」住宅區,50,135,臺南市安南區長和路一段358號,透天酷柏德式廚房,1.34
67,D06BA0032,臺南市安南區國安段1505-2地號,51400,132.59,長方形6.0:22.1,「住四-1」住宅區,50,180,臺南市安南區宜居路592號,透天住家用,2.41
68,D06BA0033,臺南市安南區安中段499-29地號,82900,102.23,長方形4.9:20.9,「住四-2」住宅區,60,200,臺南市安南區安中路一段801號,透天家味自助餐,1.48
69,D06BA0034,臺南市安南區城中段170地號,39000,118.08,長方形4.5:26.0,低密度住宅區,60,180,臺南市安南區安中路六段645號,透天泉聖便當,1.57
70,D06BB0009,臺南市安南區十字段849地號,50500,74.71,梯形4.4:16.9,「商10」商業區,80,300,臺南市安南區海佃路三段30號,透天住家用,1.83
71,D06BD0006,臺南市安南區科工段31地號、科工段32地號、科工段33地號,18800,42213.05,長方形173.3:244.9,「工15(科)」乙種工業區,60,240,臺南市安南區本田路二段500號,透天可成科技,2.81
72,D06BD0010,臺南市安南區和工段773地號,18500,361.32,長方形10.0:36.1,「工乙5」工業區,70,210,臺南市安南區開安三街22號,透天美成工藝社,1.32
73,D06BD0028,臺南市安南區布袋段1227地號,15400,871.33,長方形19.4:44.9,「工13」工業區,70,210,臺南市安南區工明二路51號,透天德源鑫機械,2
74,D06BF0001,臺南市安南區淵南段932地號,9300,1761.09,長方形34.2:89.4,農業區,0,0,,素地,1.32
75,D07BA0001,臺南市安平區新南段26-17地號,85300,132,長方形5.3:24.9,住五住宅區,60,210,台南市安平區府前路二段558號,透天禾春牙醫診所,2.92
76,D07BA0002,臺南市安平區新南段69-21地號,101000,116.38,長方形4.9:23.7,住五住宅區,60,210,臺南市安平區文平路372號,透天萬佳汽車美容,2.77
77,D07BA0004,臺南市安平區新南段127-47地號,111000,126,長方形4.5:28.0,住五住宅區,60,210,臺南市安平區中華西路二段75號,透天美心便當店,2.8
78,D07BA0005,臺南市安平區新南段120-23地號,60500,102,長方形5.0:20.4,住五住宅區,60,210,臺南市安平區永華二街25號,透天住家用,2.56
79,D07BA0006,臺南市安平區金華段42-47地號,59300,129,長方形5.6:23.1,住五住宅區,60,210,臺南市安平區建平八街372巷6號,透天住家用,2.62
80,D07BA0008,臺南市安平區金城段34-35地號,56300,110,長方形4.6:23.9,住四住宅區,60,180,臺南市安平區光州七街108號,透天住家用,2.76
81,D07BA0009,臺南市安平區金城段55地號,131000,4994,近似梯形62.6:79.8,住五住宅區,60,210,臺南市安平區永華路二段869號十三樓之3,透天皇鼎格里昂,2.36
82,D07BA0010,臺南市安平區金城段69-27地號,73200,71.1,長方形4.5:15.8,住四住宅區,60,180,臺南市安平區平豐路51號之1,透天住家用,2.54
83,D07BB0003,臺南市安平區新南段37-19地號,100000,100,長方形5.5:18.2, 住五住宅區,80,280,臺南市安平區慶平路186號,透天住家用,3.12
84,D07BB0007,臺南市安平區妙壽段938地號,70200,67.99,長方形4.0:17.0,特商三特定商業專用區,80,280,臺南市安平區延平街75號,透天鈺佳鐘錶行,0.87
85,D08BA0001,臺南市中西區保安段2002地號,129000,82,長方形4.6:17.9,住六住宅區,60,240,臺南市中西區金華路三段7號,透天悟饕便當店,2.41
86,D08BA0002,臺南市中西區郡王祠段1852地號,117000,88.85,長方形4.4:20.0,住四住宅區,60,180,臺南市中西區健康路一段204號,透天林媽媽租屋,3.19
87,D08BA0003,臺南市中西區成光段1010地號,88900,85,長方形4.3:19.8,住四住宅區,60,180,臺南市中西區民權路四段206號,透天住家用,2.8
88,D08BA0006,臺南市中西區新臨安段934地號,48100,91,長方形4.8:18.8,住五住宅區,60,210,臺南市中西區大新街55號,透天住家用,2.58
89,D08BA0011,臺南市中西區南門段1264地號,102000,99.04,長方形5.7:17.3,「住五」住宅區,60,210,臺南市中西區忠義路一段47號,透天住家用,2.11
90,D08BA0012,臺南市中西區武聖段1367地號,58400,88.85,長方形4.6:19.3,「住四」住宅區,60,180,臺南市中西區武聖路69巷45號,透天夾物店鋪,2.66
91,D08BA0013,臺南市中西區頂美段1512-42地號,159000,116.02,長方形4.5:25.7,「住四」住宅區,60,180,臺南市中西區中華西路二段777號,透天住家用,0.58
92,D08BA0015,臺南市中西區頂美段984-9地號,138000,122.62,長方形5.1:24.0,「住四」住宅區,60,180,臺南市中西區和緯路五段217號,透天住家用,1.56
93,D08BB0004,臺南市中西區中正段500地號、中正段501地號,305000,104.76,長方形4.8:21.3,商四(1)商業區,80,320,臺南市中西區中正路224號,透天ETUDE HOUSE,0.4
94,D08BB0007,臺南市中西區中山段401地號,123000,74.36,長方形4.3:17.4,商四(1)商業區,80,320,臺南市中西區民權路一段252號,透天雅維麗飾品店,1.76
95,D08BB0008,臺南市中西區中正段194地號,127000,104.83,長方形4.5:23.1,商四(1)商業區,80,320,臺南市中西區民生路二段79號,透天吾皇萬歲工夫手作麵,2.44
96,D08BB0009,臺南市中西區永福段645地號,122000,77.4,長方形4.2:18.4,商四(1)商業區,80,320,臺南市中西區永福路二段142-1號,透天My賣飲料,2.54
97,D08BB0010,臺南市中西區星鑽段1923地號,122000,85.5,長方形4.7:18.3,「商四(1)」商業區,80,320,臺南市中西區康樂街191號,透天住家用,3.06
98,D08BB0014,臺南市中西區廣慈段65地號,318000,96.36,長方形4.8:20.1,「商四(1)」商業區,80,320,臺南市中西區北門路一段145號,透天深白服飾店,2.94
99,D08BB0016,臺南市中西區新美段95地號、新美段96地號、新美段97地號、新美段98地號,235000,99.4,長方形6.9:14.5,「商四(1)」商業區,80,320,臺南市中西區民族路二段373號,透天道 足底養生館,0
101,D09BA0002,臺南市新營區民治段538地號,81700,117.12,長方形4.9:23.9,住宅區,60,200,臺南市新營區三民路106之12號,透天樂恩聯合診所,1.89
102,D09BB0001,臺南市新營區民權段1126地號,136000,81.91,長方形4.2:19.5,商業區,80,320,臺南市新營區民權路18號,透天大福帆布行,1.58
103,D10BA0001,臺南市鹽水區朝琴段75地號,55700,84.72,長方形4.8:17.7,住宅區,60,180,臺南市鹽水區朝琴路85號,透天住家用,0.55
104,D10BB0001,臺南市鹽水區朝琴段670地號,56000,101.39,長方形4.5:22.5,商業區,80,240,臺南市鹽水區三福路76號,透天商行,0.54
105,D11BA0001,臺南市柳營區柳南段8地號,30200,96.18,長方形4.0:24.0,住宅區,60,200,臺南市柳營區中山西路二段87號,透天愛迪兒安親才藝班,1.32
106,D11BB0001,臺南市柳營區柳中段1066地號,38400,78.23,長方形5.6:14.0,商業區,80,320,臺南市柳營區柳營路二段6號,透天住家用,0.79
107,D12BA0002,臺南市白河區永安段406-2地號,32700,80,長方形4.5:17.8,住宅區,60,180,臺南市白河區三民路445號,透天偉傑代書事務所,0.93
108,D12BB0001,臺南市白河區永安段28地號,49300,127,長方形4.9:25.8,商業區,80,300,臺南市白河區中山路93號,透天年代眼鏡公司,0.62
109,D13BA0001,臺南市後壁區頭前段993地號,14900,72.55,長方形4.2:17.3,住宅區,60,150,臺南市後壁區後壁里後壁170之43號,透天住家用,0.41
110,D13BB0001,臺南市後壁區頭前段444地號,22300,77.16,長方形4.2:18.4,商業區,80,240,臺南市後壁區後壁里後壁131之7號,透天自助餐,0.82
111,D14BA0003,臺南市東山區東中段998地號,11400,87.84,長方形4.6:19.1,住宅區,60,200,臺南市東山區東仁街80號,透天住家用,2.17
112,D14BB0001,臺南市東山區東中段219地號,34500,83.74,長方形4.3:19.5,商業區,80,320,臺南市東山區達雲路一段15號,透天早安美芝城,0.88
113,D15BA0004,臺南市麻豆區中興段478地號、中興段479地號,53500,142,長方形5.2:27.7,住宅區,60,200,臺南市麻豆區中興里興國路40之5號,透天柏榮牙醫診所,0.57
114,D15BB0001,臺南市麻豆區保安段750地號,117000,90.92,長方形4.2:21.6,商業區,80,300,臺南市麻豆區興中路56號,透天邦妮服飾店,2.92
115,D16BA0001,臺南市下營區營平段436-3地號,33000,108.98,長方形4.8:22.6,住宅區,60,200,臺南市下營區營前里中正南路87號,透天住家用,2.83
116,D16BB0002,臺南市下營區營中段699地號,69000,91.14,長方形5.7:16.4,商業區,80,320,臺南市下營區中山路一段11號,透天羊肉羹小吃店,0.44
117,D17BA0002,臺南市六甲區光明段822地號,34500,77.41,長方形4.3:18.2,住宅區,60,180,臺南市六甲區中山路229號,透天住家用,0
118,D17BB0001,臺南市六甲區民生段888地號,50800,69.24,長方形4.1:16.9,商業區,80,240,臺南市六甲區中正路426號,透天早安美芝城,0.6
119,D18BA0002,臺南市官田區隆田段916地號,27200,80.69,長方形4.5:18.0,住宅區,60,180,臺南市官田區隆田里13鄰勝利路81號,透天住家用,0.9
120,D18BB0001,臺南市官田區隆田段605地號、隆田段606地號,27800,123.93,長方形4.6:28.0,商業區,80,260,臺南市官田區隆田里文化街38號,透天胡瓊月地政士事務所,1.1
121,D19BA0002,臺南市大內區石城段477地號、石城段478地號,16800,72.8,長方形5.6:14.0,住宅區,60,200,臺南市大內區石仔瀨122之35號,透天住家用,2.02
122,D19BB0001,臺南市大內區公所段646地號,22900,113.79,長方形4.3:27.4,商業區,80,320,臺南市大內區內庄22之4號,透天東昇五金行,1.48
123,D20BA0004,臺南市佳里區佳里段937-7地號、佳里段940-12地號,64700,81,長方形4.6:17.6,「住二」住宅區,60,240,臺南市佳里區忠仁里延平路249號,透天明生電器行,0.94
124,D20BB0003,臺南市佳里區佳里段1634-59地號,99500,69,長方形4.6:15.0,商業區,80,320,臺南市佳里區東寧里光復路264號,透天上雅禮品行,1.86
125,D21BA0002,臺南市西港區港南段170地號,28900,88.72,長方形4.4:20.0,住宅區,60,200,臺南市西港區慶安里慶安路95之7號,透天住家用,1.38
126,D21BB0001,臺南市西港區慶安段778地號,47200,88.44,長方形3.5:22.6,商業區,80,320,臺南市西港區西港里中山路350號,透天千日好診所,0.65
127,D22EB0001,臺南市七股區七股段693-35地號,19700,70,長方形3.7:18.9,乙種建築用地,60,240,臺南市七股區玉成里玉成143號,透天元之氣早餐店,2.04
128,D23BA0001,臺南市將軍區西華段369地號,21900,106.37,長方形4.5:23.6,住宅區,60,150,臺南市將軍區西華里西華65之37號,透天住家用,1.83
129,D23BB0001,臺南市將軍區西華段109地號,29400,105.63,長方形5.7:18.5,商業區,80,240,臺南市將軍區西華里西華2之5號,透天住家用,1.99
130,D24BA0001,臺南市北門區保吉段140地號,7000,89.51,長方形4.5:19.9,住宅區,60,200,臺南市北門區保吉里蚵寮126號,透天住家用,2.64
131,D24BB0001,臺南市北門區保吉段335地號,11800,94,長方形4.2:22.3,商業區,80,280,臺南市北門區保吉里蚵寮202之1號,透天住家用,2.36
132,D25BA0002,臺南市學甲區興善段581地號,22900,83.11,長方形4.5:18.3,住宅區,60,200,臺南市學甲區仁得里建國路118號,透天住家用,1.47
133,D25BB0001,臺南市學甲區慈濟段802地號、慈濟段803地號,68700,72.87,長方形3.9:18.6,商業區,80,320,臺南市學甲區慈福里中正路240號,透天韓式泡菜鍋,0.89
134,D26BA0002,臺南市新化區新東段697地號,50200,78.27,長方形4.4:17.5,住宅區,60,180,臺南市新化區復興路236號,透天住家用,2.47
135,D26BB0002,臺南市新化區新音段341地號,92900,76.6,長方形4.3:17.8,商業區,80,300,臺南市新化區中山路264號,透天摩提夫,2.33
136,D27BA0004,臺南市善化區善昌段1100-16地號,53200,79.2,長方形4.4:18.0,住宅區,60,180,臺南市善化區光復路142之1號,透天住家用,2.33
137,D27BB0008,臺南市善化區善文段542地號、善文段543地號,109000,99.65,長方形4.5:22.1,商業區,80,300,臺南市善化區中正路483號,透天政惠牙醫診所,0.84
138,D28BA0001,臺南市新市區華興段846地號,59300,83.29,長方形4.5:18.6,住宅區,60,180,臺南市新市區忠孝街165號,透天住家用,2.08
139,D28BB0002,臺南市新市區永安段698地號,123000,123.04,長方形5.0:24.6,商業區,80,300,臺南市新市區中興街61號,透天慶記百貨行,1
140,D29BA0001,臺南市安定區保加段447地號、保加段456地號,24900,219.56,長方形7.6:28.4,住宅區,60,150,臺南市安定區安定264之5號,透天永翊成瓦斯行,3
141,D29BB0001,臺南市安定區保加段637-2地號,39300,92.08,長方形4.5:20.4,商業區,80,240,臺南市安定區安定396之3號,透天克里姆晨食店,0.78
142,D30BA0001,臺南市山上區明南段188-2地號,19400,75.2,長方形4.3:17.5,住宅區,60,180,臺南市山上區明和路62之2號,透天住宅,3.05
143,D30BB0002,臺南市山上區樹王段663地號,39900,60.88,長方形3.6:16.9,商業區,80,260,臺南市山上區南洲55號,透天三陽機車行,2.33
144,D31EB0001,臺南市左鎮區左鎮段570-141地號,12100,88,長方形4.4:21.0,乙種建築用地,60,240,臺南市左鎮區中正路156之10號,透天佳行診所,0.5
145,D32BA0001,臺南市仁德區義林段38-1地號,34800,106.2,長方形4.5:23.6,住宅區,60,200,臺南市仁德區義林六街55號,透天住家用,2.68
146,D32BB0002,臺南市仁德區正義段900地號,119000,100.93,長方形4.6:21.9,商業區,80,350,臺南市仁德區中山路572號,透天仁愛牙醫,1.03
147,D33BA0004,臺南市歸仁區歸仁北段492-6地號、歸仁北段498-8地號、歸仁北段498-5地號,103000,80,長方形4.3:18.6,住宅區,60,200,臺南市歸仁區中山路二段211號,透天宏仁牙醫,1.49
148,D33BB0002,臺南市歸仁區歸仁北段1130-79地號,108000,101,長方形4.3:23.5,商業區,80,320,臺南市歸仁區中山路一段605號,透天EASY SHOP,0.28
149,D34BA0001,臺南市關廟區民生段199地號,28300,97,長方形4.6:21.0,住宅區,60,200,臺南市關廟區南雄路一段1158號,透天住家用,0.97
150,D34BB0001,臺南市關廟區文衡段278地號、文衡段279地號,47200,126,長方形5.0:25.2,商業區,80,320,臺南市關廟區南雄路二段10號,透天同懋毛巾,0
151,D35EB0001,臺南市龍崎區崎頂段1403地號,5300,60,長方形4.0:15.0,乙種建築用地,60,240,臺南市龍崎區新市子328號,透天住家用,2.92
152,D36BA0001,臺南市玉井區玉中段446地號,32100,63.79,長方形3.6:18.0,住宅區,60,200,臺南市玉井區中正路46號,透天住家用,0.95
153,D36BB0001,臺南市玉井區玉田段231地號,37500,113.93,長方形5.0:21.9,商業區,80,320,臺南市玉井區中正路149號,透天住家用,0.81
154,D37BA0001,臺南市楠西區東勢段496-8地號、東勢段726-6地號,12200,85.69,長方形4.5:16.5,住宅區,60,150,臺南市楠西區東勢路116號,透天住家用,0.5
155,D37BB0001,臺南市楠西區埔尾段555地號,17200,91.36,長方形5.5:16.7,商業區,80,240,臺南市楠西區中正路104號,透天住家用,1.07
156,D38EB0001,臺南市南化區南庄段262地號,13400,57.14,長方形3.9:14.2,乙種建築用地,60,240,臺南市南化區南化里178號（未登記）,素地住家用（未登記）,0.45
157,D39BA0001,臺南市永康區成功段690地號,70800,77.47,長方形4.4:16.9,住宅區,60,200,臺南市永康區忠義街2號,透天美商玫琳凱美容坊,4.93
158,D39BA0003,臺南市永康區鹽東段1269地號,57500,84.03,長方形4.4:19.3,住宅區,60,200,臺南市永康區新行街56號,透天住家用,2.7
159,D39BA0005,臺南市永康區四維段89地號,46000,89.52,長方形5.9:15.1,住宅區,60,200,臺南市永康區八德街368號,透天住家用,2.01
160,D39BA0006,臺南市永康區永信段1325地號,74100,82.04,長方形5.0:16.4,住宅區,60,200,臺南市永康區復國一路446號,透天筒仔米糕,2.94
161,D39BA0007,臺南市永康區橋北段31-6地號,96800,91.21,長方形4.3:21.1,住宅區,60,175,臺南市永康區東橋一路362號,透天住家用,2.56
162,D39BA0008,臺南市永康區蜈蜞潭段2083-3地號,42000,86,長方形4.1:20.5,住宅區,60,200,臺南市永康區龍安街157號,透天住家用,0.72
163,D39BA0011,臺南市永康區北灣段50地號,33900,83.88,長方形4.5:18.6,住宅區,60,200,臺南市永康區文賢街307號,透天住家用,1.82
164,D39BA0013,臺南市永康區富強段1103地號,41700,82.68,長方形4.3:19.2,住宅區,60,200,臺南市永康區富強路一段295號,透天中西式早餐,2.99
165,D39BA0014,臺南市永康區南工段1021地號,160000,101.64,長方形5.0:20.2,住宅區,60,200,臺南市永康區中華路398號,透天小時候甜湯,2.91
166,D39BA0015,臺南市永康區頂安段224地號,65600,72.74,長方形4.1:17.5,住宅區,60,200,臺南市永康區中華路911號,透天嗚哇運動空間,2.36
167,D39BA0016,臺南市永康區蔦松南段561地號,33300,94.43,長方形4.4:21.4,住宅區,60,200,臺南市永康區中正北路521巷8弄7號,透天住家用,2.8
168,D39BA0019,臺南市永康區大灣段8747-2地號,92300,122,長方形5.0:24.5,住宅區,60,200,臺南市永康區大灣路866號,透天和美運動休閒特賣會,1.67
169,D39BB0002,臺南市永康區大灣段6096-1地號,68100,83,長方形4.3:19.3,商業區,80,330,臺南市永康區永忠路82號,透天住家用,3.21
