編號,基準地編號,土地標示,地價(元/m²),面積(m²),形狀及寬深比(m),使用分區或編定用地,建蔽率(%),容積率(%),地上建物門牌,地上建物型態及建物名稱,較去年漲跌(%)
30,D02BA0009,臺南市南區大忠段387地號,92600,83.09,長方形4.3:19.3,「住四」住宅區,60,180,臺南市南區國民路132號,透天慶仁中醫診所,0.33
31,D02BA0010,臺南市南區桶盤淺段375-2地號,87100,84,長方形4.3:19.6,「住二」住宅區,60,150,臺南市南區永成路三段115號,透天住家用,0.35
32,D02BA0011,臺南市南區鹽埕段289-56地號,115000,100,長方形4.3:23.3,「住五-1」住宅區,60,200,臺南市南區新興路388號,透天夾寶夾物店,1.06
33,D02BA0012,臺南市南區鹽埕段230-339地號,97700,89,長方形4.2:21.2,「住四」住宅區,60,180,臺南市南區大成路二段68號,透天住家用,0.94
34,D02BA0013,臺南市南區新興段247-48地號,112000,84,長方形4.4:19.1,「住五-1」住宅區,60,200,臺南市南區建南路209號,透天正發汽車修配廠,0.54
35,D02BA0014,臺南市南區鹽埕段3-618地號,190000,68,長方形4.0:17.0,「住六-1」住宅區,60,240,臺南市南區永華路一段27之4號,透天長明號食品百貨,0.64
36,D02BB0004,臺南市南區鹽埕段3-614地號,302000,75,長方形4.5:16.6,「商一」商業區,80,320,臺南市南區西門路一段695號,透天4.EVER髮廊,0.1
37,D02BB0005,臺南市南區鹽埕段3-346地號,293000,102,長方形4.5:22.7,「商一」商業區,80,320,臺南市南區西門路一段591號,透天大立眼鏡行,0
38,D02BD0007,臺南市南區鹽埕段3001地號,54100,5004,長方形50.0:100.0,乙種工業區,70,210,臺南市南區中華西路一段47號,透天通吉企業公司,0
39,D02BF0015,臺南市南區華南段107-2地號,20900,278.89,長方形10.5:26.5,農業區,0,0,,素地,0
40,D04BA0002,臺南市北區東豐段346-5地號,171000,97,長方形4.5:21.4,住七住宅區,60,270,臺南市北區勝利路266號,透天老友小吃店,0.36
41,D04BA0004,臺南市北區小北段407地號,173000,97.1,長方形4.5:21.7,「住四」住宅區,60,180,臺南市北區西門路四段27號,透天永昌香料行,1.06
42,D04BA0006,臺南市北區仁愛段42-150地號,152000,88,長方形4.3:20.5,住三住宅區,60,165,臺南市北區東豐路361號,透天住家用,0.8
43,D04BA0007,臺南市北區大興段235-1地號、大興段236-1地號,140000,73.19,長方形4.0:18.3,「住四」住宅區,60,180,臺南市北區文賢路875號,透天喬瓦尼服飾店,2.67
44,D04BA0010,臺南市北區光賢段534-3地號,112000,107.49,長方形4.3:24.9,住四住宅區,60,180,臺南市北區賢北街8號,透天住家用,2.22
45,D04BA0011,臺南市北區延平段1102-1地號,161000,91,長方形4.8:19.0,「住四」住宅區,60,180,臺南市北區公園路764號,透天住家用,0.95
46,D04BA0013,臺南市北區北元段159地號,154000,171.98,長方形5.8:29.7,住四住宅區,60,180,臺南市北區海安路三段933號,透天住家用,1.19
47,D04BA0014,臺南市北區北元段980-65地號,187000,91.29,長方形4.5:20.3,住四住宅區,60,180,臺南市北區和緯路二段492號,透天LG科昌電器,2.32
48,D04BA0015,臺南市北區東興段252-39地號,172000,77,長方形4.5:17.2,「住三」住宅區,60,165,臺南市北區小東路297之1號,透天寬頻房訊,4.2
49,D04BB0003,臺南市北區忠義段860地號,264000,89.67,長方形4.6:19.4,商四(1)商業區,80,320,臺南市北區成功路72、76號,透天心心藥局,1.86
50,D04BB0005,臺南市北區北安段563地號,191000,82.63,長方形4.6:18.0,「商五(19)」商業區,60,360,臺南市北區北安路一段97號,透天弘昌鈑金材料行,2.27
51,D04BB0008,臺南市北區開元段975地號,199000,136,長方形4.5:30.2,商四(1)商業區,80,320,臺南市北區開元路341號,透天佑昇照相館,1.23
52,D04BB0016,臺南市北區大北門段888地號、大北門段887地號、大北門段886地號、大北門段891地號,275000,654.24,長方形17.2:38.0,「商四(1)」商業區,80,320,臺南市北區成功路24號,透天賴外科診所,0.89
53,D06BA0001,臺南市安南區新順段1000地號,98600,97.41,長方形4.4:22.1,「住六」住宅區,60,240,臺南市安南區安和路三段97號,透天鹽酥雞大王,1.24
54,D06BA0003,臺南市安南區新淵段438地號,91400,132.36,長方形5.1:25.95,「住六」住宅區,60,240,臺南市安南區安中路三段210號,透天住家用,0.67
55,D06BA0004,臺南市安南區安中段265地號,84700,91.39,長方形4.3:21.2,「住四-2」住宅區,60,200,臺南市安南區同安路141號,透天住家用,0.72
56,D06BA0005,臺南市安南區溪墘段974地號,122000,142.44,長方形4.9:29.1,「住一」住宅區,50,120,臺南市安南區海佃路一段196號,透天陳昱成耳鼻喉科診所,0
57,D06BA0007,臺南市安南區公塭段1-2地號,29600,169.88,長方形5.6:30.0,「住三」住宅區,60,165,臺南市安南區十二佃路85號,透天住家用,1.35
58,D06BA0008,臺南市安南區長安段61地號,54800,89.16,長方形4.3:20.7,「住四」住宅區,60,180,臺南市安南區長和路四段423號,透天住家用,0.56
59,D06BA0012,臺南市安南區頂安段150-5地號,101000,88.69,長方形4.2:21.1,「住四」住宅區,60,180,臺南市安南區安中路一段418號,透天住家用,0.6
