"編號","基準地編號","土地標示","地價(元/m²)","面積(m²)","形狀及寬深比(m)","使用分區或編定用地","建蔽率(%)","容積率(%)","地上建物門牌","地上建物型態及建物名稱","較去年漲跌(%)","geometry"
"124","D20BB0003","臺南市佳里區佳里段1634-59地號","99500","69","長方形4.6:15.0","商業區","80","320","臺南市佳里區東寧里光復路264號","透天上雅禮品行","1.86","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.17486541472752,23.162600638784586],[120.17486607202387,23.162640480339924],[120.17490031515678,23.162641476909922],[120.17490044019459,23.16260130173397],[120.17486541472752,23.162600638784586]],[[120.17501586502628,23.162599396859303],[120.17490785688248,23.16260011793277],[120.17490769059951,23.162640968329278],[120.17501650235893,23.16264011330784],[120.17501620483924,23.162621085750136],[120.17501586502628,23.162599396859303]]]}"
"125","D21BA0002","臺南市西港區港南段170地號","28900","88.72","長方形4.4:20.0","住宅區","60","200","臺南市西港區慶安里慶安路95之7號","透天住家用","1.38","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.20086796266988,23.12068178594895],[120.20084200800912,23.120860628810217],[120.20088503152242,23.1208659035583],[120.20091088903555,23.120686969896802],[120.2008821083903,23.1206835733067],[120.20086796266988,23.12068178594895]]]}"
"126","D21BB0001","臺南市西港區慶安段778地號","47200","88.44","長方形3.5:22.6","商業區","80","320","臺南市西港區西港里中山路350號","透天千日好診所","0.65","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.20329657422012,23.121975877484875],[120.20329082284466,23.122007453399842],[120.20347948261487,23.12205075681479],[120.20350444175624,23.122056571739396],[120.20351345157694,23.122018781575772],[120.20329657422012,23.121975877484875]]]}"
"127","D22EB0001","臺南市七股區七股段693-35地號","19700","70","長方形3.7:18.9","乙種建築用地","60","240","臺南市七股區玉成里玉成143號","透天元之氣早餐店","2.04","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.14003709980751,23.141613424951718],[120.13991387250962,23.14174487044205],[120.13994208545891,23.141767871744037],[120.14006410663856,23.14163554104612],[120.14003709980751,23.141613424951718]]]}"
"128","D23BA0001","臺南市將軍區西華段369地號","21900","106.37","長方形4.5:23.6","住宅區","60","150","臺南市將軍區西華里西華65之37號","透天住家用","1.83","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.15632373580931,23.197735513669723],[120.15631047340078,23.19777236553412],[120.15653721190728,23.197846749893582],[120.15654305253416,23.19783288429316],[120.15655237520124,23.197810522227503],[120.15632373580931,23.197735513669723]]]}"
"129","D23BB0001","臺南市將軍區西華段109地號","29400","105.63","長方形5.7:18.5","商業區","80","240","臺南市將軍區西華里西華2之5號","透天住家用","1.99","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.15755747453753,23.19879575210853],[120.15755393727407,23.19882507018883],[120.15755201355829,23.19884101650398],[120.1577355579321,23.19888422266568],[120.15777178753574,23.198845561241164],[120.15760519283629,23.198806843401456],[120.15755747453753,23.19879575210853]]]}"
"130","D24BA0001","臺南市北門區保吉段140地號","7000","89.51","長方形4.5:19.9","住宅區","60","200","臺南市北門區保吉里蚵寮126號","透天住家用","2.64","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.13512067165071,23.284191674557167],[120.13509964046523,23.284227361377702],[120.13527053071044,23.284313877810902],[120.13529082134377,23.28427782569753],[120.13512067165071,23.284191674557167]]]}"
"131","D24BB0001","臺南市北門區保吉段335地號","11800","94","長方形4.2:22.3","商業區","80","280","臺南市北門區保吉里蚵寮202之1號","透天住家用","2.36","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.13636487214329,23.285200454904366],[120.13635541782025,23.285235627720187],[120.13643780216374,23.285259540374632],[120.13656730165434,23.285297022071344],[120.13658210279836,23.2852618425489],[120.13636487214329,23.285200454904366]]]}"
"132","D25BA0002","臺南市學甲區興善段581地號","22900","83.11","長方形4.5:18.3","住宅區","60","200","臺南市學甲區仁得里建國路118號","透天住家用","1.47","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.17758856452768,23.230816817115088],[120.17754579725006,23.23082797090796],[120.177592113349,23.230987138230994],[120.17762342968417,23.230979084950906],[120.17763497782735,23.230976075233688],[120.17758856452768,23.230816817115088]]]}"
"133","D25BB0001","臺南市學甲區慈濟段802地號、慈濟段803地號","68700","72.87","長方形3.9:18.6","商業區","80","320","臺南市學甲區慈福里中正路240號","透天韓式泡菜鍋","0.89","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.18034341134103,23.233227724999885],[120.18016412518362,23.233257491251774],[120.18016914541113,23.2332834330492],[120.18034833444594,23.233253575987625],[120.18034445359406,23.233233058034955],[120.18034341134103,23.233227724999885]]]}"
"134","D26BA0002","臺南市新化區新東段697地號","50200","78.27","長方形4.4:17.5","住宅區","60","180","臺南市新化區復興路236號","透天住家用","2.47","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.3109314381617,23.034320302521564],[120.3109215793076,23.034359541131384],[120.31109053974016,23.03438447800875],[120.31110127619074,23.03434533351142],[120.3109314381617,23.034320302521564]]]}"
"135","D26BB0002","臺南市新化區新音段341地號","92900","76.6","長方形4.3:17.8","商業區","80","300","臺南市新化區中山路264號","透天摩提夫","2.33","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.30747854201718,23.035986475067247],[120.30744407987012,23.03614308908108],[120.3074860097037,23.036148058661276],[120.3075204838019,23.035989096828672],[120.3074874183986,23.035986965435825],[120.30747854201718,23.035986475067247]]]}"
"136","D27BA0004","臺南市善化區善昌段1100-16地號","53200","79.2","長方形4.4:18.0","住宅區","60","180","臺南市善化區光復路142之1號","透天住家用","2.33","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.2909647529258,23.128099615608452],[120.29090619251026,23.12825286327176],[120.29094667995962,23.12826614438211],[120.29100524131215,23.128112896707414],[120.2909647529258,23.128099615608452]]]}"
"137","D27BB0008","臺南市善化區善文段542地號、善文段543地號","109000","99.65","長方形4.5:22.1","商業區","80","300","臺南市善化區中正路483號","透天政惠牙醫診所","0.84","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.29382406963484,23.130935260153368],[120.29364559618402,23.13093692605178],[120.29364400731548,23.130982101991183],[120.29382424507807,23.130976347938752],[120.29382406963484,23.130935260153368]]]}"
"138","D28BA0001","臺南市新市區華興段846地號","59300","83.29","長方形4.5:18.6","住宅區","60","180","臺南市新市區忠孝街165號","透天住家用","2.08","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.2944770093654,23.074802347944505],[120.29428926975339,23.07483604085176],[120.29429279542165,23.074852419274748],[120.29429738867367,23.07487368779016],[120.294485118624,23.074839985801095],[120.2944770093654,23.074802347944505]]]}"
"139","D28BB0002","臺南市新市區永安段698地號","123000","123.04","長方形5.0:24.6","商業區","80","300","臺南市新市區中興街61號","透天慶記百貨行","1","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.29384020207668,23.077892119914726],[120.2938170596682,23.078112930530505],[120.29383814137235,23.078116663927805],[120.29385905569926,23.07812067650936],[120.2938803371106,23.077985228791473],[120.29389418806576,23.077897093035467],[120.29384020207668,23.077892119914726]]]}"
"140","D29BA0001","臺南市安定區保加段447地號、保加段456地號","24900","219.56","長方形7.6:28.4","住宅區","60","150","臺南市安定區安定264之5號","透天永翊成瓦斯行","3","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.2349649237057,23.11604544220205],[120.2349496303664,23.116116940169977],[120.23511433128621,23.116140304811626],[120.2352218785525,23.11615556320026],[120.23522737838694,23.116087756169513],[120.2349649237057,23.11604544220205]]]}"
"141","D29BB0001","臺南市安定區保加段637-2地號","39300","92.08","長方形4.5:20.4","商業區","80","240","臺南市安定區安定396之3號","透天克里姆晨食店","0.78","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.23573073131449,23.11975004629524],[120.23572668799278,23.11978960988942],[120.23593565219929,23.119803966724554],[120.2359328623154,23.119786484597856],[120.23593149616084,23.119777745931408],[120.23592933220594,23.119763691027785],[120.23573073131449,23.11975004629524]]]}"
"142","D30BA0001","臺南市山上區明南段188-2地號","19400","75.2","長方形4.3:17.5","住宅區","60","180","臺南市山上區明和路62之2號","透天住宅","3.05","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.34831703053769,23.10503475976683],[120.3482754878659,23.105193610229133],[120.34830774781514,23.105196398315933],[120.34831772048686,23.105197261242026],[120.34835645854709,23.105049118047702],[120.34831703053769,23.10503475976683]]]}"
"143","D30BB0002","臺南市山上區樹王段663地號","39900","60.88","長方形3.6:16.9","商業區","80","260","臺南市山上區南洲55號","透天三陽機車行","2.33","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.35504234246058,23.101650912149307],[120.35500538052992,23.101657813727158],[120.35505682076418,23.101799843545912],[120.35507852347324,23.101793258883017],[120.35509023577008,23.10178956822301],[120.35504234246058,23.101650912149307]]]}"
"144","D31EB0001","臺南市左鎮區左鎮段570-141地號","12100","88","長方形4.4:21.0","乙種建築用地","60","240","臺南市左鎮區中正路156之10號","透天佳行診所","0.5","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.40883334465974,23.058753535893004],[120.40869083720254,23.05889042471287],[120.40872108286733,23.058918527367787],[120.4088632450566,23.058781370835103],[120.40883334465974,23.058753535893004]]]}"
"145","D32BA0001","臺南市仁德區義林段38-1地號","34800","106.2","長方形4.5:23.6","住宅區","60","200","臺南市仁德區義林六街55號","透天住家用","2.68","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.26207723337045,22.96904703713237],[120.26203348788839,22.969051944649944],[120.26206068383766,22.96926265660086],[120.26210443918791,22.969257740093063],[120.26207723337045,22.96904703713237]]]}"
"146","D32BB0002","臺南市仁德區正義段900地號","119000","100.93","長方形4.6:21.9","商業區","80","350","臺南市仁德區中山路572號","透天仁愛牙醫","1.03","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.25225011094703,22.971656119067703],[120.25220591511012,22.971661139114598],[120.2522090884927,22.971704752036192],[120.25222010502675,22.9718560874504],[120.25226600626425,22.971853080155633],[120.25225011094703,22.971656119067703]]]}"
"147","D33BA0004","臺南市歸仁區歸仁北段492-6地號、歸仁北段498-8地號、歸仁北段498-5地號","103000","80","長方形4.3:18.6","住宅區","60","200","臺南市歸仁區中山路二段211號","透天宏仁牙醫","1.49","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.28934934323073,22.96699179919389],[120.28930555272785,22.966995711709423],[120.28930695561877,22.967018367765508],[120.28934992708359,22.967013684907567],[120.28934934323073,22.96699179919389]]]}"
"148","D33BB0002","臺南市歸仁區歸仁北段1130-79地號","108000","101","長方形4.3:23.5","商業區","80","320","臺南市歸仁區中山路一段605號","透天EASY SHOP","0.28","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.29534078712491,22.966379029896967],[120.29534051285177,22.966482756988814],[120.29535232258806,22.966481428737477],[120.29534078712491,22.966379029896967]],[[120.29532224635796,22.96626674786921],[120.29528416628781,22.96626947826517],[120.29530460990819,22.966482749144014],[120.29533764758155,22.9664792070885],[120.29533778796238,22.966409782790404],[120.29532224635796,22.96626674786921]]]}"
"149","D34BA0001","臺南市關廟區民生段199地號","28300","97","長方形4.6:21.0","住宅區","60","200","臺南市關廟區南雄路一段1158號","透天住家用","0.97","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.32799955678729,22.95899017818263],[120.32779542325146,22.959036587038128],[120.32779654735286,22.959041964859416],[120.3277971288839,22.959044658367798],[120.32779771041497,22.959047351876166],[120.32779829194602,22.95905004538452],[120.3277988832731,22.959052729904045],[120.32779947455555,22.959055423453744],[120.32780007563395,22.9590581080146],[120.32780067671237,22.95906079257546],[120.32780148808014,22.959064335910615],[120.32780426609514,22.959076411326265],[120.32800750149234,22.95903021628686],[120.32799955678729,22.95899017818263]]]}"
"150","D34BB0001","臺南市關廟區文衡段278地號、文衡段279地號","47200","126","長方形5.0:25.2","商業區","80","320","臺南市關廟區南雄路二段10號","透天同懋毛巾","0","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.32827237244176,22.960109438135355],[120.32804667268282,22.96017043928042],[120.32805619641036,22.96021261522978],[120.3282830402108,22.96015297347023],[120.32828152046719,22.960146745124252],[120.32827237244176,22.960109438135355]]]}"
"151","D35EB0001","臺南市龍崎區崎頂段1403地號","5300","60","長方形4.0:15.0","乙種建築用地","60","240","臺南市龍崎區新市子328號","透天住家用","2.92","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.35969790643439,22.96640333654133],[120.35967997567938,22.966434931873195],[120.3597995934635,22.966487004518637],[120.35980075230094,22.96648404362041],[120.35981494970554,22.966447732889215],[120.35969790643439,22.96640333654133]]]}"
"152","D36BA0001","臺南市玉井區玉中段446地號","32100","63.79","長方形3.6:18.0","住宅區","60","200","臺南市玉井區中正路46號","透天住家用","0.95","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.46059707467553,23.123672689257848],[120.46045420064914,23.12375428619671],[120.46047293139169,23.123782524853215],[120.46062393397727,23.123694724774733],[120.46059707467553,23.123672689257848]]]}"
"153","D36BB0001","臺南市玉井區玉田段231地號","37500","113.93","長方形5.0:21.9","商業區","80","320","臺南市玉井區中正路149號","透天住家用","0.81","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.46261202342261,23.125034295116073],[120.46257279228941,23.12522569448199],[120.46262350724405,23.125239773962505],[120.46266032080713,23.125042496640926],[120.46261202342261,23.125034295116073]]]}"
"154","D37BA0001","臺南市楠西區東勢段496-8地號、東勢段726-6地號","12200","85.69","長方形4.5:16.5","住宅區","60","150","臺南市楠西區東勢路116號","透天住家用","0.5","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.48725317640589,23.17773310839291],[120.48723582638158,23.17788257530674],[120.48727912187928,23.17788614780448],[120.48729663319104,23.17773535395891],[120.48725317640589,23.17773310839291]]]}"
"155","D37BB0001","臺南市楠西區埔尾段555地號","17200","91.36","長方形5.5:16.7","商業區","80","240","臺南市楠西區中正路104號","透天住家用","1.07","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.48490602402354,23.176831946323215],[120.48489493685948,23.17684500396114],[120.4848722717403,23.176871749748493],[120.48499476652832,23.17694538602383],[120.48500743500686,23.176953012894774],[120.48504166872685,23.176915017071373],[120.48503007258057,23.17690793552715],[120.48490602402354,23.176831946323215]]]}"
"156","D38EB0001","臺南市南化區南庄段262地號","13400","57.14","長方形3.9:14.2","乙種建築用地","60","240","臺南市南化區南化里178號（未登記）","素地住家用（未登記）","0.45","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.47770522622363,23.042541989300396],[120.47763894870006,23.042649097040716],[120.47766868307414,23.042671193357595],[120.47774318787054,23.042556093752598],[120.47774018192445,23.042554976696803],[120.47770522622363,23.042541989300396]]]}"
"157","D39BA0001","臺南市永康區成功段690地號","70800","77.47","長方形4.4:16.9","住宅區","60","200","臺南市永康區忠義街2號","透天美商玫琳凱美容坊","4.93","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.23656395694346,22.998806812183542],[120.23656394881823,22.998808256972776],[120.23649196754712,22.998807368205018],[120.23649144740037,22.998847820892358],[120.23665716135385,22.998849703224522],[120.23665778609963,22.998807986814786],[120.23664071715474,22.99880781425203],[120.23660219048533,22.998807357666934],[120.23656395694346,22.998806812183542]]]}"
"158","D39BA0003","臺南市永康區鹽東段1269地號","57500","84.03","長方形4.4:19.3","住宅區","60","200","臺南市永康區新行街56號","透天住家用","2.7","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.24190344207946,23.039337080624602],[120.24173908451668,23.039416950033267],[120.2417421909651,23.039423267962153],[120.24174373438198,23.039426435909686],[120.24174527779894,23.039429603857208],[120.24174681145905,23.03943277175797],[120.2417483450687,23.03943594868859],[120.2417498689215,23.03943912557242],[120.24175138301746,23.03944230240948],[120.2417528971135,23.039445479246513],[120.24175440140218,23.03944866506668],[120.24175652177897,23.039453172240478],[120.2419233258937,23.039372185772564],[120.24190344207946,23.039337080624602]]]}"
"159","D39BA0005","臺南市永康區四維段89地號","46000","89.52","長方形5.9:15.1","住宅區","60","200","臺南市永康區八德街368號","透天住家用","2.01","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.25344369620983,23.036904096670074],[120.25340808791907,23.037034269936683],[120.25346498620037,23.0370475057707],[120.25350037316338,23.036914992634667],[120.25344369620983,23.036904096670074]]]}"
"160","D39BA0006","臺南市永康區永信段1325地號","74100","82.04","長方形5.0:16.4","住宅區","60","200","臺南市永康區復國一路446號","透天筒仔米糕","2.94","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.24586112145512,23.01417890766029],[120.24583048900031,23.014214114865993],[120.24595508743559,23.014306590402313],[120.24597749879035,23.01428143072078],[120.24598615660149,23.014271791610472],[120.24586112145512,23.01417890766029]]]}"
"161","D39BA0007","臺南市永康區橋北段31-6地號","96800","91.21","長方形4.3:21.1","住宅區","60","175","臺南市永康區東橋一路362號","透天住家用","2.56","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.23232092053046,23.020524964962146],[120.23229520276811,23.020555903025887],[120.232473155624,23.020657539795685],[120.23249518393892,23.020624495139376],[120.23232092053046,23.020524964962146]]]}"
"162","D39BA0008","臺南市永康區蜈蜞潭段2083-3地號","42000","86","長方形4.1:20.5","住宅區","60","200","臺南市永康區龍安街157號","透天住家用","0.72"," "
"163","D39BA0011","臺南市永康區北灣段50地號","33900","83.88","長方形4.5:18.6","住宅區","60","200","臺南市永康區文賢街307號","透天住家用","1.82","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.26964551371212,23.012037585344327],[120.2696436406586,23.012037775368466],[120.26960194324487,23.01204205296443],[120.26961480427038,23.012209893599007],[120.26962674018453,23.0122089201212],[120.26963271307496,23.01220842301997],[120.26963868502875,23.01220791869001],[120.26964464923196,23.01220740439085],[120.2696506223119,23.012206872072003],[120.26965843026207,23.01220617574017],[120.26964551371212,23.012037585344327]]]}"
"164","D39BA0013","臺南市永康區富強段1103地號","41700","82.68","長方形4.3:19.2","住宅區","60","200","臺南市永康區富強路一段295號","透天中西式早餐","2.99","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.2750958837362,23.01955506667861],[120.27509297432943,23.019593801982595],[120.27527931152186,23.019604461164057],[120.27528364479538,23.019565805519584],[120.2750958837362,23.01955506667861]]]}"
"165","D39BA0014","臺南市永康區南工段1021地號","160000","101.64","長方形5.0:20.2","住宅區","60","200","臺南市永康區中華路398號","透天小時候甜湯","2.91","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.23335387462443,23.009662002746836],[120.23332907070893,23.00970116384502],[120.23349975590088,23.009792382132336],[120.23352013239791,23.009759881893586],[120.23352446325816,23.00975303993648],[120.23335387462443,23.009662002746836]]]}"
"166","D39BA0015","臺南市永康區頂安段224地號","65600","72.74","長方形4.1:17.5","住宅區","60","200","臺南市永康區中華路911號","透天嗚哇運動空間","2.36","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.2211991377986,23.02135214625779],[120.22116559280705,23.021373301327724],[120.22126220717246,23.021503702224248],[120.22129564450827,23.021482609815823],[120.2211991377986,23.02135214625779]]]}"
"167","D39BA0016","臺南市永康區蔦松南段561地號","33300","94.43","長方形4.4:21.4","住宅區","60","200","臺南市永康區中正北路521巷8弄7號","透天住家用","2.8","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.25691005441928,23.04282160066633],[120.25681736170739,23.043006030519194],[120.25686506892795,23.04300529658665],[120.25694896279713,23.04283838992652],[120.25694267476243,23.042835606186483],[120.25693953067581,23.042834226958284],[120.25693637677264,23.042832858520068],[120.25693323263171,23.04283148922464],[120.2569300787336,23.042830119883302],[120.25692692478607,23.04282875957185],[120.25692376103187,23.042827408244392],[120.25692059728269,23.042826056013908],[120.25691743347413,23.042824714619268],[120.25691426967059,23.042823372321568],[120.25691005441928,23.04282160066633]]]}"
"168","D39BA0019","臺南市永康區大灣段8747-2地號","92300","122","長方形5.0:24.5","住宅區","60","200","臺南市永康區大灣路866號","透天和美運動休閒特賣會","1.67","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.25674657246662,22.99986021809002],[120.25669968043724,23.000077361402134],[120.25674689546665,23.0000866204017],[120.25679377441303,22.999869537515302],[120.25674657246662,22.99986021809002]]]}"
"169","D39BB0002","臺南市永康區大灣段6096-1地號","68100","83","長方形4.3:19.3","商業區","80","330","臺南市永康區永忠路82號","透天住家用","3.21","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.26051047013881,23.018870399615867],[120.26049898303793,23.018907745382997],[120.26068135928534,23.0189546521928],[120.26069256090416,23.018917231933717],[120.26051047013881,23.018870399615867]]]}"
"170","D39BB0004","臺南市永康區大灣段7187-1地號","62900","82","長方形4.5:18.2","商業區","80","330","臺南市永康區國光七街3巷25號","透天住家用","2.46","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.26201556463184,23.008577904863447],[120.26184752157239,23.008625582160416],[120.2618597814716,23.00866488276907],[120.26202772470653,23.008617093923498],[120.26201556463184,23.008577904863447]]]}"
"171","D39BB0017","臺南市永康區鹽中段104地號","107000","122.58","長方形4.1:30.7","商業區","80","330","臺南市永康區中正路589號","透天日本服飾","0.28","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.23800679764065,23.040144840255632],[120.23797772576329,23.040168304969054],[120.23817276326844,23.040378165634895],[120.23820093338968,23.040351960412984],[120.23800679764065,23.040144840255632]]]}"
"172","D39BD0009","臺南市永康區鹽西段1333地號","30900","445.99","梯形13.4:33.4","工業區","70","210","臺南市永康區洲工街8號","透天鉦億實業","6.69","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.22592528749588,23.03215718243484],[120.22585061892659,23.032256455490383],[120.2261037972153,23.03241985706872],[120.22619839352245,23.032345378748833],[120.22620716589704,23.03234004872862],[120.22592528749588,23.03215718243484]]]}"
"173","D39BD0012","臺南市永康區竹行段1546地號","20300","4035.54","梯形39.9:100.7","工業區","70","210","臺南市永康區經建路11號","透天世鴻食品","9.28","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.27267219908103,23.04678626375704],[120.27234984618586,23.047126961249415],[120.27217343848703,23.04731341718661],[120.27198734430613,23.04751011368668],[120.27228079890598,23.04774826265157],[120.27289292589444,23.047101285084352],[120.27267219908103,23.04678626375704]]]}"
"174","D39BF0018","臺南市永康區大灣段5288地號","12900","1500","長方形15.0:100.0","農業區","0","0"," ","素地","0.47","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.25494573348477,23.008254702600652],[120.25479095129447,23.00825425687274],[120.25508046868212,23.009034052527838],[120.25521814589337,23.008991045518318],[120.25494573348477,23.008254702600652]],[[120.25490201725718,23.00812989286704],[120.25476076317187,23.00817423912357],[120.25479024896032,23.008248569060616],[120.25494683513388,23.008248960066023],[120.25490201725718,23.00812989286704]]]}"
