編號,基準地編號,土地標示,地價(元/m²),面積(m²),形狀及寬深比(m),使用分區或編定用地,建蔽率(%),容積率(%),地上建物門牌,地上建物型態及建物名稱,較去年漲跌(%)
164,D39BA0013,臺南市永康區富強段1103地號,42700,82.68,長方形4.3:19.2,住宅區,60,200,臺南市永康區富強路一段295號,透天中西式早餐,2.17
165,D39BA0014,臺南市永康區南工段1021地號,163000,101.64,長方形5.0:20.2,住宅區,60,200,臺南市永康區中華路398號,透天小時候甜湯,1.7
166,D39BA0015,臺南市永康區頂安段224地號,67200,72.74,長方形4.1:17.5,住宅區,60,200,臺南市永康區中華路911號,透天嗚哇運動空間,2.3
167,D39BA0016,臺南市永康區蔦松南段561地號,34800,94.43,長方形4.4:21.4,住宅區,60,200,臺南市永康區中正北路521巷8弄7號,透天住家用,4.55
168,D39BA0019,臺南市永康區大灣段8747-2地號,93500,122,長方形5.0:24.5,住宅區,60,200,臺南市永康區大灣路866號,透天和美運動休閒特賣會,1.31
169,D39BB0002,臺南市永康區大灣段6096-1地號,70200,83,長方形4.3:19.3,商業區,80,330,臺南市永康區永忠路82號,透天住家用,3.11
170,D39BB0004,臺南市永康區大灣段7187-1地號,64100,82,長方形4.5:18.23,商業區,80,330,臺南市永康區國光七街3巷25號,透天住家用,1.92
171,D39BB0017,臺南市永康區鹽中段104地號,111000,122.58,長方形4.1:30.7,商業區,80,330,臺南市永康區中正路589號,透天日本服飾,3.68
172,D39BD0009,臺南市永康區鹽西段1333地號,31800,445.99,梯形13.4:33.4,工業區,70,210,臺南市永康區洲工街8號,透天鉦億實業,2.94
173,D39BD0012,臺南市永康區竹行段1546地號,20600,4035.54,梯形39.9:100.7,工業區,70,210,臺南市永康區經建路11號,透天世鴻食品,1.49
174,D39BF0018,臺南市永康區大灣段5288地號,13100,1500,長方形15.0:100.0,農業區,0,0,,素地,1.65
