"編號","基準地編號","土地標示","地價(元/m²)","面積(m²)","形狀及寬深比(m)","使用分區或編定用地","建蔽率(%)","容積率(%)","地上建物門牌","地上建物型態及建物名稱","較去年漲跌(%)","geometry"
"185","D30BA0001","臺南市山上區明南段188-2地號","19100","75.2","長方形4.3:17.5","住宅區","60","180","臺南市山上區明和路62之2號","透天住家用","1.12","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.34831703053769,23.10503475976683],[120.3482754878659,23.105193610229133],[120.34830774781514,23.105196398315933],[120.34831772048686,23.105197261242026],[120.34835645854709,23.105049118047702],[120.34831703053769,23.10503475976683]]]}"
"186","D30BB0002","臺南市山上區樹王段663地號","39000","60.88","長方形3.6:16.9","商業區","80","260","臺南市山上區南洲55號","透天三陽機車行"," ","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.35504234246058,23.101650912149307],[120.35500538052992,23.101657813727158],[120.35505682076418,23.101799843545912],[120.35507852347324,23.101793258883017],[120.35509023577008,23.10178956822301],[120.35504234246058,23.101650912149307]]]}"
"187","D30EB0001","臺南市山上區明北段587地號","7300","103.52","長方形5.4:19.2","乙種建築用地","60","240","臺南市山上區北勢洲32之1號","透天住家用"," ","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.33482707206282,23.110254417781935],[120.33481484288123,23.110301341266414],[120.33499861893152,23.11033138265451],[120.33501114803491,23.110283015588692],[120.33482707206282,23.110254417781935]]]}"
"188","D31EB0001","臺南市左鎮區左鎮段570-141地號","12100","88","長方形4.4:21.0","乙種建築用地","60","240","臺南市左鎮區中正路156之10號","透天佳行診所","1.79","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.40883334465974,23.058753535893004],[120.40869083720254,23.05889042471287],[120.40872108286733,23.058918527367787],[120.4088632450566,23.058781370835103],[120.40883334465974,23.058753535893004]]]}"
"189","D31EC0001","臺南市左鎮區菜寮段381-24地號、菜寮段381-37地號","10400","91","長方形4.0:22.0","丙種建築用地","40","120","臺南市左鎮區菜寮62之22號","透天住家用"," ","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.38848495537393,23.063538607279213],[120.38844943253041,23.063554082330636],[120.38850027104671,23.06365723896082],[120.38853602663909,23.06364252605372],[120.38848495537393,23.063538607279213]]]}"
"190","D31EE0001","臺南市左鎮區左鎮段967-3地號","2000","1460","不規則形30.5:49.0","農牧用地","0","0"," ","素地","1.54","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.40419744878479,23.04211888598963],[120.40400067710631,23.04218300872702],[120.40409470063996,23.04231536139326],[120.40407071975777,23.042342113748997],[120.4041864945795,23.04246816114871],[120.40421440922304,23.042433537391318],[120.40425361091536,23.04239459900011],[120.40423213809137,23.04235449200627],[120.40422340593013,23.042178789953898],[120.40419744878479,23.04211888598963]]]}"
"191","D32BA0001","臺南市仁德區義林段38-1地號","33900","106.2","長方形4.5:23.6","住宅區","60","200","臺南市仁德區義林六街55號","透天住家用","0.9","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.26207723337045,22.96904703713237],[120.26203348788839,22.969051944649944],[120.26206068383766,22.96926265660086],[120.26210443918791,22.969257740093063],[120.26207723337045,22.96904703713237]]]}"
"192","D32BA0002","臺南市仁德區後壁段1163地號","25600","88.65","長方形5.0:17.7","住宅區","60","200","臺南市仁德區德南路171號","透天住家用","1.81","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.25530838612333,22.94657048501591],[120.25526966083666,22.946598306109436],[120.25537646372992,22.946723840376894],[120.25541485717685,22.946696080912663],[120.25530838612333,22.94657048501591]]]}"
"193","D32BA0004","臺南市仁德區南勢園段456地號","27100","88.6","長方形4.8:18.4","住宅區","60","200","臺南市仁德區保生東路108號","透天住家用","2.63","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.23152008592399,22.955117953948946],[120.23134266053323,22.95513941699705],[120.23134862905103,22.955182411698832],[120.23152608374984,22.95516094878739],[120.23152324012263,22.955125771338878],[120.23152008592399,22.955117953948946]]]}"
"194","D32BA0005","臺南市仁德區二行段1284地號","29100","78.66","長方形4.5:17.6","住宅區","60","200","臺南市仁德區行大街169號","透天住家用"," ","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.22003720081887,22.914907327637696],[120.21999410374448,22.91490908460546],[120.2200190446802,22.91506663136612],[120.2200629233088,22.915067993665396],[120.22003720081887,22.914907327637696]]]}"
"195","D32BB0001","臺南市仁德區白崙段27-10地號","42700","87.1","長方形4.7:18.4","商業區","60","350","臺南市仁德區文孝路35號","透天凱喬紙盒企業","0","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.2398871206714,22.97199039385329],[120.23984628398338,22.972010245125286],[120.23992975974068,22.97215747660743],[120.23997059646207,22.972137625315153],[120.2398871206714,22.97199039385329]]]}"
"196","D32BB0002","臺南市仁德區正義段900地號","118000","100.93","長方形4.6:21.9","商業區","80","350","臺南市仁德區中山路572號","透天仁愛牙醫","0","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.25225011094703,22.971656119067703],[120.25220591511012,22.971661139114598],[120.2522090884927,22.971704752036192],[120.25222010502675,22.9718560874504],[120.25226600626425,22.971853080155633],[120.25225011094703,22.971656119067703]]]}"
"197","D32EB0001","臺南市仁德區勝利段357地號","23700","169.36","長方形5.8:30.0","乙種建築用地","60","240","臺南市仁德區新田二街122之3號","透天住家用"," ","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.26718873142165,22.95896424820336],[120.26717562310532,22.959015371187082],[120.26747271408966,22.95904903581951],[120.26747821100118,22.95900068606909],[120.26718873142165,22.95896424820336]]]}"
"198","D32ED0001","臺南市仁德區保安段192地號","16500","1145","長方形25.0:45.8","丁種建築用地","70","300","臺南市仁德區開發三路11號","透天毅益企業","2.06","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.24615377183628,22.922271209573506],[120.24585729887418,22.922581991223257],[120.24604013702147,22.92273109681862],[120.24633725521235,22.92241997474281],[120.24615377183628,22.922271209573506]]]}"
"199","D33BA0001","臺南市歸仁區歸仁北段926-6地號","38100","76","長方形4.7:16.2","住宅區","60","200","臺南市歸仁區大成路179號","透天住家用","1.61","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.29569616411268,22.96121978402738],[120.29567270136944,22.961256376273028],[120.29581751541402,22.96131242927258],[120.29583354454103,22.961277139581735],[120.2958351109859,22.96127368522153],[120.29569616411268,22.96121978402738]]]}"
"200","D33BA0002","臺南市歸仁區文化段255-9地號","46900","90.1","長方形4.6:19.6","住宅區","60","200","臺南市歸仁區民權北路185號","透天中丞文理補習班","2.65","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.28815052700739,22.97161659419915],[120.28795970908489,22.97162446236124],[120.2879617045224,22.9716659600459],[120.2881525225032,22.97165809188291],[120.28815052700739,22.97161659419915]]]}"
"201","D33BA0003","臺南市歸仁區武東段345-23地號","43900","116.7","長方形4.4:26.5","住宅區","50","200","臺南市歸仁區中正南路二段19之2號","透天住家用","1.4","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.27777374523461,22.928196434099306],[120.27751702011774,22.928227581978035],[120.27752258661448,22.928266978578776],[120.27777862891979,22.928235913374756],[120.27777797732166,22.928230646639882],[120.27777374523461,22.928196434099306]]]}"
"202","D33BA0004","臺南市歸仁區歸仁北段492-6地號、歸仁北段498-5地號、歸仁北段498-8地號","102000","80","長方形4.3:18.6","住宅區","60","200","臺南市歸仁區中山路二段211號","透天宏仁牙醫","1.2","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.28934934323073,22.96699179919389],[120.28930555272785,22.966995711709423],[120.28930695561877,22.967018367765508],[120.28934992708359,22.967013684907567],[120.28934934323073,22.96699179919389]]]}"
"203","D33BA0005","臺南市歸仁區大同段746-15地號","34500","95.88","長方形4.5:21.2","住宅區","60","200","臺南市歸仁區文化街三段360號","透天住家用","1.79","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.27998244479936,22.970535292039973],[120.27993848669523,22.970536345804035],[120.2799307479464,22.970727326172977],[120.2799746017628,22.97072885008109],[120.27998244479936,22.970535292039973]]]}"
"204","D33BB0001","臺南市歸仁區歸仁北段1089-4地號、歸仁北段1089-15地號","56900","104","長方形4.4:23.7","商業區","80","320","臺南市歸仁區民族北街22號","透天住家用","2.73","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.29261022951823,22.967778355528115],[120.29238035769127,22.967803526701907],[120.29238305446506,22.967829509854678],[120.29238870833919,22.967842701251172],[120.29260960327225,22.96781755955122],[120.29261022951823,22.967778355528115]]]}"
"205","D33BB0002","臺南市歸仁區歸仁北段1130-79地號","107000","101","長方形4.3:23.5","商業區","80","320","臺南市歸仁區中山路一段605號","透天EASY SHOP","1.72","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.29534078712491,22.966379029896967],[120.29534051285177,22.966482756988814],[120.29535232258806,22.966481428737477],[120.29534078712491,22.966379029896967]],[[120.29532224635796,22.96626674786921],[120.29528416628781,22.96626947826517],[120.29530460990819,22.966482749144014],[120.29533764758155,22.9664792070885],[120.29533778796238,22.966409782790404],[120.29532224635796,22.96626674786921]]]}"
"206","D33EB0001","臺南市歸仁區六甲段1043地號","27600","79","長方形4.0:19.7","乙種建築用地","60","240","臺南市歸仁區六甲路277號","透天住家用"," ","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.27681915039949,22.95238416952014],[120.27678005563936,22.952384758873656],[120.27679686106441,22.952563689349137],[120.27683571555562,22.952560615568427],[120.27681915039949,22.95238416952014]]]}"
"207","D34BA0001","臺南市關廟區民生段199地號","28000","97","長方形4.6:21.0","住宅區","60","200","臺南市關廟區南雄路一段1158號","透天住家用","1.87","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.32799955678729,22.95899017818263],[120.32779542325146,22.959036587038128],[120.32779654735286,22.959041964859416],[120.3277971288839,22.959044658367798],[120.32779771041497,22.959047351876166],[120.32779829194602,22.95905004538452],[120.3277988832731,22.959052729904045],[120.32779947455555,22.959055423453744],[120.32780007563395,22.9590581080146],[120.32780067671237,22.95906079257546],[120.32780148808014,22.959064335910615],[120.32780426609514,22.959076411326265],[120.32800750149234,22.95903021628686],[120.32799955678729,22.95899017818263]]]}"
"208","D34BB0001","臺南市關廟區文衡段278地號、文衡段279地號","47200","126","長方形5.0:25.2","商業區","80","320","臺南市關廟區南雄路二段10號","透天同懋毛巾","1.3","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.32827237244176,22.960109438135355],[120.32804667268282,22.96017043928042],[120.32805619641036,22.96021261522978],[120.3282830402108,22.96015297347023],[120.32828152046719,22.960146745124252],[120.32827237244176,22.960109438135355]]]}"
"209","D34EB0001","臺南市關廟區保東段642地號","19700","107.61","長方形5.2:20.7","乙種建築用地","60","240","臺南市關廟區關新路一段819號","透天住家用"," ","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.30817155638529,22.994809060424974],[120.30817028502588,22.99481545734286],[120.30816239608899,22.99485524643493],[120.30836083528892,22.994889208923073],[120.30837011242878,22.994843050501522],[120.30817155638529,22.994809060424974]]]}"
"210","D35EB0001","臺南市龍崎區崎頂段1403地號","5200","60","長方形4.0:15.0","乙種建築用地","60","240","台南市龍崎區新市子328號","透天住家用","-0.58","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.35969790643439,22.96640333654133],[120.35967997567938,22.966434931873195],[120.3597995934635,22.966487004518637],[120.35980075230094,22.96648404362041],[120.35981494970554,22.966447732889215],[120.35969790643439,22.96640333654133]]]}"
"211","D35EC0001","臺南市龍崎區龍船段229-18地號、龍船段229-23地號","2100","456","長方形19.8:23.0","丙種建築用地","40","120","臺南市龍崎區後壁溪27號","透天順興煤氣行"," ","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.41637488564245,22.94643956153652],[120.41630046415371,22.946574158754917],[120.41636023990725,22.946655148955955],[120.41633254779013,22.946703350173536],[120.4163390083932,22.94674024082837],[120.41639998623866,22.946736931490932],[120.41641660072784,22.946735979378644],[120.41650587430979,22.94658210068248],[120.41637488564245,22.94643956153652]]]}"
"212","D35EE0001","臺南市龍崎區中坑子段510-2地號","420","2688","長方形45.0:63.0","農牧用地","0","0"," ","素地","0","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.37307882617712,22.956076831640328],[120.37283603600287,22.956165805722826],[120.37279016556312,22.9561554380548],[120.37274301946064,22.956279825199264],[120.3728034975937,22.956463815976498],[120.37295513429312,22.956742515906537],[120.37298399224859,22.956712134296755],[120.37306355616677,22.956713785286606],[120.3731441838009,22.956666378235887],[120.3732655690987,22.95663701239433],[120.37331429219809,22.95653007716921],[120.37313808820325,22.95618855526627],[120.37307882617712,22.956076831640328]]]}"
"213","D36BA0001","臺南市玉井區玉中段446地號","31800","63.79","長方形3.6:18.0","住宅區","60","200","臺南市玉井區中正路46號","透天住家用","0","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.46059707467553,23.123672689257848],[120.46045420064914,23.12375428619671],[120.46047293139169,23.123782524853215],[120.46062393397727,23.123694724774733],[120.46059707467553,23.123672689257848]]]}"
"214","D36BB0001","臺南市玉井區玉田段231地號","37200","113.93","長方形5.0:21.9","商業區","80","320","臺南市玉井區中正路149號","透天住家用","0","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.46261202342261,23.125034295116073],[120.46257279228941,23.12522569448199],[120.46262350724405,23.125239773962505],[120.46266032080713,23.125042496640926],[120.46261202342261,23.125034295116073]]]}"
"215","D36EB0001","臺南市玉井區望明段277地號","4500","225.24","長方形12.3:17.1","乙種建築用地","60","240"," ","素地菜棚"," ","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.4567146562214,23.10537783664442],[120.456595301665,23.105392813452337],[120.45660347538238,23.105547413811742],[120.45673498542479,23.105536948855196],[120.4567146562214,23.10537783664442]]]}"
"216","D37BA0001","臺南市楠西區東勢段496-8地號、東勢段726-6地號","12100","85.69","長方形4.5:16.5","住宅區","60","150","臺南市楠西區東勢路51之3號","透天住家用","-0.25","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.48725317640589,23.17773310839291],[120.48723582638158,23.17788257530674],[120.48727912187928,23.17788614780448],[120.48729663319104,23.17773535395891],[120.48725317640589,23.17773310839291]]]}"
"217","D37BB0001","臺南市楠西區埔尾段555地號","17000","91.36","長方形5.5:16.7","商業區","80","240","臺南市楠西區中正路104號","透天住家用","0","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.48490602402354,23.176831946323215],[120.48489493685948,23.17684500396114],[120.4848722717403,23.176871749748493],[120.48499476652832,23.17694538602383],[120.48500743500686,23.176953012894774],[120.48504166872685,23.176915017071373],[120.48503007258057,23.17690793552715],[120.48490602402354,23.176831946323215]]]}"
"218","D37EA0001","臺南市楠西區鹿田段513地號","5300","88.75","單面臨街4.6:19.2","甲種建築用地","60","240","臺南市楠西區油車16之20號","透天住家用"," ","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.4896225264426,23.158599965952032],[120.48962487632004,23.158642199277242],[120.48964583115765,23.15864305279283],[120.48966979347577,23.158644033441075],[120.48981204410401,23.15864985813973],[120.48980993571818,23.158608311901784],[120.4896225264426,23.158599965952032]]]}"
"219","D38EB0001","臺南市南化區南庄段262地號","13300","57.14","長方形3.9:14.2","乙種建築用地","60","240","臺南市南化區南化里178號(未登記)","素地住家用(未登記)","0.23","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.47770522622363,23.042541989300396],[120.47763894870006,23.042649097040716],[120.47766868307414,23.042671193357595],[120.47774318787054,23.042556093752598],[120.47774018192445,23.042554976696803],[120.47770522622363,23.042541989300396]]]}"
"220","D38EC0001","臺南市南化區南化段1118-18地號","4700","84","長方形4.4:19.5","丙種建築用地","40","120","臺南市南化區南化31之25號","透天阿美檳榔"," ","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.47135110206384,23.044656997572016],[120.47130690517508,23.044658164661772],[120.47131308360738,23.044834727266295],[120.47132457495333,23.044834352989874],[120.47135566552542,23.04483333624143],[120.47135110206384,23.044656997572016]]]}"
"221","D38EE0001","臺南市南化區北寮段381-2地號","1000","2016","長方形27.0:77.0","農牧用地","0","0"," ","素地","3.03","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.48689805743729,23.08364059806064],[120.48689850625976,23.083655559260944],[120.48690387080127,23.08377076020049],[120.48691115869956,23.083882487977593],[120.48731540998992,23.083885759353794],[120.48761743284736,23.083888203233368],[120.48769273433692,23.083654410500184],[120.48689805743729,23.08364059806064]]]}"
"222","D39BA0001","臺南市永康區成功段690地號","67500","77.47","長方形4.4:16.9","住宅區","60","200","臺南市永康區忠義街2號","透天美商玫琳凱美容坊","4.69","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.23656395694346,22.998806812183542],[120.23656394881823,22.998808256972776],[120.23649196754712,22.998807368205018],[120.23649144740037,22.998847820892358],[120.23665716135385,22.998849703224522],[120.23665778609963,22.998807986814786],[120.23664071715474,22.99880781425203],[120.23660219048533,22.998807357666934],[120.23656395694346,22.998806812183542]]]}"
"223","D39BA0003","臺南市永康區鹽東段1269地號","56000","84.03","長方形4.4:19.3","住宅區","60","200","臺南市永康區新行街56號","透天住家用","2.78","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.24190344207946,23.039337080624602],[120.24173908451668,23.039416950033267],[120.2417421909651,23.039423267962153],[120.24174373438198,23.039426435909686],[120.24174527779894,23.039429603857208],[120.24174681145905,23.03943277175797],[120.2417483450687,23.03943594868859],[120.2417498689215,23.03943912557242],[120.24175138301746,23.03944230240948],[120.2417528971135,23.039445479246513],[120.24175440140218,23.03944866506668],[120.24175652177897,23.039453172240478],[120.2419233258937,23.039372185772564],[120.24190344207946,23.039337080624602]]]}"
"224","D39BA0005","臺南市永康區四維段89地號","45100","89.52","長方形5.9:15.1","住宅區","60","200","臺南市永康區八德街368號","透天住家用","1.36","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.25344369620983,23.036904096670074],[120.25340808791907,23.037034269936683],[120.25346498620037,23.0370475057707],[120.25350037316338,23.036914992634667],[120.25344369620983,23.036904096670074]]]}"
"225","D39BA0006","臺南市永康區永信段1325地號","72000","82.04","長方形5.0:16.4","住宅區","60","200","臺南市永康區復國一路446號","透天筒仔米糕","1.28","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.24586112145512,23.01417890766029],[120.24583048900031,23.014214114865993],[120.24595508743559,23.014306590402313],[120.24597749879035,23.01428143072078],[120.24598615660149,23.014271791610472],[120.24586112145512,23.01417890766029]]]}"
"226","D39BA0007","臺南市永康區橋北段31-6地號","94400","91.21","長方形4.3:21.1","住宅區","60","175","臺南市永康區東橋一路362號","透天住家用","1.63","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.23232092053046,23.020524964962146],[120.23229520276811,23.020555903025887],[120.232473155624,23.020657539795685],[120.23249518393892,23.020624495139376],[120.23232092053046,23.020524964962146]]]}"
"227","D39BA0008","臺南市永康區蜈蜞潭段2083-3地號","41700","86","長方形4.1:20.5","住宅區","60","200","臺南市永康區龍安街157號","透天住家用","2.22"," "
"228","D39BA0011","臺南市永康區北灣段50地號","33300","83.88","長方形4.5:18.6","住宅區","60","200","臺南市永康區文賢街307號","透天住家用","1.85","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.26964551371212,23.012037585344327],[120.2696436406586,23.012037775368466],[120.26960194324487,23.01204205296443],[120.26961480427038,23.012209893599007],[120.26962674018453,23.0122089201212],[120.26963271307496,23.01220842301997],[120.26963868502875,23.01220791869001],[120.26964464923196,23.01220740439085],[120.2696506223119,23.012206872072003],[120.26965843026207,23.01220617574017],[120.26964551371212,23.012037585344327]]]}"
"229","D39BA0013","臺南市永康區富強段1103地號","40500","82.68","長方形4.3:19.2","住宅區","60","200","臺南市永康區富強路一段295號","透天中西式早餐","0","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.2750958837362,23.01955506667861],[120.27509297432943,23.019593801982595],[120.27527931152186,23.019604461164057],[120.27528364479538,23.019565805519584],[120.2750958837362,23.01955506667861]]]}"
"230","D39BA0014","臺南市永康區南工段1021地號","156000","101.64","長方形5.0:20.2","住宅區","60","200","臺南市永康區中華路398號","透天甜湯小時候","1.18","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.23335387462443,23.009662002746836],[120.23332907070893,23.00970116384502],[120.23349975590088,23.009792382132336],[120.23352013239791,23.009759881893586],[120.23352446325816,23.00975303993648],[120.23335387462443,23.009662002746836]]]}"
"231","D39BA0015","臺南市永康區頂安段224地號","64100","72.74","長方形4.1:17.5","住宅區","60","200","臺南市永康區中華路911號","透天住家用","2.42","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.2211991377986,23.02135214625779],[120.22116559280705,23.021373301327724],[120.22126220717246,23.021503702224248],[120.22129564450827,23.021482609815823],[120.2211991377986,23.02135214625779]]]}"
"232","D39BA0016","臺南市永康區蔦松南段561地號","32400","94.43","長方形4.4:21.4","住宅區","60","200","臺南市中正北路521巷8弄7號","透天住家用","2.88","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.25691005441928,23.04282160066633],[120.25681736170739,23.043006030519194],[120.25686506892795,23.04300529658665],[120.25694896279713,23.04283838992652],[120.25694267476243,23.042835606186483],[120.25693953067581,23.042834226958284],[120.25693637677264,23.042832858520068],[120.25693323263171,23.04283148922464],[120.2569300787336,23.042830119883302],[120.25692692478607,23.04282875957185],[120.25692376103187,23.042827408244392],[120.25692059728269,23.042826056013908],[120.25691743347413,23.042824714619268],[120.25691426967059,23.042823372321568],[120.25691005441928,23.04282160066633]]]}"
"233","D39BA0019","臺南市永康區大灣段8747-2地號","90800","122","長方形5.0:24.5","住宅區","60","200","臺南市永康區大灣路866號","透天早餐店"," ","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.25674657246662,22.99986021809002],[120.25669968043724,23.000077361402134],[120.25674689546665,23.0000866204017],[120.25679377441303,22.999869537515302],[120.25674657246662,22.99986021809002]]]}"
"234","D39BB0002","臺南市永康區大灣段6096-1地號","65900","83","長方形4.3:19.3","商業區","80","330","臺南市永康區永忠路82號","透天住家用","2.35","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.26051047013881,23.018870399615867],[120.26049898303793,23.018907745382997],[120.26068135928534,23.0189546521928],[120.26069256090416,23.018917231933717],[120.26051047013881,23.018870399615867]]]}"
"235","D39BB0004","臺南市永康區大灣段7187-1地號","61400","82","長方形4.5:18.2","商業區","80","330","臺南市永康區國光七街3巷25號","透天住家用","1.5","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.26201556463184,23.008577904863447],[120.26184752157239,23.008625582160416],[120.2618597814716,23.00866488276907],[120.26202772470653,23.008617093923498],[120.26201556463184,23.008577904863447]]]}"
"236","D39BB0017","臺南市永康區鹽中段104地號","106000","122.58","長方形4.1:30.7","商業區","80","330","臺南市永康區中正路589號","透天日本服飾","0.57","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.23800679764065,23.040144840255632],[120.23797772576329,23.040168304969054],[120.23817276326844,23.040378165634895],[120.23820093338968,23.040351960412984],[120.23800679764065,23.040144840255632]]]}"
"237","D39BD0009","臺南市永康區鹽西段1333地號","28900","445.99","梯形13.4:33.4","工業區","70","210","臺南市永康區洲工街8號","透天鉦億實業","4.25","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.22592528749588,23.03215718243484],[120.22585061892659,23.032256455490383],[120.2261037972153,23.03241985706872],[120.22619839352245,23.032345378748833],[120.22620716589704,23.03234004872862],[120.22592528749588,23.03215718243484]]]}"
"238","D39BD0012","臺南市永康區車行段914地號","18600","4032","梯形39.9:100.7","工業區","70","210","臺南市永康區經建路11號","透天世鴻食品","2.5"," "
"239","D39BF0018","臺南市永康區大灣段5288地號","12800","1500","長方形15.0:100.0","農業區","0","0"," ","素地"," ","{""spatialReference"":{""wkid"":4326},""rings"":[[[120.25494573348477,23.008254702600652],[120.25479095129447,23.00825425687274],[120.25508046868212,23.009034052527838],[120.25521814589337,23.008991045518318],[120.25494573348477,23.008254702600652]],[[120.25490201725718,23.00812989286704],[120.25476076317187,23.00817423912357],[120.25479024896032,23.008248569060616],[120.25494683513388,23.008248960066023],[120.25490201725718,23.00812989286704]]]}"
